am_sid,am_cat,sciname,iucn_sid,pop_trend,pop_cat,spp_group,id_no,iucn_subpop,spatial_source,cat_score,trend_score,status_gl,status_pr,status_gl_score,status_pr_score,iucn_score
NA,NA,Branta bernicla,22679946,Unknown,LC,BOTW,22679946,NA,iucn-bli,0.4,NA,G5,S3M,0.0,0.4,0.0
NA,NA,Butorides striata,22728182,Decreasing,LC,BOTW,22728182,NA,iucn-bli,0.0,-0.5,NA,NA,NA,NA,0.0
NA,NA,Butorides virescens,22728182,Decreasing,LC,BOTW,22728182,NA,iucn-bli,0.3,-0.5,G5,S3S4B,0.0,0.3,0.0
NA,NA,Calcarius lapponicus,22721033,Increasing,LC,BOTW,22721033,NA,iucn-bli,0.0,0.5,G5,SUM,0.0,NA,0.0
NA,NA,Calidris alba,22693369,Unknown,LC,BOTW,22693369,NA,iucn-bli,0.1,NA,G5,S4S5N,0.0,0.1,0.0
NA,NA,Calidris alpina,22693427,Decreasing,LC,BOTW,22693427,NA,iucn-bli,0.2,-0.5,G5,S4N,0.0,0.2,0.0
NA,NA,Calidris canutus,22693363,Decreasing,NT,BOTW,22693363,NA,iucn-bli,0.7,-0.5,G4,S1S2M,0.2,0.7,0.2
NA,NA,Calidris ferruginea,22693431,Increasing,NT,BOTW,22693431,NA,iucn-bli,0.2,0.5,G5?,SNA,NA,NA,0.2
NA,NA,Calidris mauri,22693376,Decreasing,LC,BOTW,22693376,NA,iucn-bli,0.2,-0.5,G5,S4M,0.0,0.2,0.0
NA,NA,Calidris minutilla,22693396,Decreasing,LC,BOTW,22693396,NA,iucn-bli,0.2,-0.5,G5,S4?B,0.0,0.2,0.0
NA,NA,Calidris ptilocnemis,22693424,Decreasing,LC,BOTW,22693424,NA,iucn-bli,0.2,-0.5,G5,S4N,0.0,0.2,0.0
NA,NA,Calidris pusilla,22693373,Decreasing,NT,BOTW,22693373,NA,iucn-bli,0.2,-0.5,G5,SUM,0.0,NA,0.2
NA,NA,Charadrius semipalmatus,22693764,Stable,LC,BOTW,22693764,NA,iucn-bli,0.1,0.0,G5,S4S5B,0.0,0.1,0.0
NA,NA,Charadrius vociferus,22693777,Decreasing,LC,BOTW,22693777,NA,iucn-bli,0.1,-0.5,G5,S4S5B,0.0,0.1,0.0
NA,NA,Chordeiles minor,22689714,Decreasing,LC,BOTW,22689714,NA,iucn-bli,0.2,-0.5,G5,S4B,0.0,0.2,0.0
NA,NA,Cistothorus palustris,22711374,Increasing,LC,BOTW,22711374,NA,iucn-bli,0.0,0.5,G5,S5B,0.0,0.0,0.0
NA,NA,Corvus caurinus,22705986,Increasing,LC,BOTW,22705986,NA,iucn-bli,0.0,0.5,G5,S5,0.0,0.0,0.0
NA,NA,Cygnus buccinator,22679859,Increasing,LC,BOTW,22679859,NA,iucn-bli,0.2,0.5,G4,"S4B,S5N",0.2,0.2,0.0
NA,NA,Eremophila alpestris,22717434,Decreasing,LC,BOTW,22717434,NA,iucn-bli,0.0,-0.5,G5,S5?B,0.0,0.0,0.0
NA,NA,Euphagus cyanocephalus,22724332,Decreasing,LC,BOTW,22724332,NA,iucn-bli,0.0,-0.5,G5,S5B,0.0,0.0,0.0
NA,NA,Falco columbarius,22696453,Stable,LC,BOTW,22696453,NA,iucn-bli,0.0,0.0,G5,S5B,0.0,0.0,0.0
NA,NA,Falco pelegrinoides,45354964,Stable,LC,BOTW,45354964,NA,iucn-bli,0.0,0.0,NA,NA,NA,NA,0.0
NA,NA,Falco peregrinus,45354964,Stable,LC,BOTW,45354964,NA,iucn-bli,0.4,0.0,G4,S3B,0.2,0.4,0.0
NA,NA,Fulica americana,62169677,Decreasing,LC,BOTW,62169677,NA,iucn-bli,0.1,-0.5,G5,S4S5B,0.0,0.1,0.0
NA,NA,Fulica caribaea,62169677,Decreasing,LC,BOTW,62169677,NA,iucn-bli,0.0,-0.5,NA,NA,NA,NA,0.0
NA,NA,Gavia adamsii,22697847,Decreasing,NT,BOTW,22697847,NA,iucn-bli,0.5,-0.5,G4,S2S3N,0.2,0.5,0.2
NA,NA,Gavia immer,22697842,Decreasing,LC,BOTW,22697842,NA,iucn-bli,0.0,-0.5,G5,S5B,0.0,0.0,0.0
NA,NA,Gavia pacifica,22697839,Increasing,LC,BOTW,22697839,NA,iucn-bli,0.2,0.5,G5,"S4B, S3S4N",0.0,0.2,0.0
NA,NA,Geothlypis trichas,22721836,Stable,LC,BOTW,22721836,NA,iucn-bli,0.0,0.0,G5,S5B,0.0,0.0,0.0
NA,NA,Haematopus ater,62015238,Unknown,LC,BOTW,62015238,NA,iucn-bli,0.0,NA,NA,NA,NA,NA,0.0
NA,NA,Haematopus bachmani,62015238,Unknown,LC,BOTW,62015238,NA,iucn-bli,0.2,NA,G5,S4,0.0,0.2,0.0
NA,NA,Haliaeetus leucocephalus,22695144,Increasing,LC,BOTW,22695144,NA,iucn-bli,0.0,0.5,G5,"S5B,S5N",0.0,0.0,0.0
NA,NA,Heteroscelus incanus,22693305,Stable,LC,BOTW,22693305,NA,iucn-bli,0.0,0.0,NA,NA,NA,NA,0.0
NA,NA,Tringa incana,22693305,Stable,LC,BOTW,22693305,NA,iucn-bli,0.4,0.0,G5,S3B,0.0,0.4,0.0
NA,NA,Oceanodroma furcata,22698572,Increasing,LC,BOTW,22698572,NA,iucn-bli,0.2,0.5,G5,S4B,0.0,0.2,0.0
NA,NA,Sterna caspia,22694524,Increasing,LC,BOTW,22694524,NA,iucn-bli,0.0,0.5,NA,NA,NA,NA,0.0
NA,NA,Larus smithsonianus,62030590,Decreasing,LC,BOTW,62030590,NA,iucn-bli,0.0,-0.5,NA,NA,NA,NA,0.0
NA,NA,Larus thayeri,22728995,Increasing,LC,BOTW,22728995,NA,iucn-bli,0.0,0.5,G5,S5M,0.0,0.0,0.0
NA,NA,Limnodromus griseus,22693344,Decreasing,LC,BOTW,22693344,NA,iucn-bli,0.5,-0.5,G5,S2S3B,0.0,0.5,0.0
NA,NA,Limnodromus scolopaceus,22693348,Unknown,LC,BOTW,22693348,NA,iucn-bli,0.2,NA,G5,S4N,0.0,0.2,0.0
NA,NA,Lophodytes cucullatus,22680472,Increasing,LC,BOTW,22680472,NA,iucn-bli,0.0,0.5,G5,S5B,0.0,0.0,0.0
NA,NA,Mergus cucullatus,22680472,Increasing,LC,BOTW,22680472,NA,iucn-bli,0.0,0.5,NA,NA,NA,NA,0.0
NA,NA,Melanitta americana,22732425,Decreasing,NT,BOTW,22732425,NA,iucn-bli,0.3,-0.5,G5,S3S4N,0.0,0.3,0.2
NA,NA,Melanitta deglandi,22734194,Decreasing,LC,BOTW,22734194,NA,iucn-bli,0.0,-0.5,NA,NA,NA,NA,0.0
NA,NA,Melospiza melodia,22721058,Stable,LC,BOTW,22721058,NA,iucn-bli,0.0,0.0,G5,S5B,0.0,0.0,0.0
NA,NA,Mergus merganser,22680492,Increasing,LC,BOTW,22680492,NA,iucn-bli,0.0,0.5,G5,S5B,0.0,0.0,0.0
NA,NA,Numenius americanus,22693195,Decreasing,LC,BOTW,22693195,NA,iucn-bli,0.4,-0.5,G5,S3B,0.0,0.4,0.0
NA,NA,Numenius phaeopus,22693178,Decreasing,LC,BOTW,22693178,NA,iucn-bli,0.0,-0.5,G5,SUN,0.0,NA,0.0
NA,NA,Pandion haliaetus,22694938,Increasing,LC,BOTW,22694938,NA,iucn-bli,0.0,0.5,G5,S5B,0.0,0.0,0.0
NA,NA,Plectrophenax nivalis,22721043,Decreasing,LC,BOTW,22721043,NA,iucn-bli,0.2,-0.5,G5,"S4?B,S5?N",0.0,0.2,0.0
NA,NA,Pluvialis dominica,22693740,Decreasing,LC,BOTW,22693740,NA,iucn-bli,0.3,-0.5,G5,S3S4B,0.0,0.3,0.0
NA,NA,Pluvialis fulva,22693735,Decreasing,LC,BOTW,22693735,NA,iucn-bli,0.0,-0.5,G5,SNRM,0.0,NA,0.0
NA,NA,Pluvialis squatarola,22693749,Decreasing,LC,BOTW,22693749,NA,iucn-bli,0.0,-0.5,G5,S5N,0.0,0.0,0.0
NA,NA,Podiceps nigricollis,22696610,Unknown,LC,BOTW,22696610,NA,iucn-bli,0.4,NA,G5,S3B,0.0,0.4,0.0
NA,NA,Stelgidopteryx serripennis,22735128,Decreasing,LC,BOTW,22735128,NA,iucn-bli,0.1,-0.5,G5,S4S5B,0.0,0.1,0.0
NA,NA,Sturnus vulgaris,22710886,Decreasing,LC,BOTW,22710886,NA,iucn-bli,0.0,-0.5,G5,SNA,0.0,NA,0.0
NA,NA,Tachycineta thalassina,22712077,Increasing,LC,BOTW,22712077,NA,iucn-bli,0.1,0.5,G5,S4S5B,0.0,0.1,0.0
NA,NA,Tringa erythropus,22693207,Stable,LC,BOTW,22693207,NA,iucn-bli,0.0,0.0,G5,SNA,0.0,NA,0.0
NA,NA,Tringa flavipes,22693235,Decreasing,LC,BOTW,22693235,NA,iucn-bli,0.1,-0.5,G5,S4S5B,0.0,0.1,0.0
NA,NA,Tringa melanoleuca,22693231,Stable,LC,BOTW,22693231,NA,iucn-bli,0.0,0.0,G5,S5B,0.0,0.0,0.0
NA,NA,Polycheles nanus,185000,Stable,LC,LOBSTERS,185000,NA,iucn,0.0,0.0,NA,NA,NA,NA,0.0
NA,NA,Stereomastis nana,185000,Stable,LC,LOBSTERS,185000,NA,iucn,0.0,0.0,NA,NA,NA,NA,0.0
ITS-Mam-180524,LC,Balaenoptera acutorostrata,2474,Stable,LC,MARINE_MAMMALS_update,2474,NA,iucn,0.2,0.0,G5,S4N,0.0,0.2,0.0
ITS-Mam-180526,EN,Balaenoptera borealis,2475,Unknown,EN,MARINE_MAMMALS_update,2475,NA,iucn,1.0,NA,G3,SHN,0.4,1.0,0.6
ITS-Mam-180528,EN,Balaenoptera musculus,2477,Increasing,EN,MARINE_MAMMALS_update,2477,NA,iucn,0.8,0.5,G3G4,S1N,0.3,0.8,0.6
ITS-Mam-180527,EN,Balaenoptera physalus,2478,Unknown,EN,MARINE_MAMMALS_update,2478,NA,iucn,0.6,NA,G3G4,S2N,0.3,0.6,0.6
ITS-Mam-180627,VU,Callorhinus ursinus,3590,Decreasing,VU,MARINE_MAMMALS_update,3590,NA,iucn,0.6,-0.5,G3,S2M,0.4,0.6,0.4
ITS-Mam-180438,LC,Delphinus delphis,6336,Unknown,LC,MARINE_MAMMALS_update,6336,NA,iucn,0.0,NA,G5,SNA,0.0,NA,0.0
ITS-Mam-180438,LC,Delphinus delphis,6336,Unknown,LC,MARINE_MAMMALS_update,6336,Mediterranean,iucn,0.0,NA,G5,SNA,0.0,NA,0.0
ITS-Mam-180521,LC,Eschrichtius robustus,8097,Stable,LC,MARINE_MAMMALS_update,8097,NA,iucn,0.4,0.0,G4,S3,0.2,0.4,0.0
ITS-Mam-180625,NT,Eumetopias jubatus,8239,Increasing,NT,MARINE_MAMMALS_update,8239,NA,iucn,0.4,0.5,G3,"S3B,S4N",0.4,0.4,0.2
ITS-Mam-180457,LC,Grampus griseus,9461,Unknown,LC,MARINE_MAMMALS_update,9461,NA,iucn,0.2,NA,G5,S4,0.0,0.2,0.0
ITS-Mam-180444,LC,Lagenorhynchus obliquidens,11145,Unknown,LC,MARINE_MAMMALS_update,11145,NA,iucn,0.1,NA,G5,S4S5,0.0,0.1,0.0
ITS-Mam-180530,LC,Megaptera novaeangliae,13006,Increasing,LC,MARINE_MAMMALS_update,13006,NA,iucn,0.4,0.5,G4,S3,0.2,0.4,0.0
ITS-Mam-180672,LC,Mirounga angustirostris,13581,Increasing,LC,MARINE_MAMMALS_update,13581,NA,iucn,0.8,0.5,G5,S1B,0.0,0.8,0.0
ITS-Mam-180649,LC,Phoca vitulina,17013,Stable,LC,MARINE_MAMMALS_update,17013,NA,iucn,0.0,0.0,G5,S5,0.0,0.0,0.0
ITS-Mam-180473,LC,Phocoena phocoena,17027,Unknown,LC,MARINE_MAMMALS_update,17027,NA,iucn,0.4,NA,G4G5,S3,0.1,0.4,0.0
ITS-Mam-180480,LC,Phocoenoides dalli,17032,Unknown,LC,MARINE_MAMMALS_update,17032,NA,iucn,0.1,NA,G4G5,S4S5,0.1,0.1,0.0
ITS-Mam-180488,VU,Physeter macrocephalus,41755,Unknown,VU,MARINE_MAMMALS_update,41755,NA,iucn,0.3,NA,G3G4,S3S4,0.3,0.3,0.4
ITS-Mam-180434,LC,Stenella coeruleoalba,20731,Unknown,LC,MARINE_MAMMALS_update,20731,NA,iucn,0.0,NA,G5,SNA,0.0,NA,0.0
ITS-Mam-180621,LC,Zalophus californianus,41666,Increasing,LC,MARINE_MAMMALS_update,41666,NA,iucn,0.0,0.5,G5,S5N,0.0,0.0,0.0
ITS-Mam-180498,LC,Ziphius cavirostris,23211,Unknown,LC,MARINE_MAMMALS_update,23211,NA,iucn,0.0,NA,G4,SU,0.2,NA,0.0
NA,NA,Lagenorhynchus ognevi,11145,Unknown,LC,MARINE_MAMMALS_update,11145,NA,iucn,0.0,NA,NA,NA,NA,NA,0.0
NA,NA,Phocoenoides truei,17032,Unknown,LC,MARINE_MAMMALS_update,17032,NA,iucn,0.0,NA,NA,NA,NA,NA,0.0
NA,NA,Stenella euphrosyne,20731,Unknown,LC,MARINE_MAMMALS_update,20731,NA,iucn,0.0,NA,NA,NA,NA,NA,0.0
NA,NA,Stenella styx,20731,Unknown,LC,MARINE_MAMMALS_update,20731,NA,iucn,0.0,NA,NA,NA,NA,NA,0.0
Rep-4381,VU,Dermochelys coriacea,46967817,Decreasing,CR,REPTILES_update,46967817,West Pacific,iucn,0.7,-0.5,G2,S1S2N,0.6,0.7,0.8
Rep-5181,CR,Eretmochelys imbricata,8005,Decreasing,CR,REPTILES_update,8005,NA,iucn,0.8,-0.5,NA,NA,NA,NA,0.8
Rep-6936,VU,Lepidochelys olivacea,11534,Decreasing,VU,REPTILES_update,11534,NA,iucn,0.4,-0.5,G3,SNA,0.4,NA,0.4
NA,NA,Chelonia olivacea,11534,Decreasing,VU,REPTILES_update,11534,NA,iucn,0.4,-0.5,NA,NA,NA,NA,0.4
NA,NA,Testudo imbricata,8005,Decreasing,CR,REPTILES_update,8005,NA,iucn,0.8,-0.5,NA,NA,NA,NA,0.8
NA,NA,Apostichopus leukothele,19711843,Unknown,LC,SEACUCUMBERS,19711843,NA,iucn,0.0,NA,NA,NA,NA,NA,0.0
NA,NA,Parastichopus leukothele,19711843,Unknown,LC,SEACUCUMBERS,19711843,NA,iucn,0.0,NA,NA,NA,NA,NA,0.0
NA,NA,Parastichopus californicus,180436,Stable,LC,SEACUCUMBERS,180436,NA,iucn,0.0,0.0,NA,NA,NA,NA,0.0
NA,NA,Phyllospadix scouleri,173367,Stable,LC,SEAGRASSES,173367,NA,iucn,0.0,0.0,G5,S5,0.0,0.0,0.0
NA,NA,Phyllospadix serrulatus,173366,Stable,LC,SEAGRASSES,173366,NA,iucn,0.2,0.0,G4,S4,0.2,0.2,0.0
NA,NA,Phyllospadix torreyi,173320,Stable,LC,SEAGRASSES,173320,NA,iucn,0.2,0.0,G4G5,S4,0.1,0.2,0.0
NA,NA,Zostera japonica,173348,Increasing,LC,SEAGRASSES,173348,NA,iucn,0.0,0.5,GNR,SNA,NA,NA,0.0
NA,NA,Zostera marina,153538,Decreasing,LC,SEAGRASSES,153538,NA,iucn,0.0,-0.5,G5,S5,0.0,0.0,0.0
NA,NA,Zostera stenophylla,153538,Decreasing,LC,SEAGRASSES,153538,NA,iucn,0.0,-0.5,NA,NA,NA,NA,0.0
NA,NA,Zostera pacifica,173373,Unknown,LC,SEAGRASSES,173373,NA,iucn,0.0,NA,NA,NA,NA,NA,0.0
NA,NA,Lontra canadensis,12302,Stable,LC,TERRESTRIAL_MAMMALS,12302,NA,iucn,0.0,0.0,G5,S5,0.0,0.0,0.0
NA,NA,Lutra canadensis,12302,Stable,LC,TERRESTRIAL_MAMMALS,12302,NA,iucn,0.0,0.0,NA,NA,NA,NA,0.0
Fis-22777,LC,Katsuwonus pelamis,170310,Stable,LC,TUNAS_BILLFISHES,170310,NA,iucn,0.0,0.0,GNR,SNR,NA,NA,0.0
Fis-133251,LC,Scomber colias,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0.0,0.0,NA,NA,NA,NA,0.0
Fis-29507,LC,Scomber japonicus,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0.0,0.0,GNR,SNR,NA,NA,0.0
Fis-21631,LC,Sarda chiliensis,170352,Decreasing,LC,TUNAS_BILLFISHES,170352,NA,iucn,0.0,-0.5,GNR,SNR,NA,NA,0.0
NA,NA,Euthynnus pelamis,170310,Stable,LC,TUNAS_BILLFISHES,170310,NA,iucn,0.0,0.0,NA,NA,NA,NA,0.0
NA,NA,Scomber pelamides,170310,Stable,LC,TUNAS_BILLFISHES,170310,NA,iucn,0.0,0.0,NA,NA,NA,NA,0.0
NA,NA,Scomber pelamis,170310,Stable,LC,TUNAS_BILLFISHES,170310,NA,iucn,0.0,0.0,NA,NA,NA,NA,0.0
NA,NA,Thynnus vagans,170310,Stable,LC,TUNAS_BILLFISHES,170310,NA,iucn,0.0,0.0,NA,NA,NA,NA,0.0
NA,NA,Pelamys chiliensis,170352,Decreasing,LC,TUNAS_BILLFISHES,170352,NA,iucn,0.0,-0.5,NA,NA,NA,NA,0.0
NA,NA,Pneumatophorus colias,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0.0,0.0,NA,NA,NA,NA,0.0
NA,NA,Pneumatophorus diego,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0.0,0.0,NA,NA,NA,NA,0.0
NA,NA,Pneumatophorus grex,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0.0,0.0,NA,NA,NA,NA,0.0
NA,NA,Pneumatophorus japonicus,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0.0,0.0,NA,NA,NA,NA,0.0
NA,NA,Pneumatophorus japonicus japonicus,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0.0,0.0,NA,NA,NA,NA,0.0
NA,NA,Pneumatophorus japonicus marplatensis,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0.0,0.0,NA,NA,NA,NA,0.0
NA,NA,Pneumatophorus peruanus,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0.0,0.0,NA,NA,NA,NA,0.0
NA,NA,Scomber capensis,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0.0,0.0,NA,NA,NA,NA,0.0
NA,NA,Scomber dekayi,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0.0,0.0,NA,NA,NA,NA,0.0
NA,NA,Scomber diego,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0.0,0.0,NA,NA,NA,NA,0.0
NA,NA,Scomber gigas,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0.0,0.0,NA,NA,NA,NA,0.0
NA,NA,Scomber gracilis,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0.0,0.0,NA,NA,NA,NA,0.0
NA,NA,Scomber grex,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0.0,0.0,NA,NA,NA,NA,0.0
NA,NA,Scomber janesaba,170306,Stable,LC,TUNAS_BILLFISHES,170306,NA,iucn,0.0,0.0,NA,NA,NA,NA,0.0
