am_sid,iucn_sid,spatial_source,sciname,cat_score,pr_score,trend_score,cat_ts,cat_txt,cat_ts_score,year,comname
ITS-Mam-180521,8097,iucn,Eschrichtius robustus,0.4,0.4,0.0,CD,Lower Risk/conservation dependent,0.3,1983.0,Gray Whale
ITS-Mam-180521,8097,iucn,Eschrichtius robustus,0.4,0.4,0.0,CD,Lower Risk/conservation dependent,0.3,1984.0,Gray Whale
ITS-Mam-180521,8097,iucn,Eschrichtius robustus,0.4,0.4,0.0,CD,Lower Risk/conservation dependent,0.3,1985.0,Gray Whale
ITS-Mam-180521,8097,iucn,Eschrichtius robustus,0.4,0.4,0.0,CD,Lower Risk/conservation dependent,0.3,1986.0,Gray Whale
ITS-Mam-180521,8097,iucn,Eschrichtius robustus,0.4,0.4,0.0,CD,Lower Risk/conservation dependent,0.3,1987.0,Gray Whale
ITS-Mam-180521,8097,iucn,Eschrichtius robustus,0.4,0.4,0.0,CD,Lower Risk/conservation dependent,0.3,1988.0,Gray Whale
ITS-Mam-180521,8097,iucn,Eschrichtius robustus,0.4,0.4,0.0,CD,Lower Risk/conservation dependent,0.3,1989.0,Gray Whale
ITS-Mam-180521,8097,iucn,Eschrichtius robustus,0.4,0.4,0.0,CD,Lower Risk/conservation dependent,0.3,1990.0,Gray Whale
ITS-Mam-180521,8097,iucn,Eschrichtius robustus,0.4,0.4,0.0,CD,Lower Risk/conservation dependent,0.3,1991.0,Gray Whale
ITS-Mam-180521,8097,iucn,Eschrichtius robustus,0.4,0.4,0.0,CD,Lower Risk/conservation dependent,0.3,1992.0,Gray Whale
ITS-Mam-180521,8097,iucn,Eschrichtius robustus,0.4,0.4,0.0,CD,Lower Risk/conservation dependent,0.3,1993.0,Gray Whale
ITS-Mam-180521,8097,iucn,Eschrichtius robustus,0.4,0.4,0.0,CD,Lower Risk/conservation dependent,0.3,1994.0,Gray Whale
ITS-Mam-180521,8097,iucn,Eschrichtius robustus,0.4,0.4,0.0,CD,Lower Risk/conservation dependent,0.3,1995.0,Gray Whale
ITS-Mam-180521,8097,iucn,Eschrichtius robustus,0.4,0.4,0.0,CD,Lower Risk/conservation dependent,0.3,1996.0,Gray Whale
ITS-Mam-180521,8097,iucn,Eschrichtius robustus,0.4,0.4,0.0,CD,Lower Risk/conservation dependent,0.3,1997.0,Gray Whale
ITS-Mam-180521,8097,iucn,Eschrichtius robustus,0.4,0.4,0.0,CD,Lower Risk/conservation dependent,0.3,1998.0,Gray Whale
ITS-Mam-180521,8097,iucn,Eschrichtius robustus,0.4,0.4,0.0,CD,Lower Risk/conservation dependent,0.3,1999.0,Gray Whale
ITS-Mam-180521,8097,iucn,Eschrichtius robustus,0.4,0.4,0.0,CD,Lower Risk/conservation dependent,0.3,2e3,Gray Whale
ITS-Mam-180521,8097,iucn,Eschrichtius robustus,0.4,0.4,0.0,CD,Lower Risk/conservation dependent,0.3,2001.0,Gray Whale
ITS-Mam-180521,8097,iucn,Eschrichtius robustus,0.4,0.4,0.0,CD,Lower Risk/conservation dependent,0.3,2002.0,Gray Whale
ITS-Mam-180521,8097,iucn,Eschrichtius robustus,0.4,0.4,0.0,CD,Lower Risk/conservation dependent,0.3,2003.0,Gray Whale
ITS-Mam-180521,8097,iucn,Eschrichtius robustus,0.4,0.4,0.0,CD,Lower Risk/conservation dependent,0.3,2004.0,Gray Whale
ITS-Mam-180521,8097,iucn,Eschrichtius robustus,0.4,0.4,0.0,CD,Lower Risk/conservation dependent,0.3,2005.0,Gray Whale
ITS-Mam-180521,8097,iucn,Eschrichtius robustus,0.4,0.4,0.0,CD,Lower Risk/conservation dependent,0.3,2006.0,Gray Whale
ITS-Mam-180521,8097,iucn,Eschrichtius robustus,0.4,0.4,0.0,CD,Lower Risk/conservation dependent,0.3,2007.0,Gray Whale
ITS-Mam-180521,8097,iucn,Eschrichtius robustus,0.4,0.4,0.0,LC,Least Concern,0.0,2008.0,Gray Whale
ITS-Mam-180521,8097,iucn,Eschrichtius robustus,0.4,0.4,0.0,LC,Least Concern,0.0,2009.0,Gray Whale
ITS-Mam-180521,8097,iucn,Eschrichtius robustus,0.4,0.4,0.0,LC,Least Concern,0.0,2010.0,Gray Whale
ITS-Mam-180521,8097,iucn,Eschrichtius robustus,0.4,0.4,0.0,LC,Least Concern,0.0,2011.0,Gray Whale
ITS-Mam-180521,8097,iucn,Eschrichtius robustus,0.4,0.4,0.0,LC,Least Concern,0.0,2012.0,Gray Whale
ITS-Mam-180521,8097,iucn,Eschrichtius robustus,0.4,0.4,0.0,LC,Least Concern,0.0,2013.0,Gray Whale
ITS-Mam-180521,8097,iucn,Eschrichtius robustus,0.4,0.4,0.0,LC,Least Concern,0.0,2014.0,Gray Whale
ITS-Mam-180521,8097,iucn,Eschrichtius robustus,0.4,0.4,0.0,LC,Least Concern,0.0,2015.0,Gray Whale
ITS-Mam-180521,8097,iucn,Eschrichtius robustus,0.4,0.4,0.0,LC,Least Concern,0.0,2016.0,Gray Whale
ITS-Mam-180444,11145,iucn,Lagenorhynchus obliquidens,0.1,0.1,NA,LC,Lower Risk/least concern,0.0,1965.0,White-Sided Dolphin
ITS-Mam-180444,11145,iucn,Lagenorhynchus obliquidens,0.1,0.1,NA,LC,Lower Risk/least concern,0.0,1966.0,White-Sided Dolphin
ITS-Mam-180444,11145,iucn,Lagenorhynchus obliquidens,0.1,0.1,NA,LC,Lower Risk/least concern,0.0,1967.0,White-Sided Dolphin
ITS-Mam-180444,11145,iucn,Lagenorhynchus obliquidens,0.1,0.1,NA,LC,Lower Risk/least concern,0.0,1968.0,White-Sided Dolphin
ITS-Mam-180444,11145,iucn,Lagenorhynchus obliquidens,0.1,0.1,NA,LC,Lower Risk/least concern,0.0,1969.0,White-Sided Dolphin
ITS-Mam-180444,11145,iucn,Lagenorhynchus obliquidens,0.1,0.1,NA,LC,Lower Risk/least concern,0.0,1970.0,White-Sided Dolphin
ITS-Mam-180444,11145,iucn,Lagenorhynchus obliquidens,0.1,0.1,NA,LC,Lower Risk/least concern,0.0,1971.0,White-Sided Dolphin
ITS-Mam-180444,11145,iucn,Lagenorhynchus obliquidens,0.1,0.1,NA,LC,Lower Risk/least concern,0.0,1972.0,White-Sided Dolphin
ITS-Mam-180444,11145,iucn,Lagenorhynchus obliquidens,0.1,0.1,NA,LC,Lower Risk/least concern,0.0,1973.0,White-Sided Dolphin
ITS-Mam-180444,11145,iucn,Lagenorhynchus obliquidens,0.1,0.1,NA,LC,Lower Risk/least concern,0.0,1974.0,White-Sided Dolphin
ITS-Mam-180444,11145,iucn,Lagenorhynchus obliquidens,0.1,0.1,NA,LC,Lower Risk/least concern,0.0,1975.0,White-Sided Dolphin
ITS-Mam-180444,11145,iucn,Lagenorhynchus obliquidens,0.1,0.1,NA,LC,Lower Risk/least concern,0.0,1976.0,White-Sided Dolphin
ITS-Mam-180444,11145,iucn,Lagenorhynchus obliquidens,0.1,0.1,NA,LC,Lower Risk/least concern,0.0,1977.0,White-Sided Dolphin
ITS-Mam-180444,11145,iucn,Lagenorhynchus obliquidens,0.1,0.1,NA,LC,Lower Risk/least concern,0.0,1978.0,White-Sided Dolphin
ITS-Mam-180444,11145,iucn,Lagenorhynchus obliquidens,0.1,0.1,NA,LC,Lower Risk/least concern,0.0,1979.0,White-Sided Dolphin
ITS-Mam-180444,11145,iucn,Lagenorhynchus obliquidens,0.1,0.1,NA,LC,Lower Risk/least concern,0.0,1980.0,White-Sided Dolphin
ITS-Mam-180444,11145,iucn,Lagenorhynchus obliquidens,0.1,0.1,NA,LC,Lower Risk/least concern,0.0,1981.0,White-Sided Dolphin
ITS-Mam-180444,11145,iucn,Lagenorhynchus obliquidens,0.1,0.1,NA,LC,Lower Risk/least concern,0.0,1982.0,White-Sided Dolphin
ITS-Mam-180444,11145,iucn,Lagenorhynchus obliquidens,0.1,0.1,NA,LC,Lower Risk/least concern,0.0,1983.0,White-Sided Dolphin
ITS-Mam-180444,11145,iucn,Lagenorhynchus obliquidens,0.1,0.1,NA,LC,Lower Risk/least concern,0.0,1984.0,White-Sided Dolphin
ITS-Mam-180444,11145,iucn,Lagenorhynchus obliquidens,0.1,0.1,NA,LC,Lower Risk/least concern,0.0,1985.0,White-Sided Dolphin
ITS-Mam-180444,11145,iucn,Lagenorhynchus obliquidens,0.1,0.1,NA,LC,Lower Risk/least concern,0.0,1986.0,White-Sided Dolphin
ITS-Mam-180444,11145,iucn,Lagenorhynchus obliquidens,0.1,0.1,NA,LC,Lower Risk/least concern,0.0,1987.0,White-Sided Dolphin
ITS-Mam-180444,11145,iucn,Lagenorhynchus obliquidens,0.1,0.1,NA,LC,Lower Risk/least concern,0.0,1988.0,White-Sided Dolphin
ITS-Mam-180444,11145,iucn,Lagenorhynchus obliquidens,0.1,0.1,NA,LC,Lower Risk/least concern,0.0,1989.0,White-Sided Dolphin
ITS-Mam-180444,11145,iucn,Lagenorhynchus obliquidens,0.1,0.1,NA,LC,Lower Risk/least concern,0.0,1990.0,White-Sided Dolphin
ITS-Mam-180444,11145,iucn,Lagenorhynchus obliquidens,0.1,0.1,NA,LC,Lower Risk/least concern,0.0,1991.0,White-Sided Dolphin
ITS-Mam-180444,11145,iucn,Lagenorhynchus obliquidens,0.1,0.1,NA,LC,Lower Risk/least concern,0.0,1992.0,White-Sided Dolphin
ITS-Mam-180444,11145,iucn,Lagenorhynchus obliquidens,0.1,0.1,NA,LC,Lower Risk/least concern,0.0,1993.0,White-Sided Dolphin
ITS-Mam-180444,11145,iucn,Lagenorhynchus obliquidens,0.1,0.1,NA,LC,Lower Risk/least concern,0.0,1994.0,White-Sided Dolphin
ITS-Mam-180444,11145,iucn,Lagenorhynchus obliquidens,0.1,0.1,NA,LC,Lower Risk/least concern,0.0,1995.0,White-Sided Dolphin
ITS-Mam-180444,11145,iucn,Lagenorhynchus obliquidens,0.1,0.1,NA,LC,Lower Risk/least concern,0.0,1996.0,White-Sided Dolphin
ITS-Mam-180444,11145,iucn,Lagenorhynchus obliquidens,0.1,0.1,NA,LC,Lower Risk/least concern,0.0,1997.0,White-Sided Dolphin
ITS-Mam-180444,11145,iucn,Lagenorhynchus obliquidens,0.1,0.1,NA,LC,Lower Risk/least concern,0.0,1998.0,White-Sided Dolphin
ITS-Mam-180444,11145,iucn,Lagenorhynchus obliquidens,0.1,0.1,NA,LC,Lower Risk/least concern,0.0,1999.0,White-Sided Dolphin
ITS-Mam-180444,11145,iucn,Lagenorhynchus obliquidens,0.1,0.1,NA,LC,Lower Risk/least concern,0.0,2e3,White-Sided Dolphin
ITS-Mam-180444,11145,iucn,Lagenorhynchus obliquidens,0.1,0.1,NA,LC,Lower Risk/least concern,0.0,2001.0,White-Sided Dolphin
ITS-Mam-180444,11145,iucn,Lagenorhynchus obliquidens,0.1,0.1,NA,LC,Lower Risk/least concern,0.0,2002.0,White-Sided Dolphin
ITS-Mam-180444,11145,iucn,Lagenorhynchus obliquidens,0.1,0.1,NA,LC,Lower Risk/least concern,0.0,2003.0,White-Sided Dolphin
ITS-Mam-180444,11145,iucn,Lagenorhynchus obliquidens,0.1,0.1,NA,LC,Lower Risk/least concern,0.0,2004.0,White-Sided Dolphin
ITS-Mam-180444,11145,iucn,Lagenorhynchus obliquidens,0.1,0.1,NA,LC,Lower Risk/least concern,0.0,2005.0,White-Sided Dolphin
ITS-Mam-180444,11145,iucn,Lagenorhynchus obliquidens,0.1,0.1,NA,LC,Lower Risk/least concern,0.0,2006.0,White-Sided Dolphin
ITS-Mam-180444,11145,iucn,Lagenorhynchus obliquidens,0.1,0.1,NA,LC,Lower Risk/least concern,0.0,2007.0,White-Sided Dolphin
ITS-Mam-180444,11145,iucn,Lagenorhynchus obliquidens,0.1,0.1,NA,LC,Least Concern,0.0,2008.0,White-Sided Dolphin
ITS-Mam-180444,11145,iucn,Lagenorhynchus obliquidens,0.1,0.1,NA,LC,Least Concern,0.0,2009.0,White-Sided Dolphin
ITS-Mam-180444,11145,iucn,Lagenorhynchus obliquidens,0.1,0.1,NA,LC,Least Concern,0.0,2010.0,White-Sided Dolphin
ITS-Mam-180444,11145,iucn,Lagenorhynchus obliquidens,0.1,0.1,NA,LC,Least Concern,0.0,2011.0,White-Sided Dolphin
ITS-Mam-180444,11145,iucn,Lagenorhynchus obliquidens,0.1,0.1,NA,LC,Least Concern,0.0,2012.0,White-Sided Dolphin
ITS-Mam-180444,11145,iucn,Lagenorhynchus obliquidens,0.1,0.1,NA,LC,Least Concern,0.0,2013.0,White-Sided Dolphin
ITS-Mam-180444,11145,iucn,Lagenorhynchus obliquidens,0.1,0.1,NA,LC,Least Concern,0.0,2014.0,White-Sided Dolphin
ITS-Mam-180444,11145,iucn,Lagenorhynchus obliquidens,0.1,0.1,NA,LC,Least Concern,0.0,2015.0,White-Sided Dolphin
ITS-Mam-180444,11145,iucn,Lagenorhynchus obliquidens,0.1,0.1,NA,LC,Least Concern,0.0,2016.0,White-Sided Dolphin
ITS-Mam-180530,13006,iucn,Megaptera novaeangliae,0.4,0.4,0.5,T,"""Less rare but believed to be threatened-requires watching""",0.6,1965.0,Humpback Whale
ITS-Mam-180530,13006,iucn,Megaptera novaeangliae,0.4,0.4,0.5,T,"""Less rare but believed to be threatened-requires watching""",0.6,1966.0,Humpback Whale
ITS-Mam-180530,13006,iucn,Megaptera novaeangliae,0.4,0.4,0.5,T,"""Less rare but believed to be threatened-requires watching""",0.6,1967.0,Humpback Whale
ITS-Mam-180530,13006,iucn,Megaptera novaeangliae,0.4,0.4,0.5,T,"""Less rare but believed to be threatened-requires watching""",0.6,1968.0,Humpback Whale
ITS-Mam-180530,13006,iucn,Megaptera novaeangliae,0.4,0.4,0.5,T,"""Less rare but believed to be threatened-requires watching""",0.6,1969.0,Humpback Whale
ITS-Mam-180530,13006,iucn,Megaptera novaeangliae,0.4,0.4,0.5,T,"""Less rare but believed to be threatened-requires watching""",0.6,1970.0,Humpback Whale
ITS-Mam-180530,13006,iucn,Megaptera novaeangliae,0.4,0.4,0.5,T,"""Less rare but believed to be threatened-requires watching""",0.6,1971.0,Humpback Whale
ITS-Mam-180530,13006,iucn,Megaptera novaeangliae,0.4,0.4,0.5,T,"""Less rare but believed to be threatened-requires watching""",0.6,1972.0,Humpback Whale
ITS-Mam-180530,13006,iucn,Megaptera novaeangliae,0.4,0.4,0.5,T,"""Less rare but believed to be threatened-requires watching""",0.6,1973.0,Humpback Whale
ITS-Mam-180530,13006,iucn,Megaptera novaeangliae,0.4,0.4,0.5,T,"""Less rare but believed to be threatened-requires watching""",0.6,1974.0,Humpback Whale
ITS-Mam-180530,13006,iucn,Megaptera novaeangliae,0.4,0.4,0.5,T,"""Less rare but believed to be threatened-requires watching""",0.6,1975.0,Humpback Whale
ITS-Mam-180530,13006,iucn,Megaptera novaeangliae,0.4,0.4,0.5,T,"""Less rare but believed to be threatened-requires watching""",0.6,1976.0,Humpback Whale
ITS-Mam-180530,13006,iucn,Megaptera novaeangliae,0.4,0.4,0.5,T,"""Less rare but believed to be threatened-requires watching""",0.6,1977.0,Humpback Whale
ITS-Mam-180530,13006,iucn,Megaptera novaeangliae,0.4,0.4,0.5,T,"""Less rare but believed to be threatened-requires watching""",0.6,1978.0,Humpback Whale
ITS-Mam-180530,13006,iucn,Megaptera novaeangliae,0.4,0.4,0.5,T,"""Less rare but believed to be threatened-requires watching""",0.6,1979.0,Humpback Whale
ITS-Mam-180530,13006,iucn,Megaptera novaeangliae,0.4,0.4,0.5,T,"""Less rare but believed to be threatened-requires watching""",0.6,1980.0,Humpback Whale
ITS-Mam-180530,13006,iucn,Megaptera novaeangliae,0.4,0.4,0.5,T,"""Less rare but believed to be threatened-requires watching""",0.6,1981.0,Humpback Whale
ITS-Mam-180530,13006,iucn,Megaptera novaeangliae,0.4,0.4,0.5,T,"""Less rare but believed to be threatened-requires watching""",0.6,1982.0,Humpback Whale
ITS-Mam-180530,13006,iucn,Megaptera novaeangliae,0.4,0.4,0.5,T,"""Less rare but believed to be threatened-requires watching""",0.6,1983.0,Humpback Whale
ITS-Mam-180530,13006,iucn,Megaptera novaeangliae,0.4,0.4,0.5,T,"""Less rare but believed to be threatened-requires watching""",0.6,1984.0,Humpback Whale
ITS-Mam-180530,13006,iucn,Megaptera novaeangliae,0.4,0.4,0.5,T,"""Less rare but believed to be threatened-requires watching""",0.6,1985.0,Humpback Whale
ITS-Mam-180530,13006,iucn,Megaptera novaeangliae,0.4,0.4,0.5,EN,Endangered,0.6,1986.0,Humpback Whale
ITS-Mam-180530,13006,iucn,Megaptera novaeangliae,0.4,0.4,0.5,EN,Endangered,0.6,1987.0,Humpback Whale
ITS-Mam-180530,13006,iucn,Megaptera novaeangliae,0.4,0.4,0.5,EN,Endangered,0.6,1988.0,Humpback Whale
ITS-Mam-180530,13006,iucn,Megaptera novaeangliae,0.4,0.4,0.5,EN,Endangered,0.6,1989.0,Humpback Whale
ITS-Mam-180530,13006,iucn,Megaptera novaeangliae,0.4,0.4,0.5,VU,Vulnerable,0.4,1990.0,Humpback Whale
ITS-Mam-180530,13006,iucn,Megaptera novaeangliae,0.4,0.4,0.5,VU,Vulnerable,0.4,1991.0,Humpback Whale
ITS-Mam-180530,13006,iucn,Megaptera novaeangliae,0.4,0.4,0.5,VU,Vulnerable,0.4,1992.0,Humpback Whale
ITS-Mam-180530,13006,iucn,Megaptera novaeangliae,0.4,0.4,0.5,VU,Vulnerable,0.4,1993.0,Humpback Whale
ITS-Mam-180530,13006,iucn,Megaptera novaeangliae,0.4,0.4,0.5,VU,Vulnerable,0.4,1994.0,Humpback Whale
ITS-Mam-180530,13006,iucn,Megaptera novaeangliae,0.4,0.4,0.5,VU,Vulnerable,0.4,1995.0,Humpback Whale
ITS-Mam-180530,13006,iucn,Megaptera novaeangliae,0.4,0.4,0.5,VU,Vulnerable,0.4,1996.0,Humpback Whale
ITS-Mam-180530,13006,iucn,Megaptera novaeangliae,0.4,0.4,0.5,VU,Vulnerable,0.4,1997.0,Humpback Whale
ITS-Mam-180530,13006,iucn,Megaptera novaeangliae,0.4,0.4,0.5,VU,Vulnerable,0.4,1998.0,Humpback Whale
ITS-Mam-180530,13006,iucn,Megaptera novaeangliae,0.4,0.4,0.5,VU,Vulnerable,0.4,1999.0,Humpback Whale
ITS-Mam-180530,13006,iucn,Megaptera novaeangliae,0.4,0.4,0.5,VU,Vulnerable,0.4,2e3,Humpback Whale
ITS-Mam-180530,13006,iucn,Megaptera novaeangliae,0.4,0.4,0.5,VU,Vulnerable,0.4,2001.0,Humpback Whale
ITS-Mam-180530,13006,iucn,Megaptera novaeangliae,0.4,0.4,0.5,VU,Vulnerable,0.4,2002.0,Humpback Whale
ITS-Mam-180530,13006,iucn,Megaptera novaeangliae,0.4,0.4,0.5,VU,Vulnerable,0.4,2003.0,Humpback Whale
ITS-Mam-180530,13006,iucn,Megaptera novaeangliae,0.4,0.4,0.5,VU,Vulnerable,0.4,2004.0,Humpback Whale
ITS-Mam-180530,13006,iucn,Megaptera novaeangliae,0.4,0.4,0.5,VU,Vulnerable,0.4,2005.0,Humpback Whale
ITS-Mam-180530,13006,iucn,Megaptera novaeangliae,0.4,0.4,0.5,VU,Vulnerable,0.4,2006.0,Humpback Whale
ITS-Mam-180530,13006,iucn,Megaptera novaeangliae,0.4,0.4,0.5,VU,Vulnerable,0.4,2007.0,Humpback Whale
ITS-Mam-180530,13006,iucn,Megaptera novaeangliae,0.4,0.4,0.5,LC,Least Concern,0.0,2008.0,Humpback Whale
ITS-Mam-180530,13006,iucn,Megaptera novaeangliae,0.4,0.4,0.5,LC,Least Concern,0.0,2009.0,Humpback Whale
ITS-Mam-180530,13006,iucn,Megaptera novaeangliae,0.4,0.4,0.5,LC,Least Concern,0.0,2010.0,Humpback Whale
ITS-Mam-180530,13006,iucn,Megaptera novaeangliae,0.4,0.4,0.5,LC,Least Concern,0.0,2011.0,Humpback Whale
ITS-Mam-180530,13006,iucn,Megaptera novaeangliae,0.4,0.4,0.5,LC,Least Concern,0.0,2012.0,Humpback Whale
ITS-Mam-180530,13006,iucn,Megaptera novaeangliae,0.4,0.4,0.5,LC,Least Concern,0.0,2013.0,Humpback Whale
ITS-Mam-180530,13006,iucn,Megaptera novaeangliae,0.4,0.4,0.5,LC,Least Concern,0.0,2014.0,Humpback Whale
ITS-Mam-180530,13006,iucn,Megaptera novaeangliae,0.4,0.4,0.5,LC,Least Concern,0.0,2015.0,Humpback Whale
ITS-Mam-180530,13006,iucn,Megaptera novaeangliae,0.4,0.4,0.5,LC,Least Concern,0.0,2016.0,Humpback Whale
ITS-Mam-180649,17013,iucn,Phoca vitulina,0.0,0.0,0.0,LC,Lower Risk/least concern,0.0,1965.0,Harbor Seal
ITS-Mam-180649,17013,iucn,Phoca vitulina,0.0,0.0,0.0,LC,Lower Risk/least concern,0.0,1966.0,Harbor Seal
ITS-Mam-180649,17013,iucn,Phoca vitulina,0.0,0.0,0.0,LC,Lower Risk/least concern,0.0,1967.0,Harbor Seal
ITS-Mam-180649,17013,iucn,Phoca vitulina,0.0,0.0,0.0,LC,Lower Risk/least concern,0.0,1968.0,Harbor Seal
ITS-Mam-180649,17013,iucn,Phoca vitulina,0.0,0.0,0.0,LC,Lower Risk/least concern,0.0,1969.0,Harbor Seal
ITS-Mam-180649,17013,iucn,Phoca vitulina,0.0,0.0,0.0,LC,Lower Risk/least concern,0.0,1970.0,Harbor Seal
ITS-Mam-180649,17013,iucn,Phoca vitulina,0.0,0.0,0.0,LC,Lower Risk/least concern,0.0,1971.0,Harbor Seal
ITS-Mam-180649,17013,iucn,Phoca vitulina,0.0,0.0,0.0,LC,Lower Risk/least concern,0.0,1972.0,Harbor Seal
ITS-Mam-180649,17013,iucn,Phoca vitulina,0.0,0.0,0.0,LC,Lower Risk/least concern,0.0,1973.0,Harbor Seal
ITS-Mam-180649,17013,iucn,Phoca vitulina,0.0,0.0,0.0,LC,Lower Risk/least concern,0.0,1974.0,Harbor Seal
ITS-Mam-180649,17013,iucn,Phoca vitulina,0.0,0.0,0.0,LC,Lower Risk/least concern,0.0,1975.0,Harbor Seal
ITS-Mam-180649,17013,iucn,Phoca vitulina,0.0,0.0,0.0,LC,Lower Risk/least concern,0.0,1976.0,Harbor Seal
ITS-Mam-180649,17013,iucn,Phoca vitulina,0.0,0.0,0.0,LC,Lower Risk/least concern,0.0,1977.0,Harbor Seal
ITS-Mam-180649,17013,iucn,Phoca vitulina,0.0,0.0,0.0,LC,Lower Risk/least concern,0.0,1978.0,Harbor Seal
ITS-Mam-180649,17013,iucn,Phoca vitulina,0.0,0.0,0.0,LC,Lower Risk/least concern,0.0,1979.0,Harbor Seal
ITS-Mam-180649,17013,iucn,Phoca vitulina,0.0,0.0,0.0,LC,Lower Risk/least concern,0.0,1980.0,Harbor Seal
ITS-Mam-180649,17013,iucn,Phoca vitulina,0.0,0.0,0.0,LC,Lower Risk/least concern,0.0,1981.0,Harbor Seal
ITS-Mam-180649,17013,iucn,Phoca vitulina,0.0,0.0,0.0,LC,Lower Risk/least concern,0.0,1982.0,Harbor Seal
ITS-Mam-180649,17013,iucn,Phoca vitulina,0.0,0.0,0.0,LC,Lower Risk/least concern,0.0,1983.0,Harbor Seal
ITS-Mam-180649,17013,iucn,Phoca vitulina,0.0,0.0,0.0,LC,Lower Risk/least concern,0.0,1984.0,Harbor Seal
ITS-Mam-180649,17013,iucn,Phoca vitulina,0.0,0.0,0.0,LC,Lower Risk/least concern,0.0,1985.0,Harbor Seal
ITS-Mam-180649,17013,iucn,Phoca vitulina,0.0,0.0,0.0,LC,Lower Risk/least concern,0.0,1986.0,Harbor Seal
ITS-Mam-180649,17013,iucn,Phoca vitulina,0.0,0.0,0.0,LC,Lower Risk/least concern,0.0,1987.0,Harbor Seal
ITS-Mam-180649,17013,iucn,Phoca vitulina,0.0,0.0,0.0,LC,Lower Risk/least concern,0.0,1988.0,Harbor Seal
ITS-Mam-180649,17013,iucn,Phoca vitulina,0.0,0.0,0.0,LC,Lower Risk/least concern,0.0,1989.0,Harbor Seal
ITS-Mam-180649,17013,iucn,Phoca vitulina,0.0,0.0,0.0,LC,Lower Risk/least concern,0.0,1990.0,Harbor Seal
ITS-Mam-180649,17013,iucn,Phoca vitulina,0.0,0.0,0.0,LC,Lower Risk/least concern,0.0,1991.0,Harbor Seal
ITS-Mam-180649,17013,iucn,Phoca vitulina,0.0,0.0,0.0,LC,Lower Risk/least concern,0.0,1992.0,Harbor Seal
ITS-Mam-180649,17013,iucn,Phoca vitulina,0.0,0.0,0.0,LC,Lower Risk/least concern,0.0,1993.0,Harbor Seal
ITS-Mam-180649,17013,iucn,Phoca vitulina,0.0,0.0,0.0,LC,Lower Risk/least concern,0.0,1994.0,Harbor Seal
ITS-Mam-180649,17013,iucn,Phoca vitulina,0.0,0.0,0.0,LC,Lower Risk/least concern,0.0,1995.0,Harbor Seal
ITS-Mam-180649,17013,iucn,Phoca vitulina,0.0,0.0,0.0,LC,Lower Risk/least concern,0.0,1996.0,Harbor Seal
