am_sid,am_cat,sciname,iucn_sid,pop_trend,pop_cat,spp_group,id_no,iucn_subpop,spatial_source,cat_score,trend_score,status_gl,status_pr,status_gl_score,status_pr_score,iucn_score
Fis-58059,LC,Apolemichthys kingi,154809,Unknown,LC,ANGELFISH,154809,NA,iucn,0,NA,NA,NA,NA,NA,0
Fis-34217,LC,Apolemichthys xanthopunctatus,165841,Stable,LC,ANGELFISH,165841,NA,iucn,0,0,NA,NA,NA,NA,0
Fis-161602,LC,Centropyge abei,169679,Stable,LC,ANGELFISH,169679,NA,iucn,0,0,NA,NA,NA,NA,0
Fis-143215,LC,Centropyge aurantia,165893,Stable,LC,ANGELFISH,165893,NA,iucn,0,0,NA,NA,NA,NA,0
Fis-32986,LC,Centropyge colini,165838,Stable,LC,ANGELFISH,165838,NA,iucn,0,0,NA,NA,NA,NA,0
Fis-58055,LC,Centropyge debelius,165854,Stable,LC,ANGELFISH,165854,NA,iucn,0,0,NA,NA,NA,NA,0
Fis-34254,LC,Centropyge hotumatua,165830,Stable,LC,ANGELFISH,165830,NA,iucn,0,0,NA,NA,NA,NA,0
Fis-34261,LC,Centropyge joculator,165890,Stable,LC,ANGELFISH,165890,NA,iucn,0,0,NA,NA,NA,NA,0
Fis-34196,LC,Chaetodontoplus ballinae,165847,Unknown,LC,ANGELFISH,165847,NA,iucn,0,NA,NA,NA,NA,NA,0
Fis-34344,LC,Chaetodontoplus chrysocephalus,165826,Unknown,LC,ANGELFISH,165826,NA,iucn,0,NA,NA,NA,NA,NA,0
Fis-27944,LC,Chaetodontoplus conspicillatus,165870,Stable,LC,ANGELFISH,165870,NA,iucn,0,0,NA,NA,NA,NA,0
Fis-164150,LC,Chaetodontoplus poliourus,168374,Stable,LC,ANGELFISH,168374,NA,iucn,0,0,NA,NA,NA,NA,0
Fis-32559,LC,Genicanthus personatus,165874,Stable,LC,ANGELFISH,165874,NA,iucn,0,0,NA,NA,NA,NA,0
Fis-34362,LC,Genicanthus spinus,165846,Stable,LC,ANGELFISH,165846,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Acanthochaetodon imperator,165862,Stable,LC,ANGELFISH,165862,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Acanthochaetodon nicobariensis,165862,Stable,LC,ANGELFISH,165862,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Chaetodon imperator,165862,Stable,LC,ANGELFISH,165862,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Chaetodon nicobariensis,165862,Stable,LC,ANGELFISH,165862,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holacanthus imperator,165862,Stable,LC,ANGELFISH,165862,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holacanthus nicobariensis,165862,Stable,LC,ANGELFISH,165862,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Pomacanthodes imperator,165862,Stable,LC,ANGELFISH,165862,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Pomacanthus nicobariensis,165862,Stable,LC,ANGELFISH,165862,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Angelichthys interruptus,165858,Stable,LC,ANGELFISH,165858,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Centropyge interruptus,165858,Stable,LC,ANGELFISH,165858,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Angelichthys iodocus,165883,Stable,LC,ANGELFISH,165883,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Chaetodon ciliaris,165883,Stable,LC,ANGELFISH,165883,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Chaetodon parrae,165883,Stable,LC,ANGELFISH,165883,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Chaetodon squamulosus,165883,Stable,LC,ANGELFISH,165883,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holacanthus cornutus,165883,Stable,LC,ANGELFISH,165883,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holacanthus coronatus,165883,Stable,LC,ANGELFISH,165883,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holacanthus formosus,165883,Stable,LC,ANGELFISH,165883,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holacanthus iodocus,165883,Stable,LC,ANGELFISH,165883,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holacanthus lunatus,165883,Stable,LC,ANGELFISH,165883,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holocanthus ciliaris,165883,Stable,LC,ANGELFISH,165883,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Desmoholacanthus arcuatus,165834,Stable,LC,ANGELFISH,165834,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holacanthus arcuatus,165834,Stable,LC,ANGELFISH,165834,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holacanthus griffisi,165822,Stable,LC,ANGELFISH,165822,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holacanthus trimaculatus,165835,Stable,LC,ANGELFISH,165835,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holacanthus xanthotis,165853,Stable,LC,ANGELFISH,165853,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holacanthus xanthurus,165844,Unknown,LC,ANGELFISH,165844,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Arusetta asfur,165839,Stable,LC,ANGELFISH,165839,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Chaetodon asfur,165839,Stable,LC,ANGELFISH,165839,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Centropyges acanthops,155083,Stable,LC,ANGELFISH,155083,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holacanthus acanthops,155083,Stable,LC,ANGELFISH,155083,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Xiphipops acanthops,155083,Stable,LC,ANGELFISH,155083,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Centropyge aurantanota,165865,Stable,LC,ANGELFISH,165865,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Centropyge aurantius,165893,Stable,LC,ANGELFISH,165893,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Chaetodon bicolor,165902,Stable,LC,ANGELFISH,165902,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Centropyge bispinosus,165871,Stable,LC,ANGELFISH,165871,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holacanthus bispinosus,165871,Stable,LC,ANGELFISH,165871,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Centropyge boylei,165824,Stable,LC,ANGELFISH,165824,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Centropyge caudovittatus,165845,Stable,LC,ANGELFISH,165845,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holacanthus caudibicolor,165845,Stable,LC,ANGELFISH,165845,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holacanthus caudovittatus,165845,Stable,LC,ANGELFISH,165845,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holacanthus zebra,165845,Stable,LC,ANGELFISH,165845,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Centropyge ferrugatus,165849,Stable,LC,ANGELFISH,165849,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Centropyge flavicauda,165828,Stable,LC,ANGELFISH,165828,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holacanthus fisheri,165828,Stable,LC,ANGELFISH,165828,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Centropyge flammeus,155308,Stable,LC,ANGELFISH,155308,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Centropyge loricula,155308,Stable,LC,ANGELFISH,155308,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holacanthus loriculus,155308,Stable,LC,ANGELFISH,155308,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Centropyge flavissimus,165878,Stable,LC,ANGELFISH,165878,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holacanthus flavissimus,165878,Stable,LC,ANGELFISH,165878,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Centropyge woodheadi,165848,Stable,LC,ANGELFISH,165848,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Pomacanthus heraldi,165848,Stable,LC,ANGELFISH,165848,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Centropyge multifasciata,165852,Stable,LC,ANGELFISH,165852,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Centropyge multifasciatus,165852,Stable,LC,ANGELFISH,165852,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holacanthus multifasciatus,165852,Stable,LC,ANGELFISH,165852,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Paracentropyge multifasciatus,165852,Stable,LC,ANGELFISH,165852,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Centropyge multispinus,165876,Stable,LC,ANGELFISH,165876,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holacanthus multispinis,165876,Stable,LC,ANGELFISH,165876,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Centropyge nahackyi,165823,Stable,NT,ANGELFISH,165823,NA,iucn,0.2,0,NA,NA,NA,NA,0.2
NA,NA,Centropyge narcosis,165903,Stable,LC,ANGELFISH,165903,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Centropyge nigriocellus,165897,Stable,LC,ANGELFISH,165897,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holacanthus nox,165868,Stable,LC,ANGELFISH,165868,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holacanthus potteri,165899,Stable,LC,ANGELFISH,165899,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Centropyge resplendens,4131,Stable,LC,ANGELFISH,4131,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Centropyge shepardi,165875,Stable,LC,ANGELFISH,165875,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Centropyge venustus,165900,Stable,LC,ANGELFISH,165900,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holacanthus venustus,165900,Stable,LC,ANGELFISH,165900,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Paracentropyge venusta,165900,Stable,LC,ANGELFISH,165900,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Sumireyakko venustus,165900,Stable,LC,ANGELFISH,165900,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Centropyge vrolicki,165860,Stable,LC,ANGELFISH,165860,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Centropyge vroliki,165860,Stable,LC,ANGELFISH,165860,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holacanthus vrolikii,165860,Stable,LC,ANGELFISH,165860,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Chaetodon annularis,165873,Stable,LC,ANGELFISH,165873,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Pomacanthodes annularis,165873,Stable,LC,ANGELFISH,165873,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Chaetodon arcuatus,165887,Stable,LC,ANGELFISH,165887,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Chaetodon aureus,165887,Stable,LC,ANGELFISH,165887,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Chaetodon littoricola,165887,Stable,LC,ANGELFISH,165887,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Chaetodon lutescens,165887,Stable,LC,ANGELFISH,165887,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Pomacanthus baltcatus,165887,Stable,LC,ANGELFISH,165887,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Pomacanthus cingulatus,165887,Stable,LC,ANGELFISH,165887,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Pomacanthus cinquecinctus,165887,Stable,LC,ANGELFISH,165887,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Chaetodon diacanthus,165885,Stable,LC,ANGELFISH,165885,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holacanthus diacanthus,165885,Stable,LC,ANGELFISH,165885,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Chaetodon maculosus,165833,Stable,LC,ANGELFISH,165833,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holacanthus striatus,165833,Stable,LC,ANGELFISH,165833,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Pomacanthodes striatus,165833,Stable,LC,ANGELFISH,165833,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Pomacanthops filamentosus,165833,Stable,LC,ANGELFISH,165833,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Pomacanthus striatus,165833,Stable,LC,ANGELFISH,165833,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Chaetodon mesoleucus,165884,Stable,LC,ANGELFISH,165884,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Chaetodontoplus mesoleucos,165884,Stable,LC,ANGELFISH,165884,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Chaetodon paru,165898,Stable,LC,ANGELFISH,165898,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holacanthus chrysocephalus,165826,Unknown,LC,ANGELFISH,165826,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Holacanthus conspicillatus,165870,Stable,LC,ANGELFISH,165870,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Chaetodontoplus dimidiatus,165863,Stable,LC,ANGELFISH,165863,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holacanthus dimidiatus,165863,Stable,LC,ANGELFISH,165863,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holacanthus duboulayi,165857,Stable,LC,ANGELFISH,165857,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holacanthus melanosoma,165850,Stable,LC,ANGELFISH,165850,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Chaetodontoplus niger,165892,Unknown,LC,ANGELFISH,165892,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Holacanthus personifer,165881,Stable,LC,ANGELFISH,165881,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holacanthus septentrionalis,165882,Stable,LC,ANGELFISH,165882,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Chaetodontoplus vanderloosi,169676,Decreasing,EN,ANGELFISH,169676,NA,iucn,0.6,-0.5,NA,NA,NA,NA,0.6
NA,NA,Chaetodon tricolor,165879,Stable,LC,ANGELFISH,165879,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holocanthus tricolor,165879,Stable,LC,ANGELFISH,165879,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Pomacanthus tricolor,165879,Stable,LC,ANGELFISH,165879,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Euxiphipops navarchus,165867,Stable,LC,ANGELFISH,165867,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holacanthus navarchus,165867,Stable,LC,ANGELFISH,165867,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Pomacanthodes navarchus,165867,Stable,LC,ANGELFISH,165867,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Euxiphipops sexstriatus,165840,Stable,LC,ANGELFISH,165840,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holacanthus sexstriatus,165840,Stable,LC,ANGELFISH,165840,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Pomacanthus sextriatus,165840,Stable,LC,ANGELFISH,165840,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Euxiphipops xanthometopon,165829,Stable,LC,ANGELFISH,165829,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holacanthus xanthometopon,165829,Stable,LC,ANGELFISH,165829,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Genicanthus lamarcki,165888,Stable,LC,ANGELFISH,165888,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holacanthus lamarck,165888,Stable,LC,ANGELFISH,165888,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holacanthus melanospilos,165843,Stable,LC,ANGELFISH,165843,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Genicanthus semicinctus,165866,Stable,LC,ANGELFISH,165866,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holacanthus semicinctus,165866,Stable,LC,ANGELFISH,165866,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holacanthus semifasciatus,165856,Stable,LC,ANGELFISH,165856,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Genicanthus takeuchii,165827,Stable,LC,ANGELFISH,165827,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holacanthus watanabei,165872,Stable,LC,ANGELFISH,165872,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holocanthus africanus,165825,Stable,LC,ANGELFISH,165825,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holacanthus alternans,165851,Stable,LC,ANGELFISH,165851,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holacanthus lepidolepis,165851,Stable,LC,ANGELFISH,165851,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holacanthus reginae,165851,Stable,LC,ANGELFISH,165851,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holacanthus semicirculatus,165851,Stable,LC,ANGELFISH,165851,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Pomacanthops semicirculatus,165851,Stable,LC,ANGELFISH,165851,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holacanthus ciliaris bermudensis,165832,Stable,LC,ANGELFISH,165832,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holacanthus isabelita,165832,Stable,LC,ANGELFISH,165832,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holocanthus bermudensis,165832,Stable,LC,ANGELFISH,165832,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holacanthus chrysurus,165831,Stable,LC,ANGELFISH,165831,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Pomacanthodes chrysurus,165831,Stable,LC,ANGELFISH,165831,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Holacanthus clarionensis,165861,Stable,VU,ANGELFISH,165861,NA,iucn,0.4,0,NA,NA,NA,NA,0.4
NA,NA,Holacanthus limbaughi,165836,Stable,NT,ANGELFISH,165836,NA,iucn,0.2,0,NA,NA,NA,NA,0.2
NA,NA,Holacanthus rhomboides,165842,Stable,LC,ANGELFISH,165842,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Pomacanthodes zonipectus,165889,Stable,LC,ANGELFISH,165889,NA,iucn,0,0,NA,NA,NA,NA,0
Fis-31165,LC,Elops lacerta,182549,Unknown,LC,BONEFISH_TARPONS,182549,NA,iucn,0,NA,NA,NA,NA,NA,0
Fis-29369,LC,Elops saurus,191822,Stable,LC,BONEFISH_TARPONS,191822,NA,iucn,0,0,NA,NA,NA,NA,0
Fis-2518,VU,Megalops atlanticus,191823,Decreasing,VU,BONEFISH_TARPONS,191823,NA,iucn,0.4,-0.5,NA,NA,NA,NA,0.4
Fis-28123,VU,Albula glossodonta,194299,Decreasing,VU,BONEFISH_TARPONS,194299,NA,iucn,0.4,-0.5,NA,NA,NA,NA,0.4
NA,NA,Albula esuncula,178043,Unknown,LC,BONEFISH_TARPONS,178043,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Albula esunculus,178043,Unknown,LC,BONEFISH_TARPONS,178043,NA,iucn,0,NA,NA,NA,NA,NA,0
