am_sid,am_cat,sciname,iucn_sid,pop_trend,pop_cat,spp_group,id_no,iucn_subpop,spatial_source,cat_score,trend_score,status_gl,status_pr,status_gl_score,status_pr_score,iucn_score
NA,NA,Philomachus pugnax,22693468,Decreasing,LC,BOTW,22693468,NA,iucn-bli,0,-0.5,NA,NA,NA,NA,0
NA,NA,Calidris pusilla,22693373,Decreasing,NT,BOTW,22693373,NA,iucn-bli,0.2,-0.5,G5,SUM,0,NA,0.2
NA,NA,Catoptrophorus semipalmatus,22693319,Stable,LC,BOTW,22693319,NA,iucn-bli,0,0,NA,NA,NA,NA,0
NA,NA,Tringa semipalmata,22693319,Stable,LC,BOTW,22693319,NA,iucn-bli,0,0,G5,SNA,0,NA,0
NA,NA,Charadrius semipalmatus,22693764,Stable,LC,BOTW,22693764,NA,iucn-bli,0.1,0,G5,S4S5B,0,0.1,0
NA,NA,Charadrius vociferus,22693777,Decreasing,LC,BOTW,22693777,NA,iucn-bli,0.1,-0.5,G5,S4S5B,0,0.1,0
NA,NA,Chordeiles minor,22689714,Decreasing,LC,BOTW,22689714,NA,iucn-bli,0.2,-0.5,G5,S4B,0,0.2,0
NA,NA,Chroicocephalus ridibundus ridibundus,22694420,Decreasing,LC,BOTW,22694420,NA,iucn-bli,0,-0.5,NA,NA,NA,NA,0
NA,NA,Cistothorus palustris,22711374,Increasing,LC,BOTW,22711374,NA,iucn-bli,0,0.5,G5,S5B,0,0,0
NA,NA,Corvus caurinus,22705986,Increasing,LC,BOTW,22705986,NA,iucn-bli,0,0.5,G5,S5,0,0,0
NA,NA,Cygnus buccinator,22679859,Increasing,LC,BOTW,22679859,NA,iucn-bli,0.2,0.5,G4,"S4B,S5N",0.2,0.2,0
NA,NA,Diomedea albatrus,22698335,Increasing,VU,BOTW,22698335,NA,iucn-bli,0.4,0.5,NA,NA,NA,NA,0.4
NA,NA,Phoebastria albatrus,22698335,Increasing,VU,BOTW,22698335,NA,iucn-bli,0.8,0.5,G1,S1N,0.8,0.8,0.4
NA,NA,Diomedea immutabilis,22698365,Stable,NT,BOTW,22698365,NA,iucn-bli,0.2,0,NA,NA,NA,NA,0.2
NA,NA,Phoebastria immutabilis,22698365,Stable,NT,BOTW,22698365,NA,iucn-bli,0.4,0,G3,S3N,0.4,0.4,0.2
NA,NA,Diomedea nigripes,22698350,Increasing,NT,BOTW,22698350,NA,iucn-bli,0.2,0.5,NA,NA,NA,NA,0.2
NA,NA,Phoebastria nigripes,22698350,Increasing,NT,BOTW,22698350,NA,iucn-bli,0.3,0.5,G3G4,S3S4N,0.3,0.3,0.2
NA,NA,Egretta thula,22696974,Increasing,LC,BOTW,22696974,NA,iucn-bli,0,0.5,G5,SNA,0,NA,0
NA,NA,Eremophila alpestris,22717434,Decreasing,LC,BOTW,22717434,NA,iucn-bli,0,-0.5,G5,S5?B,0,0,0
NA,NA,Euphagus cyanocephalus,22724332,Decreasing,LC,BOTW,22724332,NA,iucn-bli,0,-0.5,G5,S5B,0,0,0
NA,NA,Falco columbarius,22696453,Stable,LC,BOTW,22696453,NA,iucn-bli,0,0,G5,S5B,0,0,0
NA,NA,Falco pelegrinoides,45354964,Stable,LC,BOTW,45354964,NA,iucn-bli,0,0,NA,NA,NA,NA,0
NA,NA,Falco peregrinus,45354964,Stable,LC,BOTW,45354964,NA,iucn-bli,0.4,0,G4,S3B,0.2,0.4,0
NA,NA,Fulica americana,62169677,Decreasing,LC,BOTW,62169677,NA,iucn-bli,0.1,-0.5,G5,S4S5B,0,0.1,0
NA,NA,Fulica caribaea,62169677,Decreasing,LC,BOTW,62169677,NA,iucn-bli,0,-0.5,NA,NA,NA,NA,0
NA,NA,Gavia adamsii,22697847,Decreasing,NT,BOTW,22697847,NA,iucn-bli,0.5,-0.5,G4,S2S3N,0.2,0.5,0.2
NA,NA,Gavia immer,22697842,Decreasing,LC,BOTW,22697842,NA,iucn-bli,0,-0.5,G5,S5B,0,0,0
NA,NA,Gavia pacifica,22697839,Increasing,LC,BOTW,22697839,NA,iucn-bli,0.2,0.5,G5,"S4B, S3S4N",0,0.2,0
NA,NA,Gavia stellata,22697829,Decreasing,LC,BOTW,22697829,NA,iucn-bli,0.2,-0.5,G5,S4B,0,0.2,0
NA,NA,Geothlypis trichas,22721836,Stable,LC,BOTW,22721836,NA,iucn-bli,0,0,G5,S5B,0,0,0
NA,NA,Haematopus ater,62015238,Unknown,LC,BOTW,62015238,NA,iucn-bli,0,NA,NA,NA,NA,NA,0
NA,NA,Haematopus bachmani,62015238,Unknown,LC,BOTW,62015238,NA,iucn-bli,0.2,NA,G5,S4,0,0.2,0
NA,NA,Haliaeetus leucocephalus,22695144,Increasing,LC,BOTW,22695144,NA,iucn-bli,0,0.5,G5,"S5B,S5N",0,0,0
NA,NA,Heteroscelus incanus,22693305,Stable,LC,BOTW,22693305,NA,iucn-bli,0,0,NA,NA,NA,NA,0
NA,NA,Tringa incana,22693305,Stable,LC,BOTW,22693305,NA,iucn-bli,0.4,0,G5,S3B,0,0.4,0
NA,NA,Oceanodroma furcata,22698572,Increasing,LC,BOTW,22698572,NA,iucn-bli,0.2,0.5,G5,S4B,0,0.2,0
NA,NA,Sterna caspia,22694524,Increasing,LC,BOTW,22694524,NA,iucn-bli,0,0.5,NA,NA,NA,NA,0
NA,NA,Larus sabini,22694479,Stable,LC,BOTW,22694479,NA,iucn-bli,0,0,NA,NA,NA,NA,0
NA,NA,Larus smithsonianus,62030590,Decreasing,LC,BOTW,62030590,NA,iucn-bli,0,-0.5,NA,NA,NA,NA,0
NA,NA,Larus thayeri,22728995,Increasing,LC,BOTW,22728995,NA,iucn-bli,0,0.5,G5,S5M,0,0,0
NA,NA,Limnodromus griseus,22693344,Decreasing,LC,BOTW,22693344,NA,iucn-bli,0.5,-0.5,G5,S2S3B,0,0.5,0
NA,NA,Limnodromus scolopaceus,22693348,Unknown,LC,BOTW,22693348,NA,iucn-bli,0.2,NA,G5,S4N,0,0.2,0
NA,NA,Limosa fedoa,22693162,Decreasing,LC,BOTW,22693162,NA,iucn-bli,0,-0.5,G5,SUM,0,NA,0
NA,NA,Lophodytes cucullatus,22680472,Increasing,LC,BOTW,22680472,NA,iucn-bli,0,0.5,G5,S5B,0,0,0
NA,NA,Mergus cucullatus,22680472,Increasing,LC,BOTW,22680472,NA,iucn-bli,0,0.5,NA,NA,NA,NA,0
NA,NA,Melanitta americana,22732425,Decreasing,NT,BOTW,22732425,NA,iucn-bli,0.3,-0.5,G5,S3S4N,0,0.3,0.2
NA,NA,Melanitta deglandi,22734194,Decreasing,LC,BOTW,22734194,NA,iucn-bli,0,-0.5,NA,NA,NA,NA,0
NA,NA,Melospiza melodia,22721058,Stable,LC,BOTW,22721058,NA,iucn-bli,0,0,G5,S5B,0,0,0
NA,NA,Mergus merganser,22680492,Increasing,LC,BOTW,22680492,NA,iucn-bli,0,0.5,G5,S5B,0,0,0
NA,NA,Numenius americanus,22693195,Decreasing,LC,BOTW,22693195,NA,iucn-bli,0.4,-0.5,G5,S3B,0,0.4,0
NA,NA,Numenius phaeopus,22693178,Decreasing,LC,BOTW,22693178,NA,iucn-bli,0,-0.5,G5,SUN,0,NA,0
NA,NA,Pandion haliaetus,22694938,Increasing,LC,BOTW,22694938,NA,iucn-bli,0,0.5,G5,S5B,0,0,0
NA,NA,Plectrophenax nivalis,22721043,Decreasing,LC,BOTW,22721043,NA,iucn-bli,0.2,-0.5,G5,"S4?B,S5?N",0,0.2,0
NA,NA,Pluvialis dominica,22693740,Decreasing,LC,BOTW,22693740,NA,iucn-bli,0.3,-0.5,G5,S3S4B,0,0.3,0
NA,NA,Pluvialis fulva,22693735,Decreasing,LC,BOTW,22693735,NA,iucn-bli,0,-0.5,G5,SNRM,0,NA,0
NA,NA,Pluvialis squatarola,22693749,Decreasing,LC,BOTW,22693749,NA,iucn-bli,0,-0.5,G5,S5N,0,0,0
NA,NA,Podiceps nigricollis,22696610,Unknown,LC,BOTW,22696610,NA,iucn-bli,0.4,NA,G5,S3B,0,0.4,0
NA,NA,Pterodroma inexpectata,22697963,Decreasing,NT,BOTW,22697963,NA,iucn-bli,0.2,-0.5,G3G4,SUN,0.3,NA,0.2
NA,NA,Pterodroma ultima,22698039,Decreasing,NT,BOTW,22698039,NA,iucn-bli,0.2,-0.5,G2G3,SUN,NA,NA,0.2
NA,NA,Stelgidopteryx serripennis,22735128,Decreasing,LC,BOTW,22735128,NA,iucn-bli,0.1,-0.5,G5,S4S5B,0,0.1,0
NA,NA,Sturnus vulgaris,22710886,Decreasing,LC,BOTW,22710886,NA,iucn-bli,0,-0.5,G5,SNA,0,NA,0
NA,NA,Synthliboramphus hypoleucus,62101215,Decreasing,EN,BOTW,62101215,NA,iucn-bli,0.6,-0.5,NA,NA,NA,NA,0.6
NA,NA,Synthliboramphus scrippsi,62101249,Decreasing,VU,BOTW,62101249,NA,iucn-bli,0.4,-0.5,G3,SNA,0.4,NA,0.4
NA,NA,Tachycineta thalassina,22712077,Increasing,LC,BOTW,22712077,NA,iucn-bli,0.1,0.5,G5,S4S5B,0,0.1,0
NA,NA,Tringa erythropus,22693207,Stable,LC,BOTW,22693207,NA,iucn-bli,0,0,G5,SNA,0,NA,0
NA,NA,Tringa flavipes,22693235,Decreasing,LC,BOTW,22693235,NA,iucn-bli,0.1,-0.5,G5,S4S5B,0,0.1,0
NA,NA,Tringa melanoleuca,22693231,Stable,LC,BOTW,22693231,NA,iucn-bli,0,0,G5,S5B,0,0,0
NA,NA,Polycheles nanus,185000,Stable,LC,LOBSTERS,185000,NA,iucn,0,0,NA,NA,NA,NA,0
NA,NA,Stereomastis nana,185000,Stable,LC,LOBSTERS,185000,NA,iucn,0,0,NA,NA,NA,NA,0
ITS-Mam-180524,LC,Balaenoptera acutorostrata,2474,Stable,LC,MARINE_MAMMALS_update,2474,NA,iucn,0.2,0,G5,S4N,0,0.2,0
ITS-Mam-180526,EN,Balaenoptera borealis,2475,Unknown,EN,MARINE_MAMMALS_update,2475,NA,iucn,1,NA,G3,SHN,0.4,1,0.6
ITS-Mam-180528,EN,Balaenoptera musculus,2477,Increasing,EN,MARINE_MAMMALS_update,2477,NA,iucn,0.8,0.5,G3G4,S1N,0.3,0.8,0.6
ITS-Mam-180527,EN,Balaenoptera physalus,2478,Unknown,EN,MARINE_MAMMALS_update,2478,NA,iucn,0.6,NA,G3G4,S2N,0.3,0.6,0.6
ITS-Mam-180627,VU,Callorhinus ursinus,3590,Decreasing,VU,MARINE_MAMMALS_update,3590,NA,iucn,0.6,-0.5,G3,S2M,0.4,0.6,0.4
ITS-Mam-180438,LC,Delphinus delphis,6336,Unknown,LC,MARINE_MAMMALS_update,6336,NA,iucn,0,NA,G5,SNA,0,NA,0
ITS-Mam-180438,LC,Delphinus delphis,6336,Unknown,LC,MARINE_MAMMALS_update,6336,Mediterranean,iucn,0,NA,G5,SNA,0,NA,0
ITS-Mam-180521,LC,Eschrichtius robustus,8097,Stable,LC,MARINE_MAMMALS_update,8097,NA,iucn,0.4,0,G4,S3,0.2,0.4,0
ITS-Mam-180625,NT,Eumetopias jubatus,8239,Increasing,NT,MARINE_MAMMALS_update,8239,NA,iucn,0.4,0.5,G3,"S3B,S4N",0.4,0.4,0.2
ITS-Mam-180457,LC,Grampus griseus,9461,Unknown,LC,MARINE_MAMMALS_update,9461,NA,iucn,0.2,NA,G5,S4,0,0.2,0
ITS-Mam-180444,LC,Lagenorhynchus obliquidens,11145,Unknown,LC,MARINE_MAMMALS_update,11145,NA,iucn,0.1,NA,G5,S4S5,0,0.1,0
ITS-Mam-180454,LC,Lissodelphis borealis,12125,Unknown,LC,MARINE_MAMMALS_update,12125,NA,iucn,0.2,NA,G4,S4,0.2,0.2,0
ITS-Mam-180530,LC,Megaptera novaeangliae,13006,Increasing,LC,MARINE_MAMMALS_update,13006,NA,iucn,0.4,0.5,G4,S3,0.2,0.4,0
ITS-Mam-180672,LC,Mirounga angustirostris,13581,Increasing,LC,MARINE_MAMMALS_update,13581,NA,iucn,0.8,0.5,G5,S1B,0,0.8,0
ITS-Mam-180649,LC,Phoca vitulina,17013,Stable,LC,MARINE_MAMMALS_update,17013,NA,iucn,0,0,G5,S5,0,0,0
ITS-Mam-180473,LC,Phocoena phocoena,17027,Unknown,LC,MARINE_MAMMALS_update,17027,NA,iucn,0.4,NA,G4G5,S3,0.1,0.4,0
ITS-Mam-180480,LC,Phocoenoides dalli,17032,Unknown,LC,MARINE_MAMMALS_update,17032,NA,iucn,0.1,NA,G4G5,S4S5,0.1,0.1,0
ITS-Mam-180488,VU,Physeter macrocephalus,41755,Unknown,VU,MARINE_MAMMALS_update,41755,NA,iucn,0.3,NA,G3G4,S3S4,0.3,0.3,0.4
ITS-Mam-180434,LC,Stenella coeruleoalba,20731,Unknown,LC,MARINE_MAMMALS_update,20731,NA,iucn,0,NA,G5,SNA,0,NA,0
ITS-Mam-180621,LC,Zalophus californianus,41666,Increasing,LC,MARINE_MAMMALS_update,41666,NA,iucn,0,0.5,G5,S5N,0,0,0
ITS-Mam-180498,LC,Ziphius cavirostris,23211,Unknown,LC,MARINE_MAMMALS_update,23211,NA,iucn,0,NA,G4,SU,0.2,NA,0
NA,NA,Lagenorhynchus ognevi,11145,Unknown,LC,MARINE_MAMMALS_update,11145,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Phocoenoides truei,17032,Unknown,LC,MARINE_MAMMALS_update,17032,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Stenella euphrosyne,20731,Unknown,LC,MARINE_MAMMALS_update,20731,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Stenella styx,20731,Unknown,LC,MARINE_MAMMALS_update,20731,NA,iucn,0,NA,NA,NA,NA,NA,0
Rep-2666,EN,Caretta caretta,3897,NA,VU,REPTILES_update,3897,NA,iucn,0.4,NA,NA,NA,NA,NA,0.4
Rep-4381,VU,Dermochelys coriacea,46967817,Decreasing,CR,REPTILES_update,46967817,West Pacific,iucn,0.7,-0.5,G2,S1S2N,0.6,0.7,0.8
Rep-5181,CR,Eretmochelys imbricata,8005,Decreasing,CR,REPTILES_update,8005,NA,iucn,0.8,-0.5,NA,NA,NA,NA,0.8
Rep-6936,VU,Lepidochelys olivacea,11534,Decreasing,VU,REPTILES_update,11534,NA,iucn,0.4,-0.5,G3,SNA,0.4,NA,0.4
NA,NA,Testudo caretta,3897,NA,VU,REPTILES_update,3897,NA,iucn,0.4,NA,NA,NA,NA,NA,0.4
NA,NA,Chelonia olivacea,11534,Decreasing,VU,REPTILES_update,11534,NA,iucn,0.4,-0.5,NA,NA,NA,NA,0.4
NA,NA,Testudo imbricata,8005,Decreasing,CR,REPTILES_update,8005,NA,iucn,0.8,-0.5,NA,NA,NA,NA,0.8
NA,NA,Apostichopus leukothele,19711843,Unknown,LC,SEACUCUMBERS,19711843,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Parastichopus leukothele,19711843,Unknown,LC,SEACUCUMBERS,19711843,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Capheira mollis,19718050,Unknown,LC,SEACUCUMBERS,19718050,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Capheira sulcata,19717509,Unknown,LC,SEACUCUMBERS,19717509,NA,iucn,0,NA,NA,NA,NA,NA,0
NA,NA,Mesothuria murrayi,180331,Unknown,LC,SEACUCUMBERS,180331,NA,iucn,0,NA,NA,NA,NA,NA,0
