"targets","layer","name","description","fld_value","units","filename","yr_span","fld_id_num","fld_id_chr","fld_category","fld_year","fld_val_num","fld_val_chr","file_exists","year_min","year_max","val_min","val_max","val_0to1","flds_unused","flds_missing","rows_duplicated","num_ids_unique","data_na"
"LSP","lsp_tot_area_inland_ws","Inland area","Inland area of OHI regions within 1km of shoreline","a_tot_inland","km2","lsp_tot_area_inland_ws.csv","1980:2016","rgn_id",,,"year","a_tot_inland",,TRUE,1980,2016,1137.75,13739.5,FALSE,,,,5,FALSE
"LSP","lsp_tot_area_offshore3nm","Offshore area","Offshore area of OHI regions within 3nm of shoreline","a_tot_3nm","km2","lsp_tot_area_offshore3nm.csv","1980:2016","rgn_id",,,"year","a_tot_3nm",,TRUE,1980,2016,925.5,7974.75,FALSE,,,,5,FALSE
"LVF","lv_income_fn","dollars","Population-weighted mean of median household income for First Nations communities","med_adj_income","CPI-adjusted 2016 Canadian dollars","lv_income_fn.csv","1996:2016","rgn_id",,,"year","med_adj_income",,TRUE,1996,2016,31512.33,49926.9,FALSE,,,,5,FALSE
"LVF","lv_unempl_fn","unemployment rate","Mean unemployment rate for First Nations communities","mean_unempl","proportion unemployed 0-1","lv_unempl_fn.csv","1996:2016","rgn_id",,,"year","mean_unempl",,TRUE,1996,2016,12.03,44.1,FALSE,,,,5,FALSE
"LVO","lv_income_nonfn","dollars","Population-weighted mean of median household income for non-FN communities","med_adj_income","CPI-adjusted 2016 Canadian dollars","lv_income_nonfn.csv","1996:2016","rgn_id",,,"year","med_adj_income",,TRUE,1996,2016,52303.77,78617.05,FALSE,,,,5,FALSE
"LVO","lv_unempl_nonfn","unemployment rate","Mean unemployment rate for non-FN communities","mean_unempl","proportion unemployed 0-1","lv_unempl_nonfn.csv","1996:2016","rgn_id",,,"year","mean_unempl",,TRUE,1996,2016,4.74,15.36,FALSE,,,,5,FALSE
"MAR","mar_harvest_tonnes","Mariculture harvest","Tonnes of mariculture harvest","harvest_tonnes","tonnes","mar_harvest_tonnes.csv","2011:2015","rgn_id",,"aq_type","year","harvest_tonnes",,TRUE,2011,2015,1.22,109257.71,FALSE,,,,5,FALSE
"MAR","mar_potential","Aquaculture production potential","Aquaculture production potential for finh and shellh at different reference levels","potential","tonnes per km2 per year","mar_potential.csv",,"rgn_id",,"ref",,"potential",,TRUE,,,859.476882082695,4072.2292761725,FALSE,"aq_type,units",,16,5,FALSE
"MAR","mar_tenure_areas","Aquaculture tenure area","DFO aquaculture tenures","area_km2","km^2","mar_tenure_areas.csv",,"rgn_id",,"aq_type",,"area_km2",,TRUE,,,0.212,225.206,FALSE,"source,a_tot_km2",,4,5,FALSE
"pressure","cc_acid","Ocean acidification","Ocean acidification pressure scaled using biological thresholds","pressure","scaled 0-1","cc_acid.csv","2000:2017","rgn_id",,,"year","pressure",,TRUE,2000,2017,0.292138569863753,0.481717470140224,TRUE,,,,5,FALSE
"pressure","cc_slr","Sea level rise","Sea level rise pressure","pressure","scaled 0-1","cc_slr.csv","1993:2016","rgn_id",,"prs_raw","year","pressure",,TRUE,1993,2016,0.0487055982906414,0.224812768144285,TRUE,,,,5,FALSE
"pressure","cc_sst","Sea surface temperature anomolies","Sea surface temperature anomolies","pressure","scaled 0-1","cc_sst.csv","2000:2012","rgn_id",,,"year","pressure",,TRUE,2000,2012,0.051304747196251,0.648137132999518,TRUE,,,,5,FALSE
"pressure","cc_uv","UV radiation pressure","Modeled UV radiation based on Erythemal UV Irradiance data provided by GES DISC.","pressure","scaled 0-1","cc_uv.csv","2005:2016","rgn_id",,,"year","pressure",,TRUE,2005,2016,0.0536300289730344,0.625574743547848,TRUE,,,,5,FALSE
"pressure","fp_fis_discards","Discards","Pressure that non-targeted catch exerts on the system","pressure","scaled 0-1","fp_fis_discards.csv","1954:2014","rgn_id",,,"year","pressure",,TRUE,1954,2014,0.0522966580938845,0.909090909090909,TRUE,,,,5,FALSE
"pressure","fp_fis_landings","Landings","Pressure that targeted catch exerts on the system","pressure","scaled 0-1","fp_fis_landings.csv","1954:2014","rgn_id",,,"year","pressure",,TRUE,1954,2014,0.0551863950892621,0.909090909090909,TRUE,,,,5,FALSE
"pressure","hd_intertidal","Intertidal habitat destruction","Coastal population density (25 mi from shore)  as a proxy for intertidal habitat destruction","pressure","scaled 0-1","hd_intertidal.csv","2001:2016","rgn_id",,,"year","pressure",,TRUE,2001,2016,5.07385009656173e-08,0.0351681189653343,TRUE,,,,5,FALSE
"pressure","hd_logging","Logging intensity in OHIBC watersheds","Logging impact per area compared to the overall inland region area","pressure","scaled 0-1","hd_logging.csv","2001:2016","rgn_id",,"intensity","year","pressure",,TRUE,2001,2016,0.000472146946610223,1,TRUE,,,,5,FALSE
"pressure","hd_mining","???","???","pressure","scaled 0-1","hd_mining.csv",,"rgn_id",,"intensity",,"pressure",,TRUE,,,0,0,TRUE,,,,5,FALSE
"pressure","hd_subtidal_sb","Subtidal softbottom habitat destruction","Demersal destructive commercial fishing practices (i.e., trawling) in softbottom habitat as a proxy for soft bottom habitat destruction","pressure","scaled 0-1","hd_subtidal_sb.csv","2005:2015","rgn_id",,,"year","pressure",,TRUE,2005,2015,0,0.0288376247245024,TRUE,,,,5,FALSE
"pressure","po_chemical","Chemical pollution","Modeled chemical pollution from commercial shipping traffic, ports and harbors, and pesticide use","chem_pressure","scaled 0-1","po_chemical.csv","2002:2013","rgn_id",,,"year","chem_pressure",,TRUE,2002,2013,0.0820871764194497,0.358035845881277,TRUE,,,,5,FALSE
"pressure","po_nutrient","Nutrient pollution","Modeled data based on fertilizer consumption from the Food and Agricultural Organization","nutr_pressure","scaled 0-1","po_nutrient.csv","2002:2013","rgn_id",,,"year","nutr_pressure",,TRUE,2002,2013,0,0.0914609821841495,TRUE,,,,5,FALSE
"pressure","po_water","Management and regulations to control water pollution to preserve biodiversity","Survey responses by country to the Convention on Biologicial Diversity (CBD) Third National Report: tourism related questions","resilience_score","scaled 0-1","po_water.csv",,"rgn_id",,,,"resilience_score",,TRUE,,,0.5,0.5,TRUE,,,,5,FALSE
"pressure","sp_alien","Nonindigenous species","Measure of harmful invasive species","pressure","scaled 0-1","sp_alien.csv",,"rgn_id",,"n_spp",,"pressure",,TRUE,,,0.328496446320972,0.735374058915865,TRUE,,,,5,FALSE
"pressure","sp_genetic","Genetic escapes","Introduced mariculture species (Mariculture Sustainability Index) as a proxy for genetic escapes","pressure","scaled 0-1","sp_genetic.csv","1990:2015","rgn_id",,,"year","pressure",,TRUE,1990,2015,0,0.950317747048389,TRUE,,,,5,FALSE
"pressure resilience","element_wts_ao_components","Weights of FN Resource Access Opportunities components","Status of each component","ao_comp_status","scaled 0-1","element_wts_ao_components.csv",,"rgn_id",,"component",,"ao_comp_status",,TRUE,,,,,FALSE,,,,5,TRUE
"pressure resilience","element_wts_cp_km2_x_exposure_x_protection","Coastal protection weights","Habitat extent multiplied by habitat protection rank for: coral, mangrove (offshore and inland 1km), saltmarsh, sea ice (shoreline), and seagrass","cp_km2_x_exposure_x_protection","extent*exposure*protection","element_wts_cp_km2_x_exposure_x_protection.csv",,"rgn_id",,"habitat",,"cp_km2_x_exposure_x_protection",,TRUE,,,,,FALSE,,,,5,TRUE
"pressure resilience","element_wts_cs_km2_x_storage","Carbon storage weights","Habitat extent multiplied by carbon storage capacity for:  mangrove (offshore and inland 1km), saltmarsh, and sea ice","cs_km2_x_storage","extent*storage","element_wts_cs_km2_x_storage.csv",,"rgn_id",,"habitat",,"cs_km2_x_storage",,TRUE,,,,,FALSE,,,,5,TRUE
"pressure resilience","element_wts_hab_pres_abs","Habitat weights","List of habitats in each region","hab_presence","boolean","element_wts_hab_pres_abs.csv",,"rgn_id",,"habitat",,"hab_presence",,TRUE,,,,,FALSE,,,,5,TRUE
"pressures","aq_benthic","Aquaculture benthic pressures","Rescaled harvest-weighted benthic impacts due to aquaculture","prs_benthic","scaled 0-1","aq_benthic.csv","2011:2016","rgn_id",,,"year","prs_benthic",,TRUE,2011,2016,0.000154715232722662,1,TRUE,,,,5,FALSE
"pressures","aq_incidental","Aquaculture incidental harvest","Rescaled harvest-weighted incidental take of fish species due to aquaculture","prs_incidental","scaled 0-1","aq_incidental.csv","2011:2016","rgn_id",,,"year","prs_incidental",,TRUE,2011,2016,0.000129669209919938,1,TRUE,,,,5,FALSE
"pressures","aq_mammals","Aquaculture mammal take","Rescaled harvest-weighted number of mammals drowned or taken as predator control due to aquaculture","prs_mammals","scaled 0-1","aq_mammals.csv","2011:2016","rgn_id",,,"year","prs_mammals",,TRUE,2011,2016,7.61134541303543e-06,1,TRUE,,,,5,FALSE
"pressures","ss_cwbi_all","Weakness of Community Well-Being Index all","(1 - Community Well-Being Index) across all OHIBC census subdivisions reporting on four components and overall index","ss_cwb_score","scaled 0-1","ss_cwbi_all.csv","2001:2016","rgn_id",,,"year","ss_cwb_score",,TRUE,2001,2016,0.146217730801292,0.3855625,TRUE,,,,5,FALSE
"pressures","ss_cwbi_fn","Weakness of Community Well-Being Index First Nations","(1 - Community Well-Being Index) across OHIBC First Nations census subdivisions reporting on four components and overall index","ss_cwb_score","scaled 0-1","ss_cwbi_fn.csv","2001:2016","rgn_id",,,"year","ss_cwb_score",,TRUE,2001,2016,0.313919883866918,0.467206946454414,TRUE,,,,5,FALSE
"resilience","aq_regulation","Aquaculture regulations","Geometric mean of regulation existence, regulation enforcement, regulation compliance","resilience_score","scaled 0-1","aq_regulation.csv","2011:2016","rgn_id",,"reg_compliance","year","resilience_score",,TRUE,2011,2016,0.64722764354697,0.90422051086229,TRUE,"reg_enforcement,reg_exists",,,5,FALSE
"resilience","cwbi_all","Community Well-Being Index all","Community Well-Being Index across all OHIBC census subdivisions reporting on four components and overall index","cwb_score","scaled 0-1","cwbi_all.csv","2001:2016","rgn_id",,,"year","cwb_score",,TRUE,2001,2016,0.6144375,0.853782269198708,TRUE,,,,5,FALSE
"resilience","cwbi_fn","Community Well-Being Index First Nations","Community Well-Being Index across OHIBC First Nations census subdivisions reporting on four components and overall index","cwb_score","scaled 0-1","cwbi_fn.csv","2001:2016","rgn_id",,,"year","cwb_score",,TRUE,2001,2016,0.532793053545586,0.686080116133082,TRUE,,,,5,FALSE
"resilience","fp_biomass_removal","Commercial fishing management","Regulations and management of commerical fishing including Fisheries Act, fisheries officers on vessels, and observer coverage","score","scaled 0-1","fp_biomass_removal.csv","1996:2017",,,"components","year","score",,TRUE,1996,2017,0.909220839324086,1,TRUE,,,,5,FALSE
"resilience","fp_mpa_coast","Coastal protected marine areas to protect fishery resources","Protected marine areas with effective management plans within 3nm of coastline relative to 30% baseline","pct_prot","scaled 0-1","fp_mpa_coast.csv","2000:2016","rgn_id",,,"year","pct_prot",,TRUE,2000,2016,0.0062,1,TRUE,,,,5,FALSE
"resilience","fp_mpa_eez","EEZ protected marine areas to protect fishery resources","Protected marine areas with effective management plans within EEZ to protect fishery resource relative to 30% baseline","pct_prot","scaled 0-1","fp_mpa_eez.csv","2000:2016","rgn_id",,,"year","pct_prot",,TRUE,2000,2016,0,0.6443,TRUE,,,,5,FALSE
"resilience","fp_trawl_reduction","Voluntary trawl reduction to preserve biodiversity","??? Get description from Courtney","resilience_score","scaled 0-1","fp_trawl_reduction.csv",,"rgn_id",,,,"resilience_score",,TRUE,,,0.863636363636364,0.863636363636364,TRUE,,,,5,FALSE
"resilience","hd_mpa_coast","Coastal protected marine areas to protect against habitat destruction","Protected marine areas with effective management plans within 3nm of coastline relative to 30% baseline","pct_prot","scaled 0-1","hd_mpa_coast.csv","2000:2016","rgn_id",,,"year","pct_prot",,TRUE,2000,2016,0.0062,1,TRUE,,,,5,FALSE
"resilience","hd_mpa_eez","Protected marine areas within EEZ to protect against habitat destruction","Protected marine areas with effective management plans within EEZ relative to 30% baseline","pct_prot","scaled 0-1","hd_mpa_eez.csv","2000:2016","rgn_id",,,"year","pct_prot",,TRUE,2000,2016,0,0.6443,TRUE,,,,5,FALSE
"resilience","hd_trawl_reduction","Voluntary trawl reduction to preserve biodiversity","??? Get description from Courtney","resilience_score","scaled 0-1","hd_trawl_reduction.csv",,"rgn_id",,,,"resilience_score",,TRUE,,,0.863636363636364,0.863636363636364,TRUE,,,,5,FALSE
"resilience","species_diversity_3nm","Measure of coastal ecological integrity","Marine species condition (same calculation and data as the species subgoal status score)  calculated within 3 nm of shoreline as a proxy for ecological integrity","status","scaled 0-1","species_diversity_3nm.csv","1990:2016","rgn_id",,,"year","status",,TRUE,1990,2016,0.83405,0.86666,TRUE,,,,5,FALSE
"resilience","species_diversity_eez","Measure of coastal ecological integrity","Marine species condition (same calculation and data as the species subgoal status score)  calculated within eez as a proxy for ecological integrity","status","scaled 0-1","species_diversity_eez.csv","1990:2016","rgn_id",,,"year","status",,TRUE,1990,2016,0.84655,0.94607,TRUE,,,,5,FALSE
"SAL","ao_sal_catch","Salmon catch/catch target","Salmon catch relative to catch target as proxy for ensuring that commercial harvest leaves a healthy fishery for First Nations FSC access","C_Ct","C/Ct","ao_sal_catch.csv","2003:2016","rgn_id",,"stock","year","c_ct",,TRUE,2003,2016,0,17.72505,FALSE,,,,5,FALSE
"SAL","ao_sal_escapes","Salmon escapements/escapement target","Salmon escapements relative to escapements target as a proxy for sustainable biomass for First Nations FSC access","E_Et","E/Et","ao_sal_escapes.csv","2003:2016","rgn_id",,"stock","year","e_et",,TRUE,2003,2016,0.03774,3.29194,FALSE,,,,5,FALSE
"SAL","sal_catch","Salmon catch/catch target","Salmon catch relative to catch target as proxy for maximizing sustainable yield for commercial fishing purposes","C_Ct","C/Ct","sal_catch.csv","2003:2016","rgn_id",,"stock","year","c_ct",,TRUE,2003,2016,0,17.72505,FALSE,,,,5,FALSE
"SAL","sal_escapes","Salmon escapements/escapement target","Salmon escapements relative to escapements target as a proxy for sustainable biomass for commercial fishing purposes","E_Et","E/Et","sal_escapes.csv","2003:2016","rgn_id",,"stock","year","e_et",,TRUE,2003,2016,0.03774,3.29194,FALSE,,,,5,FALSE
"spatial","rgn_areas","Region areas based on EEZ boundaries","Area of OHIBC regions modified from MaPP boundaries within BC exclusive economic zone","area_km2","km2","rgn_areas.csv",,"rgn_id",,,,"area_km2",,TRUE,,,3210.94773955968,315888.121302232,FALSE,,,,5,FALSE
"spatial","rgn_labels","Regions","Region names by region ID","rgn_name","region name","rgn_labels.csv",,"rgn_id",,,,,"rgn_name",TRUE,,,,,FALSE,,,,5,
"SPP","spp_pop_trends","Species population trend","Species population trend based on most recent IUCN Red List assessment","iucn_pop_trend","'stable' 'increasing' or 'decreasing'","spp_pop_trends.csv",,,,"iucn_sid",,,"iucn_pop_trend",TRUE,,,,,FALSE,"am_sid,cosewic_trend",,1374,5,
"SPP","spp_range_areas","Species range as pct of region","Species range as a percent of region area as determined by IUCN or AquaMaps range maps","spp_pct_area","percent of area","spp_range_areas.csv",,"rgn_id",,"iucn_sid",,"spp_pct_area",,TRUE,,,6e-05,1,TRUE,"am_sid,spp_area,spatial_source",,8642,5,FALSE
"SPP","spp_risk_scores","Species risk category score","Species risk score based on IUCN Red List extinction risk category","risk_score","rescaled category score","spp_risk_scores.csv","1965:2016",,,"iucn_sid","year","risk_score",,TRUE,1965,2016,0,1,TRUE,"am_sid,risk_source,cat_ts",,1374,5,FALSE
"TR","tr_park_visits","Number of visitors","Number of visitors to provincial parks in OHIBC regions","visits_wt","count","tr_park_visits.csv","2009:2014","rgn_id",,"name","year","visits_wt",,TRUE,2009,2014,54,842048,FALSE,,,,5,FALSE
"TR","tr_vis_ctr_visits","Number of visitors","Number of visitors to visitor centers in OHIBC regions","visits","count","tr_vis_ctr_visits.csv","2007:2017","rgn_id",,"name","year","visits",,TRUE,2007,2017,0,209093,FALSE,,,,5,FALSE
