iucn_sid,am_sid,risk_score,risk_source,rgn_id,spp_pct_area,sciname
2763,ITS-Mam-180496,0.4,iucn,4,1,Berardius bairdii
2763,ITS-Mam-180496,0.4,iucn,5,1,Berardius bairdii
2763,ITS-Mam-180496,0.4,iucn,6,1,Berardius bairdii
2763,ITS-Mam-180496,0.4,iucn,7,1,Berardius bairdii
2763,ITS-Mam-180496,0.4,iucn,8,1,Berardius bairdii
3590,ITS-Mam-180627,0.6,bc,1,1,Callorhinus ursinus
3590,ITS-Mam-180627,0.6,bc,2,1,Callorhinus ursinus
3590,ITS-Mam-180627,0.6,bc,3,1,Callorhinus ursinus
3590,ITS-Mam-180627,0.6,bc,4,1,Callorhinus ursinus
3590,ITS-Mam-180627,0.6,bc,5,1,Callorhinus ursinus
3590,ITS-Mam-180627,0.6,bc,6,1,Callorhinus ursinus
3590,ITS-Mam-180627,0.6,bc,7,1,Callorhinus ursinus
3590,ITS-Mam-180627,0.6,bc,8,1,Callorhinus ursinus
3855,Fis-23071,0.4,iucn,1,1,Carcharodon carcharias
3855,Fis-23071,0.4,iucn,2,1,Carcharodon carcharias
3855,Fis-23071,0.4,iucn,3,1,Carcharodon carcharias
3855,Fis-23071,0.4,iucn,4,1,Carcharodon carcharias
3855,Fis-23071,0.4,iucn,5,1,Carcharodon carcharias
3855,Fis-23071,0.4,iucn,6,1,Carcharodon carcharias
3855,Fis-23071,0.4,iucn,7,1,Carcharodon carcharias
3855,Fis-23071,0.4,iucn,8,1,Carcharodon carcharias
3897,Rep-2666,0.4,iucn,1,0.99797,Caretta caretta
3897,Rep-2666,0.4,iucn,2,1,Caretta caretta
3897,Rep-2666,0.4,iucn,3,1,Caretta caretta
3897,Rep-2666,0.4,iucn,4,1,Caretta caretta
3897,Rep-2666,0.4,iucn,5,0.96057,Caretta caretta
3897,Rep-2666,0.4,iucn,6,0.29816,Caretta caretta
3897,Rep-2666,0.4,iucn,7,1,Caretta caretta
3897,Rep-2666,0.4,iucn,8,1,Caretta caretta
4292,Fis-22747,0.4,iucn,1,1,Cetorhinus maximus
4292,Fis-22747,0.4,iucn,2,1,Cetorhinus maximus
4292,Fis-22747,0.4,iucn,3,1,Cetorhinus maximus
4292,Fis-22747,0.4,iucn,4,1,Cetorhinus maximus
4292,Fis-22747,0.4,iucn,5,1,Cetorhinus maximus
4292,Fis-22747,0.4,iucn,6,1,Cetorhinus maximus
4292,Fis-22747,0.4,iucn,7,1,Cetorhinus maximus
4292,Fis-22747,0.4,iucn,8,1,Cetorhinus maximus
5363,Fis-48198,0.7,bc,1,0.74593,Coregonus autumnalis
5363,Fis-48198,0.7,bc,2,0.65904,Coregonus autumnalis
5363,Fis-48198,0.7,bc,3,0.64951,Coregonus autumnalis
5363,Fis-48198,0.7,bc,4,0.49531,Coregonus autumnalis
5363,Fis-48198,0.7,bc,5,7e-4,Coregonus autumnalis
5363,Fis-48198,0.7,bc,7,0.00751,Coregonus autumnalis
5363,Fis-48198,0.7,bc,8,0.57256,Coregonus autumnalis
6335,ITS-Mam-180483,0.2,iucn,1,0.76206,Delphinapterus leucas
6335,ITS-Mam-180483,0.2,iucn,2,0.52505,Delphinapterus leucas
6335,ITS-Mam-180483,0.2,iucn,3,0.00274,Delphinapterus leucas
6335,ITS-Mam-180483,0.2,iucn,7,0.13349,Delphinapterus leucas
6335,ITS-Mam-180483,0.2,iucn,8,0.0058,Delphinapterus leucas
6336,ITS-Mam-180438,0,iucn,4,0.21083,Delphinus delphis
6336,ITS-Mam-180438,0,iucn,5,0.96539,Delphinus delphis
6336,ITS-Mam-180438,0,iucn,6,1,Delphinus delphis
6336,ITS-Mam-180438,0,iucn,7,0.15336,Delphinus delphis
7750,ITS-Mam-180547,0.4,bc,4,0.36921,Enhydra lutris
7750,ITS-Mam-180547,0.4,bc,5,0.61421,Enhydra lutris
7750,ITS-Mam-180547,0.4,bc,7,0.05579,Enhydra lutris
8005,Rep-5181,0.8,iucn,3,0.09841,Eretmochelys imbricata
8005,Rep-5181,0.8,iucn,4,0.82886,Eretmochelys imbricata
8005,Rep-5181,0.8,iucn,5,1,Eretmochelys imbricata
8005,Rep-5181,0.8,iucn,6,1,Eretmochelys imbricata
8005,Rep-5181,0.8,iucn,7,0.59619,Eretmochelys imbricata
8010,ITS-Mam-180655,0,iucn,1,0.999,Erignathus barbatus
8010,ITS-Mam-180655,0,iucn,2,0.72935,Erignathus barbatus
8010,ITS-Mam-180655,0,iucn,3,0.89041,Erignathus barbatus
8010,ITS-Mam-180655,0,iucn,4,0.88424,Erignathus barbatus
8010,ITS-Mam-180655,0,iucn,5,0.58901,Erignathus barbatus
8010,ITS-Mam-180655,0,iucn,6,0.56766,Erignathus barbatus
8010,ITS-Mam-180655,0,iucn,7,1.2e-4,Erignathus barbatus
8010,ITS-Mam-180655,0,iucn,8,1,Erignathus barbatus
8097,ITS-Mam-180521,0.4,bc,1,1,Eschrichtius robustus
8097,ITS-Mam-180521,0.4,bc,2,1,Eschrichtius robustus
8097,ITS-Mam-180521,0.4,bc,3,1,Eschrichtius robustus
8097,ITS-Mam-180521,0.4,bc,4,0.99708,Eschrichtius robustus
8097,ITS-Mam-180521,0.4,bc,5,0.92008,Eschrichtius robustus
8097,ITS-Mam-180521,0.4,bc,6,1,Eschrichtius robustus
8097,ITS-Mam-180521,0.4,bc,7,0.09169,Eschrichtius robustus
8097,ITS-Mam-180521,0.4,bc,8,1,Eschrichtius robustus
8239,ITS-Mam-180625,0.4,bc,1,1,Eumetopias jubatus
8239,ITS-Mam-180625,0.4,bc,2,1,Eumetopias jubatus
8239,ITS-Mam-180625,0.4,bc,3,1,Eumetopias jubatus
8239,ITS-Mam-180625,0.4,bc,4,1,Eumetopias jubatus
8239,ITS-Mam-180625,0.4,bc,5,1,Eumetopias jubatus
8239,ITS-Mam-180625,0.4,bc,6,1,Eumetopias jubatus
8239,ITS-Mam-180625,0.4,bc,7,0.32847,Eumetopias jubatus
8239,ITS-Mam-180625,0.4,bc,8,1,Eumetopias jubatus
8951,Fis-30039,0.3,bc,1,0.90295,Gasterosteus aculeatus
8951,Fis-30039,0.3,bc,2,0.68004,Gasterosteus aculeatus
8951,Fis-30039,0.3,bc,3,0.84508,Gasterosteus aculeatus
8951,Fis-30039,0.3,bc,4,0.88143,Gasterosteus aculeatus
8951,Fis-30039,0.3,bc,5,0.60369,Gasterosteus aculeatus
8951,Fis-30039,0.3,bc,6,1,Gasterosteus aculeatus
8951,Fis-30039,0.3,bc,7,0.00758,Gasterosteus aculeatus
8951,Fis-30039,0.3,bc,8,0.57256,Gasterosteus aculeatus
9249,ITS-Mam-180466,0.4,iucn,1,1,Globicephala macrorhynchus
9249,ITS-Mam-180466,0.4,iucn,2,1,Globicephala macrorhynchus
9249,ITS-Mam-180466,0.4,iucn,3,1,Globicephala macrorhynchus
9249,ITS-Mam-180466,0.4,iucn,4,1,Globicephala macrorhynchus
9249,ITS-Mam-180466,0.4,iucn,5,1,Globicephala macrorhynchus
9249,ITS-Mam-180466,0.4,iucn,6,1,Globicephala macrorhynchus
9249,ITS-Mam-180466,0.4,iucn,7,0.70926,Globicephala macrorhynchus
9249,ITS-Mam-180466,0.4,iucn,8,1,Globicephala macrorhynchus
9461,ITS-Mam-180457,0.2,bc,1,1,Grampus griseus
9461,ITS-Mam-180457,0.2,bc,2,1,Grampus griseus
9461,ITS-Mam-180457,0.2,bc,3,1,Grampus griseus
9461,ITS-Mam-180457,0.2,bc,4,1,Grampus griseus
9461,ITS-Mam-180457,0.2,bc,5,1,Grampus griseus
9461,ITS-Mam-180457,0.2,bc,6,1,Grampus griseus
9461,ITS-Mam-180457,0.2,bc,7,1,Grampus griseus
9461,ITS-Mam-180457,0.2,bc,8,1,Grampus griseus
10030,Fis-23157,0.2,iucn,1,1,Hexanchus griseus
10030,Fis-23157,0.2,iucn,2,1,Hexanchus griseus
10030,Fis-23157,0.2,iucn,3,1,Hexanchus griseus
10030,Fis-23157,0.2,iucn,4,1,Hexanchus griseus
10030,Fis-23157,0.2,iucn,5,1,Hexanchus griseus
10030,Fis-23157,0.2,iucn,6,1,Hexanchus griseus
10030,Fis-23157,0.2,iucn,7,0.30151,Hexanchus griseus
10030,Fis-23157,0.2,iucn,8,1,Hexanchus griseus
10303,ITS-Mam-180681,1,iucn,1,0.00941,Hydrodamalis gigas
10303,ITS-Mam-180681,1,iucn,2,0.00837,Hydrodamalis gigas
10303,ITS-Mam-180681,1,iucn,3,0.04728,Hydrodamalis gigas
10303,ITS-Mam-180681,1,iucn,4,0.03002,Hydrodamalis gigas
10303,ITS-Mam-180681,1,iucn,8,0.01761,Hydrodamalis gigas
11047,ITS-Mam-180491,0,iucn,5,7.4e-4,Kogia breviceps
11047,ITS-Mam-180491,0,iucn,7,0.10703,Kogia breviceps
11145,ITS-Mam-180444,0.1,bc,1,1,Lagenorhynchus obliquidens
11145,ITS-Mam-180444,0.1,bc,2,1,Lagenorhynchus obliquidens
11145,ITS-Mam-180444,0.1,bc,3,1,Lagenorhynchus obliquidens
11145,ITS-Mam-180444,0.1,bc,4,1,Lagenorhynchus obliquidens
11145,ITS-Mam-180444,0.1,bc,5,1,Lagenorhynchus obliquidens
11145,ITS-Mam-180444,0.1,bc,6,1,Lagenorhynchus obliquidens
11145,ITS-Mam-180444,0.1,bc,7,1,Lagenorhynchus obliquidens
11145,ITS-Mam-180444,0.1,bc,8,1,Lagenorhynchus obliquidens
11534,Rep-6936,0.4,iucn,1,1,Lepidochelys olivacea
11534,Rep-6936,0.4,iucn,2,1,Lepidochelys olivacea
11534,Rep-6936,0.4,iucn,3,1,Lepidochelys olivacea
11534,Rep-6936,0.4,iucn,4,1,Lepidochelys olivacea
11534,Rep-6936,0.4,iucn,5,1,Lepidochelys olivacea
11534,Rep-6936,0.4,iucn,6,1,Lepidochelys olivacea
11534,Rep-6936,0.4,iucn,7,0.86052,Lepidochelys olivacea
11534,Rep-6936,0.4,iucn,8,1,Lepidochelys olivacea
12103,Fis-25001,0.4,iucn,5,0.39679,Liosaccus pachygaster
12103,Fis-25001,0.4,iucn,7,1.3e-4,Liosaccus pachygaster
12125,ITS-Mam-180454,0.2,bc,4,0.01752,Lissodelphis borealis
12125,ITS-Mam-180454,0.2,bc,5,0.9549,Lissodelphis borealis
12125,ITS-Mam-180454,0.2,bc,6,0.02473,Lissodelphis borealis
12125,ITS-Mam-180454,0.2,bc,7,0.34692,Lissodelphis borealis
12302,NA,0,bc,1,0.24278,Lontra canadensis
12302,NA,0,bc,2,0.39444,Lontra canadensis
12302,NA,0,bc,3,0.15734,Lontra canadensis
12302,NA,0,bc,4,0.35286,Lontra canadensis
12302,NA,0,bc,5,0.05122,Lontra canadensis
12302,NA,0,bc,6,0.73934,Lontra canadensis
12302,NA,0,bc,7,5.4e-4,Lontra canadensis
12302,NA,0,bc,8,0.0058,Lontra canadensis
13006,ITS-Mam-180530,0.4,bc,1,1,Megaptera novaeangliae
13006,ITS-Mam-180530,0.4,bc,2,1,Megaptera novaeangliae
13006,ITS-Mam-180530,0.4,bc,3,1,Megaptera novaeangliae
13006,ITS-Mam-180530,0.4,bc,4,1,Megaptera novaeangliae
13006,ITS-Mam-180530,0.4,bc,5,1,Megaptera novaeangliae
13006,ITS-Mam-180530,0.4,bc,6,1,Megaptera novaeangliae
13006,ITS-Mam-180530,0.4,bc,7,1,Megaptera novaeangliae
13006,ITS-Mam-180530,0.4,bc,8,1,Megaptera novaeangliae
13581,ITS-Mam-180672,0.8,bc,1,1,Mirounga angustirostris
13581,ITS-Mam-180672,0.8,bc,2,1,Mirounga angustirostris
13581,ITS-Mam-180672,0.8,bc,3,1,Mirounga angustirostris
13581,ITS-Mam-180672,0.8,bc,4,1,Mirounga angustirostris
13581,ITS-Mam-180672,0.8,bc,5,1,Mirounga angustirostris
13581,ITS-Mam-180672,0.8,bc,6,1,Mirounga angustirostris
13581,ITS-Mam-180672,0.8,bc,7,1,Mirounga angustirostris
13581,ITS-Mam-180672,0.8,bc,8,1,Mirounga angustirostris
14214,Fis-24809,0,iucn,1,0.90295,Triglopsis quadricornis
14214,Fis-24809,0,iucn,2,0.63332,Triglopsis quadricornis
14214,Fis-24809,0,iucn,3,0.24044,Triglopsis quadricornis
14214,Fis-24809,0,iucn,6,0.03675,Triglopsis quadricornis
14214,Fis-24809,0,iucn,7,5.4e-4,Triglopsis quadricornis
14214,Fis-24809,0,iucn,8,0.57256,Triglopsis quadricornis
15106,ITS-Mam-180639,0.4,iucn,1,0.999,Odobenus rosmarus
15106,ITS-Mam-180639,0.4,iucn,2,0.61942,Odobenus rosmarus
15106,ITS-Mam-180639,0.4,iucn,3,0.82455,Odobenus rosmarus
15106,ITS-Mam-180639,0.4,iucn,4,0.74264,Odobenus rosmarus
15106,ITS-Mam-180639,0.4,iucn,5,0.48794,Odobenus rosmarus
15106,ITS-Mam-180639,0.4,iucn,6,0.54293,Odobenus rosmarus
15106,ITS-Mam-180639,0.4,iucn,7,1.2e-4,Odobenus rosmarus
15106,ITS-Mam-180639,0.4,iucn,8,1,Odobenus rosmarus
15421,ITS-Mam-180469,0.6,bc,1,1,Orcinus orca
15421,ITS-Mam-180469,0.6,bc,2,1,Orcinus orca
15421,ITS-Mam-180469,0.6,bc,3,1,Orcinus orca
15421,ITS-Mam-180469,0.6,bc,4,1,Orcinus orca
15421,ITS-Mam-180469,0.6,bc,5,1,Orcinus orca
15421,ITS-Mam-180469,0.6,bc,6,1,Orcinus orca
15421,ITS-Mam-180469,0.6,bc,7,1,Orcinus orca
15421,ITS-Mam-180469,0.6,bc,8,1,Orcinus orca
17013,ITS-Mam-180649,0,bc,1,1,Phoca vitulina
17013,ITS-Mam-180649,0,bc,2,0.98955,Phoca vitulina
17013,ITS-Mam-180649,0,bc,3,1,Phoca vitulina
17013,ITS-Mam-180649,0,bc,4,1,Phoca vitulina
17013,ITS-Mam-180649,0,bc,5,0.99203,Phoca vitulina
17013,ITS-Mam-180649,0,bc,6,1,Phoca vitulina
17013,ITS-Mam-180649,0,bc,7,0.10121,Phoca vitulina
17013,ITS-Mam-180649,0,bc,8,1,Phoca vitulina
17027,ITS-Mam-180473,0.4,bc,1,1,Phocoena phocoena
17027,ITS-Mam-180473,0.4,bc,2,0.7406,Phocoena phocoena
17027,ITS-Mam-180473,0.4,bc,3,0.97395,Phocoena phocoena
17027,ITS-Mam-180473,0.4,bc,4,0.88567,Phocoena phocoena
17027,ITS-Mam-180473,0.4,bc,5,0.61905,Phocoena phocoena
17027,ITS-Mam-180473,0.4,bc,6,1,Phocoena phocoena
17027,ITS-Mam-180473,0.4,bc,7,0.00509,Phocoena phocoena
17027,ITS-Mam-180473,0.4,bc,8,1,Phocoena phocoena
17032,ITS-Mam-180480,0.1,bc,1,1,Phocoenoides dalli
17032,ITS-Mam-180480,0.1,bc,2,1,Phocoenoides dalli
17032,ITS-Mam-180480,0.1,bc,3,1,Phocoenoides dalli
17032,ITS-Mam-180480,0.1,bc,4,1,Phocoenoides dalli
17032,ITS-Mam-180480,0.1,bc,5,1,Phocoenoides dalli
17032,ITS-Mam-180480,0.1,bc,6,1,Phocoenoides dalli
17032,ITS-Mam-180480,0.1,bc,7,1,Phocoenoides dalli
17032,ITS-Mam-180480,0.1,bc,8,1,Phocoenoides dalli
18596,ITS-Mam-180463,0,iucn,1,1,Pseudorca crassidens
18596,ITS-Mam-180463,0,iucn,2,1,Pseudorca crassidens
18596,ITS-Mam-180463,0,iucn,3,1,Pseudorca crassidens
18596,ITS-Mam-180463,0,iucn,4,1,Pseudorca crassidens
18596,ITS-Mam-180463,0,iucn,5,1,Pseudorca crassidens
18596,ITS-Mam-180463,0,iucn,6,1,Pseudorca crassidens
18596,ITS-Mam-180463,0,iucn,7,0.99457,Pseudorca crassidens
18596,ITS-Mam-180463,0,iucn,8,1,Pseudorca crassidens
18878,Fis-24923,0,iucn,1,0.99468,Pungitius pungitius
18878,Fis-24923,0,iucn,2,0.71985,Pungitius pungitius
18878,Fis-24923,0,iucn,3,0.89498,Pungitius pungitius
18878,Fis-24923,0,iucn,4,0.88567,Pungitius pungitius
18878,Fis-24923,0,iucn,5,0.6593,Pungitius pungitius
18878,Fis-24923,0,iucn,6,0.9659,Pungitius pungitius
18878,Fis-24923,0,iucn,7,0.00758,Pungitius pungitius
18878,Fis-24923,0,iucn,8,0.96438,Pungitius pungitius
19488,Fis-30583,0.6,iucn,7,0.01104,Rhincodon typus
20085,Fis-30643,0.8,iucn,1,0.99797,Sebastes paucispinus
20085,Fis-30643,0.8,iucn,2,0.93667,Sebastes paucispinus
20085,Fis-30643,0.8,iucn,3,0.98975,Sebastes paucispinus
20085,Fis-30643,0.8,iucn,4,0.88143,Sebastes paucispinus
20085,Fis-30643,0.8,iucn,5,0.86934,Sebastes paucispinus
20085,Fis-30643,0.8,iucn,6,0.8615,Sebastes paucispinus
20085,Fis-30643,0.8,iucn,7,0.02175,Sebastes paucispinus
20085,Fis-30643,0.8,iucn,8,1,Sebastes paucispinus
20731,ITS-Mam-180434,0,iucn,5,0.68661,Stenella coeruleoalba
20731,ITS-Mam-180434,0,iucn,6,0.5701,Stenella coeruleoalba
20731,ITS-Mam-180434,0,iucn,7,0.06463,Stenella coeruleoalba
21856,Fis-22832,0.2,iucn,1,1,Thunnus alalunga
21856,Fis-22832,0.2,iucn,2,1,Thunnus alalunga
21856,Fis-22832,0.2,iucn,3,0.99723,Thunnus alalunga
21856,Fis-22832,0.2,iucn,4,0.97574,Thunnus alalunga
21856,Fis-22832,0.2,iucn,5,1,Thunnus alalunga
21856,Fis-22832,0.2,iucn,6,0.60264,Thunnus alalunga
21856,Fis-22832,0.2,iucn,7,0.93773,Thunnus alalunga
21856,Fis-22832,0.2,iucn,8,1,Thunnus alalunga
21857,Fis-22833,0.2,iucn,3,0.09648,Thunnus albacares
21857,Fis-22833,0.2,iucn,4,0.25736,Thunnus albacares
21857,Fis-22833,0.2,iucn,5,0.95922,Thunnus albacares
21857,Fis-22833,0.2,iucn,6,0.49498,Thunnus albacares
21857,Fis-22833,0.2,iucn,7,0.47862,Thunnus albacares
21859,Fis-22836,0.4,iucn,5,7.4e-4,Thunnus obesus
21859,Fis-22836,0.4,iucn,7,0.05378,Thunnus obesus
22563,ITS-Mam-180426,0,iucn,1,0.999,Tursiops truncatus
22563,ITS-Mam-180426,0,iucn,2,1,Tursiops truncatus
22563,ITS-Mam-180426,0,iucn,3,0.98975,Tursiops truncatus
22563,ITS-Mam-180426,0,iucn,4,1,Tursiops truncatus
22563,ITS-Mam-180426,0,iucn,5,1,Tursiops truncatus
22563,ITS-Mam-180426,0,iucn,6,1,Tursiops truncatus
22563,ITS-Mam-180426,0,iucn,7,1,Tursiops truncatus
22563,ITS-Mam-180426,0,iucn,8,1,Tursiops truncatus
23148,Fis-29576,0,iucn,1,0.99797,Xiphias gladius
23148,Fis-29576,0,iucn,2,1,Xiphias gladius
23148,Fis-29576,0,iucn,3,0.98975,Xiphias gladius
23148,Fis-29576,0,iucn,4,0.99576,Xiphias gladius
23148,Fis-29576,0,iucn,5,0.93988,Xiphias gladius
23148,Fis-29576,0,iucn,6,0.54293,Xiphias gladius
23148,Fis-29576,0,iucn,7,1,Xiphias gladius
23148,Fis-29576,0,iucn,8,1,Xiphias gladius
23211,ITS-Mam-180498,0,iucn,1,1,Ziphius cavirostris
23211,ITS-Mam-180498,0,iucn,2,1,Ziphius cavirostris
23211,ITS-Mam-180498,0,iucn,3,1,Ziphius cavirostris
23211,ITS-Mam-180498,0,iucn,4,1,Ziphius cavirostris
23211,ITS-Mam-180498,0,iucn,5,1,Ziphius cavirostris
23211,ITS-Mam-180498,0,iucn,6,1,Ziphius cavirostris
23211,ITS-Mam-180498,0,iucn,7,1,Ziphius cavirostris
23211,ITS-Mam-180498,0,iucn,8,1,Ziphius cavirostris
29609,Fis-30888,0.6,iucn,1,0.98239,Sebastolobus alascanus
29609,Fis-30888,0.6,iucn,2,0.97339,Sebastolobus alascanus
29609,Fis-30888,0.6,iucn,3,0.96459,Sebastolobus alascanus
29609,Fis-30888,0.6,iucn,4,0.94011,Sebastolobus alascanus
29609,Fis-30888,0.6,iucn,5,0.96874,Sebastolobus alascanus
29609,Fis-30888,0.6,iucn,6,0.82498,Sebastolobus alascanus
29609,Fis-30888,0.6,iucn,7,0.19821,Sebastolobus alascanus
29609,Fis-30888,0.6,iucn,8,0.9942,Sebastolobus alascanus
39328,Fis-29541,0.2,iucn,1,1,Squatina californica
39328,Fis-29541,0.2,iucn,2,1,Squatina californica
39328,Fis-29541,0.2,iucn,3,1,Squatina californica
39328,Fis-29541,0.2,iucn,4,1,Squatina californica
39328,Fis-29541,0.2,iucn,5,1,Squatina californica
39328,Fis-29541,0.2,iucn,6,1,Squatina californica
39328,Fis-29541,0.2,iucn,7,0.22212,Squatina californica
39328,Fis-29541,0.2,iucn,8,1,Squatina californica
39339,Fis-23899,0.4,iucn,1,0.99603,Alopias vulpinus
39339,Fis-23899,0.4,iucn,2,0.94819,Alopias vulpinus
39339,Fis-23899,0.4,iucn,3,1,Alopias vulpinus
39339,Fis-23899,0.4,iucn,4,1,Alopias vulpinus
39339,Fis-23899,0.4,iucn,5,1,Alopias vulpinus
39339,Fis-23899,0.4,iucn,6,1,Alopias vulpinus
39339,Fis-23899,0.4,iucn,7,0.93922,Alopias vulpinus
39339,Fis-23899,0.4,iucn,8,1,Alopias vulpinus
39341,Fis-58485,0.4,iucn,5,0.69458,Isurus oxyrinchus
39341,Fis-58485,0.4,iucn,6,0.89796,Isurus oxyrinchus
39341,Fis-58485,0.4,iucn,7,0.12599,Isurus oxyrinchus
39342,Fis-29426,0,iucn,1,1,Lamna ditropis
39342,Fis-29426,0,iucn,2,1,Lamna ditropis
39342,Fis-29426,0,iucn,3,1,Lamna ditropis
39342,Fis-29426,0,iucn,4,1,Lamna ditropis
39342,Fis-29426,0,iucn,5,1,Lamna ditropis
39342,Fis-29426,0,iucn,6,1,Lamna ditropis
39342,Fis-29426,0,iucn,7,1,Lamna ditropis
39342,Fis-29426,0,iucn,8,1,Lamna ditropis
39352,Fis-25233,0.4,iucn,1,0.99603,Galeorhinus galeus
39352,Fis-25233,0.4,iucn,2,0.77319,Galeorhinus galeus
39352,Fis-25233,0.4,iucn,3,1,Galeorhinus galeus
39352,Fis-25233,0.4,iucn,4,1,Galeorhinus galeus
39352,Fis-25233,0.4,iucn,5,1,Galeorhinus galeus
39352,Fis-25233,0.4,iucn,6,1,Galeorhinus galeus
39352,Fis-25233,0.4,iucn,7,0.17471,Galeorhinus galeus
39352,Fis-25233,0.4,iucn,8,1,Galeorhinus galeus
39378,Fis-23129,0.2,iucn,1,0.99797,Galeocerdo cuvier
39378,Fis-23129,0.2,iucn,2,0.87315,Galeocerdo cuvier
39378,Fis-23129,0.2,iucn,3,0.98689,Galeocerdo cuvier
39378,Fis-23129,0.2,iucn,4,0.88143,Galeocerdo cuvier
39378,Fis-23129,0.2,iucn,5,0.86934,Galeocerdo cuvier
39378,Fis-23129,0.2,iucn,6,1,Galeocerdo cuvier
39378,Fis-23129,0.2,iucn,7,0.01924,Galeocerdo cuvier
39378,Fis-23129,0.2,iucn,8,1,Galeocerdo cuvier
39381,Fis-23222,0.2,iucn,1,1,Prionace glauca
39381,Fis-23222,0.2,iucn,2,1,Prionace glauca
39381,Fis-23222,0.2,iucn,3,1,Prionace glauca
39381,Fis-23222,0.2,iucn,4,1,Prionace glauca
39381,Fis-23222,0.2,iucn,5,1,Prionace glauca
39381,Fis-23222,0.2,iucn,6,1,Prionace glauca
39381,Fis-23222,0.2,iucn,7,1,Prionace glauca
39381,Fis-23222,0.2,iucn,8,1,Prionace glauca
39388,Fis-23277,0.4,iucn,1,0.999,Sphyrna zygaena
39388,Fis-23277,0.4,iucn,2,1,Sphyrna zygaena
39388,Fis-23277,0.4,iucn,3,0.98975,Sphyrna zygaena
39388,Fis-23277,0.4,iucn,4,1,Sphyrna zygaena
39388,Fis-23277,0.4,iucn,5,1,Sphyrna zygaena
39388,Fis-23277,0.4,iucn,6,1,Sphyrna zygaena
