csd_id,csd_name,year,field,value
5905048,"    Kootenay Boundary, Subd. B",1996,unempl_rate,8.3
5905048,"    Kootenay Boundary, Subd. B",1996,med_income,33499
5907005,    Osoyoos,1996,unempl_rate,13.2
5907005,    Osoyoos,1996,med_income,28839
5907009,    Keremeos,1996,unempl_rate,10.6
5907009,    Keremeos,1996,med_income,25887
5907014,    Oliver,1996,unempl_rate,10.8
5907014,    Oliver,1996,med_income,31267
5907020,"    Okanagan-Similkameen, Subd. B",1996,unempl_rate,11.9
5907020,"    Okanagan-Similkameen, Subd. B",1996,med_income,29141
5907024,    Princeton,1996,unempl_rate,10.6
5907024,    Princeton,1996,med_income,37491
5907030,"    Okanagan-Similkameen, Subd. C",1996,unempl_rate,9.2
5907030,"    Okanagan-Similkameen, Subd. C",1996,med_income,45019
5907035,    Summerland,1996,unempl_rate,10.8
5907035,    Summerland,1996,med_income,36358
5907041,    Penticton,1996,unempl_rate,10.9
5907041,    Penticton,1996,med_income,30536
5907045,"    Okanagan-Similkameen, Subd. A",1996,unempl_rate,8.9
5907045,"    Okanagan-Similkameen, Subd. A",1996,med_income,41461
5907802,    Osoyoos 1,1996,unempl_rate,11.8
5907802,    Osoyoos 1,1996,med_income,31533
5907803,    Penticton 1,1996,unempl_rate,15.7
5907803,    Penticton 1,1996,med_income,34677
5907805,    Chopaka,1996,unempl_rate,0
5907805,    Chopaka,1996,med_income,0
5909009,    Hope,1996,unempl_rate,11.7
5909009,    Hope,1996,med_income,32353
5909012,"    Fraser Valley, Subd. A",1996,unempl_rate,14.5
5909012,"    Fraser Valley, Subd. A",1996,med_income,27053
5909020,    Chilliwack,1996,unempl_rate,9.8
5909020,    Chilliwack,1996,med_income,37958
5909027,    Harrison Hot Springs,1996,unempl_rate,11.2
5909027,    Harrison Hot Springs,1996,med_income,34148
5909032,    Kent,1996,unempl_rate,6.7
5909032,    Kent,1996,med_income,37025
5909038,"    Fraser Valley, Subd. B",1996,unempl_rate,9.8
5909038,"    Fraser Valley, Subd. B",1996,med_income,37148
5909050,"    Fraser Valley, Subd. C",1996,unempl_rate,12.5
5909050,"    Fraser Valley, Subd. C",1996,med_income,0
5909052,    Abbotsford,1996,unempl_rate,9.9
5909052,    Abbotsford,1996,med_income,43005
5909054,"    Fraser Valley, Subd. D",1996,unempl_rate,0
5909054,"    Fraser Valley, Subd. D",1996,med_income,52144
5909056,    Mission,1996,unempl_rate,10.1
5909056,    Mission,1996,med_income,44071
5909058,"    Fraser Valley, Subd. E",1996,unempl_rate,7.5
5909058,"    Fraser Valley, Subd. E",1996,med_income,37063
5909804,    Chawathil 4,1996,unempl_rate,42.9
5909804,    Chawathil 4,1996,med_income,0
5909806,    Kopchitchin 2,1996,unempl_rate,50
5909806,    Kopchitchin 2,1996,med_income,0
5909807,    Ohamil 1,1996,unempl_rate,40
5909807,    Ohamil 1,1996,med_income,0
5909812,    Schkam 2,1996,unempl_rate,75
5909812,    Schkam 2,1996,med_income,0
5909819,    Kahmoose 4,1996,unempl_rate,28.6
5909819,    Kahmoose 4,1996,med_income,0
5909821,    Kwawkwawapilt 6,1996,unempl_rate,22.2
5909821,    Kwawkwawapilt 6,1996,med_income,25555
5909822,    Skowkale 10,1996,unempl_rate,20
5909822,    Skowkale 10,1996,med_income,0
5909824,    Skwah 4,1996,unempl_rate,28.6
5909824,    Skwah 4,1996,med_income,0
5909826,    Skway 5,1996,unempl_rate,0
5909826,    Skway 5,1996,med_income,0
5909827,    Soowahlie 14,1996,unempl_rate,26.7
5909827,    Soowahlie 14,1996,med_income,0
5909828,    Squiaala 7,1996,unempl_rate,50
5909828,    Squiaala 7,1996,med_income,0
5909830,    Tzeachten 13,1996,unempl_rate,18.8
5909830,    Tzeachten 13,1996,med_income,24086
5909831,    Yakweakwioose 12,1996,unempl_rate,0
5909831,    Yakweakwioose 12,1996,med_income,0
5909832,    Seabird Island,1996,unempl_rate,NA
5909832,    Seabird Island,1996,med_income,NA
5909837,    Cheam 1,1996,unempl_rate,30.8
5909837,    Cheam 1,1996,med_income,0
5909839,    Chehalis 5,1996,unempl_rate,19.4
5909839,    Chehalis 5,1996,med_income,19456
5909843,    Peters 1,1996,unempl_rate,0
5909843,    Peters 1,1996,med_income,0
5909845,    Skookumchuck 4,1996,unempl_rate,100
5909845,    Skookumchuck 4,1996,med_income,0
5909875,    Baptiste Smith 1B,1996,unempl_rate,66.7
5909875,    Baptiste Smith 1B,1996,med_income,0
5909877,    Upper Sumas 6,1996,unempl_rate,15.4
5909877,    Upper Sumas 6,1996,med_income,0
5909878,    Matsqui Main 2,1996,unempl_rate,40
5909878,    Matsqui Main 2,1996,med_income,0
5909879,    Holachten 8,1996,unempl_rate,9.1
5909879,    Holachten 8,1996,med_income,26592
5909880,    Lakahahmen 11,1996,unempl_rate,28.6
5909880,    Lakahahmen 11,1996,med_income,0
5909881,    Skweahm 10,1996,unempl_rate,0
5909881,    Skweahm 10,1996,med_income,0
5909882,    Squawkum Creek 3,1996,unempl_rate,40
5909882,    Squawkum Creek 3,1996,med_income,0
5915001,    Langley,1996,unempl_rate,5.6
5915001,    Langley,1996,med_income,56550
5915002,    Langley,1996,unempl_rate,8.2
5915002,    Langley,1996,med_income,37588
5915004,    Surrey,1996,unempl_rate,10.4
5915004,    Surrey,1996,med_income,47237
5915007,    White Rock,1996,unempl_rate,6.1
5915007,    White Rock,1996,med_income,40048
5915011,    Delta,1996,unempl_rate,7.4
5915011,    Delta,1996,med_income,60147
5915015,    Richmond,1996,unempl_rate,7.8
5915015,    Richmond,1996,med_income,46180
5915018,    University Endowment Area,1996,unempl_rate,7.7
5915018,    University Endowment Area,1996,med_income,36988
5915022,    Vancouver,1996,unempl_rate,9.8
5915022,    Vancouver,1996,med_income,35544
5915025,    Burnaby,1996,unempl_rate,9
5915025,    Burnaby,1996,med_income,40313
5915029,    New Westminster,1996,unempl_rate,9.9
5915029,    New Westminster,1996,med_income,36268
5915034,    Coquitlam,1996,unempl_rate,7.3
5915034,    Coquitlam,1996,med_income,50112
5915036,    Belcarra,1996,unempl_rate,4.5
5915036,    Belcarra,1996,med_income,88430
5915038,    Anmore,1996,unempl_rate,4.5
5915038,    Anmore,1996,med_income,56198
5915039,    Port Coquitlam,1996,unempl_rate,7.7
5915039,    Port Coquitlam,1996,med_income,54571
5915043,    Port Moody,1996,unempl_rate,6.3
5915043,    Port Moody,1996,med_income,58462
5915046,    North Vancouver,1996,unempl_rate,5
5915046,    North Vancouver,1996,med_income,64297
5915051,    North Vancouver,1996,unempl_rate,7.3
5915051,    North Vancouver,1996,med_income,38970
5915055,    West Vancouver,1996,unempl_rate,4.3
5915055,    West Vancouver,1996,med_income,65127
5915063,"    Greater Vancouver, Subd. A",1996,unempl_rate,4.6
5915063,"    Greater Vancouver, Subd. A",1996,med_income,52023
5915065,    Lions Bay,1996,unempl_rate,3
5915065,    Lions Bay,1996,med_income,80605
5915070,    Pitt Meadows,1996,unempl_rate,7.8
5915070,    Pitt Meadows,1996,med_income,51628
5915075,    Maple Ridge,1996,unempl_rate,7.6
5915075,    Maple Ridge,1996,med_income,48522
5915801,    Semiahmoo,1996,unempl_rate,36.8
5915801,    Semiahmoo,1996,med_income,0
5915802,    Tsawwassen,1996,unempl_rate,15.7
5915802,    Tsawwassen,1996,med_income,46322
5915803,    Musqueam 2,1996,unempl_rate,8.1
5915803,    Musqueam 2,1996,med_income,60740
5915806,    Burrard Inlet 3,1996,unempl_rate,8.1
5915806,    Burrard Inlet 3,1996,med_income,53088
5915807,    Mission 1,1996,unempl_rate,17.9
5915807,    Mission 1,1996,med_income,26816
5915808,    Capilano 5,1996,unempl_rate,12.9
5915808,    Capilano 5,1996,med_income,26764
5915816,    McMillan Island 6,1996,unempl_rate,25
5915816,    McMillan Island 6,1996,med_income,0
5915825,    Matsqui 4,1996,unempl_rate,0
5915825,    Matsqui 4,1996,med_income,28071
5915830,    Katzie 1,1996,unempl_rate,27.3
5915830,    Katzie 1,1996,med_income,0
5917005,    North Saanich,1996,unempl_rate,4.6
5917005,    North Saanich,1996,med_income,60451
5917010,    Sidney,1996,unempl_rate,8.2
5917010,    Sidney,1996,med_income,38789
5917015,    Central Saanich,1996,unempl_rate,5.1
5917015,    Central Saanich,1996,med_income,55777
5917021,    Saanich,1996,unempl_rate,6.7
5917021,    Saanich,1996,med_income,49089
5917025,"    Capital, Subd. A",1996,unempl_rate,7.1
5917025,"    Capital, Subd. A",1996,med_income,33744
5917030,    Oak Bay,1996,unempl_rate,7.6
5917030,    Oak Bay,1996,med_income,54104
5917034,    Victoria,1996,unempl_rate,9.6
5917034,    Victoria,1996,med_income,31010
5917040,    Esquimalt,1996,unempl_rate,8.1
5917040,    Esquimalt,1996,med_income,35230
5917041,    Colwood,1996,unempl_rate,7.4
5917041,    Colwood,1996,med_income,53279
5917042,    Metchosin,1996,unempl_rate,4.6
5917042,    Metchosin,1996,med_income,53840
5917044,    Langford,1996,unempl_rate,8.9
5917044,    Langford,1996,med_income,46656
5917045,"    Capital, Subd. B",1996,unempl_rate,0
5917045,"    Capital, Subd. B",1996,med_income,70295
5917047,    View Royal,1996,unempl_rate,7.5
5917047,    View Royal,1996,med_income,45098
5917049,    Highlands,1996,unempl_rate,5.3
5917049,    Highlands,1996,med_income,55670
5917051,"    Capital, Subd. C",1996,unempl_rate,8.6
5917051,"    Capital, Subd. C",1996,med_income,42149
5917055,"    Capital, Subd. D",1996,unempl_rate,35.7
5917055,"    Capital, Subd. D",1996,med_income,0
5917801,    Cole Bay 3,1996,unempl_rate,35.3
5917801,    Cole Bay 3,1996,med_income,18752
5917803,    East Saanich 2,1996,unempl_rate,20
5917803,    East Saanich 2,1996,med_income,33439
5917809,    Becher Bay 1,1996,unempl_rate,0
5917809,    Becher Bay 1,1996,med_income,0
5917812,    New Songhees 1A,1996,unempl_rate,10.1
5917812,    New Songhees 1A,1996,med_income,35373
5917815,    Gordon River 2,1996,unempl_rate,25
5917815,    Gordon River 2,1996,med_income,0
5917817,    Sooke 1,1996,unempl_rate,33.3
5917817,    Sooke 1,1996,med_income,0
5917818,    Sooke 2,1996,unempl_rate,50
5917818,    Sooke 2,1996,med_income,0
5919008,    North Cowichan,1996,unempl_rate,9.7
5919008,    North Cowichan,1996,med_income,39947
5919012,    Duncan,1996,unempl_rate,14.2
5919012,    Duncan,1996,med_income,26705
5919014,"    Cowichan Valley, Subd. B",1996,unempl_rate,9.3
5919014,"    Cowichan Valley, Subd. B",1996,med_income,42215
5919016,    Lake Cowichan,1996,unempl_rate,10.4
5919016,    Lake Cowichan,1996,med_income,35700
5919021,    Ladysmith,1996,unempl_rate,9.8
5919021,    Ladysmith,1996,med_income,40256
5919031,"    Cowichan Valley, Subd. A",1996,unempl_rate,11.4
5919031,"    Cowichan Valley, Subd. A",1996,med_income,40432
5919045,"    Cowichan Valley, Subd. C",1996,unempl_rate,7.9
5919045,"    Cowichan Valley, Subd. C",1996,med_income,47397
5919047,"    Cowichan Valley, Subd. D",1996,unempl_rate,11.3
5919047,"    Cowichan Valley, Subd. D",1996,med_income,43570
5919801,    Halalt 2,1996,unempl_rate,36.4
5919801,    Halalt 2,1996,med_income,0
5919802,    Squaw-hay-one 11,1996,unempl_rate,0
5919802,    Squaw-hay-one 11,1996,med_income,0
5919803,    Tsussie 6,1996,unempl_rate,0
5919803,    Tsussie 6,1996,med_income,0
5919804,    Chemainus 13,1996,unempl_rate,37.5
5919804,    Chemainus 13,1996,med_income,17536
5919807,    Cowichan 1,1996,unempl_rate,34.6
5919807,    Cowichan 1,1996,med_income,17515
5919809,    Kuper Island 7,1996,unempl_rate,30
5919809,    Kuper Island 7,1996,med_income,0
5919814,    Malachan 11,1996,unempl_rate,30.8
5919814,    Malachan 11,1996,med_income,0
5919816,    Oyster Bay 12,1996,unempl_rate,40
5919816,    Oyster Bay 12,1996,med_income,0
5921007,    Nanaimo,1996,unempl_rate,12.3
5921007,    Nanaimo,1996,med_income,37578
5921012,"    Nanaimo, Subd. A",1996,unempl_rate,10.8
5921012,"    Nanaimo, Subd. A",1996,med_income,40031
5921018,    Parksville,1996,unempl_rate,9.6
5921018,    Parksville,1996,med_income,31569
5921023,    Qualicum Beach,1996,unempl_rate,12
5921023,    Qualicum Beach,1996,med_income,40081
5921028,"    Nanaimo, Subd. B",1996,unempl_rate,12.1
5921028,"    Nanaimo, Subd. B",1996,med_income,37082
5921801,    Nanaimo River 3,1996,unempl_rate,66.7
5921801,    Nanaimo River 3,1996,med_income,0
5921803,    Nanaimo River 4,1996,unempl_rate,30.8
5921803,    Nanaimo River 4,1996,med_income,0
5921804,    Nanaimo Town 1,1996,unempl_rate,23.1
5921804,    Nanaimo Town 1,1996,med_income,0
5921805,    Nanoose,1996,unempl_rate,13.3
5921805,    Nanoose,1996,med_income,0
5921806,    Qualicum,1996,unempl_rate,0
5921806,    Qualicum,1996,med_income,0
5923008,    Port Alberni,1996,unempl_rate,13.9
5923008,    Port Alberni,1996,med_income,36250
5923019,    Ucluelet,1996,unempl_rate,12.2
5923019,    Ucluelet,1996,med_income,47859
5923025,    Tofino,1996,unempl_rate,7.4
5923025,    Tofino,1996,med_income,43878
5923031,"    Alberni-Clayoquot, Subd. A",1996,unempl_rate,8.9
5923031,"    Alberni-Clayoquot, Subd. A",1996,med_income,44628
5923045,"    Alberni-Clayoquot, Subd. B",1996,unempl_rate,6.5
5923045,"    Alberni-Clayoquot, Subd. B",1996,med_income,36470
5923801,    Ahahswinis 1,1996,unempl_rate,20
5923801,    Ahahswinis 1,1996,med_income,0
5923803,    Anacla 12,1996,unempl_rate,0
5923803,    Anacla 12,1996,med_income,0
5923807,    Ittatsoo 1,1996,unempl_rate,26.7
5923807,    Ittatsoo 1,1996,med_income,0
5923808,    Marktosis 15,1996,unempl_rate,18.5
5923808,    Marktosis 15,1996,med_income,25152
5923813,    Opitsat 1,1996,unempl_rate,0
5923813,    Opitsat 1,1996,med_income,0
5923816,    Tsahaheh 1,1996,unempl_rate,21.9
5923816,    Tsahaheh 1,1996,med_income,23872
5923823,    Esowista 3,1996,unempl_rate,0
5923823,    Esowista 3,1996,med_income,0
5923824,    Refuge Cove 6,1996,unempl_rate,28.6
5923824,    Refuge Cove 6,1996,med_income,0
5925005,    Comox,1996,unempl_rate,8.2
5925005,    Comox,1996,med_income,44903
5925010,    Courtenay,1996,unempl_rate,14.5
5925010,    Courtenay,1996,med_income,33793
5925014,    Cumberland,1996,unempl_rate,13.7
5925014,    Cumberland,1996,med_income,34598
5925020,"    Comox-Strathcona, Subd. C",1996,unempl_rate,10.5
5925020,"    Comox-Strathcona, Subd. C",1996,med_income,39659
5925025,    Gold River,1996,unempl_rate,7.6
5925025,    Gold River,1996,med_income,68865
5925029,    Zeballos,1996,unempl_rate,0
5925029,    Zeballos,1996,med_income,0
5925030,    Tahsis,1996,unempl_rate,3.5
5925030,    Tahsis,1996,med_income,58976
5925034,    Campbell River,1996,unempl_rate,10.6
5925034,    Campbell River,1996,med_income,46841
5925039,    Sayward,1996,unempl_rate,14.6
5925039,    Sayward,1996,med_income,52511
5925044,"    Comox-Strathcona, Subd. B",1996,unempl_rate,8.2
5925044,"    Comox-Strathcona, Subd. B",1996,med_income,53144
5925047,"    Comox-Strathcona, Subd. D",1996,unempl_rate,11.1
5925047,"    Comox-Strathcona, Subd. D",1996,med_income,0
5925050,"    Comox-Strathcona, Subd. A",1996,unempl_rate,12.3
5925050,"    Comox-Strathcona, Subd. A",1996,med_income,27938
5925801,    Comox 1,1996,unempl_rate,30
5925801,    Comox 1,1996,med_income,0
5925803,    Ahaminaquus 12,1996,unempl_rate,0
5925803,    Ahaminaquus 12,1996,med_income,0
5925804,    Campbell River 11,1996,unempl_rate,29.6
5925804,    Campbell River 11,1996,med_income,0
5925806,    Houpsitas 6,1996,unempl_rate,13.3
5925806,    Houpsitas 6,1996,med_income,0
5925812,    Quinsam 12,1996,unempl_rate,50
5925812,    Quinsam 12,1996,med_income,0
5925817,    Cape Mudge 10,1996,unempl_rate,43.8
5925817,    Cape Mudge 10,1996,med_income,0
5925820,    Tork 7,1996,unempl_rate,25
5925820,    Tork 7,1996,med_income,0
5927008,    Powell River,1996,unempl_rate,10.5
5927008,    Powell River,1996,med_income,40319
5927014,"    Powell River, Subd. A",1996,unempl_rate,10.1
5927014,"    Powell River, Subd. A",1996,med_income,34349
5927802,    Sliammon 1,1996,unempl_rate,20.5
5927802,    Sliammon 1,1996,med_income,23272
5929005,    Gibsons,1996,unempl_rate,10.1
5929005,    Gibsons,1996,med_income,32645
5929011,    Sechelt,1996,unempl_rate,6.4
5929011,    Sechelt,1996,med_income,36050
5929020,"    Sunshine Coast, Subd. A",1996,unempl_rate,8.1
5929020,"    Sunshine Coast, Subd. A",1996,med_income,39946
5929803,    Sechelt (Part),1996,unempl_rate,16.2
5929803,    Sechelt (Part),1996,med_income,21722
5931006,    Squamish,1996,unempl_rate,8.5
5931006,    Squamish,1996,med_income,51365
5931012,    Pemberton,1996,unempl_rate,9.6
5931012,    Pemberton,1996,med_income,52816
5931019,"    Squamish-Lillooet, Subd. B",1996,unempl_rate,6.3
5931019,"    Squamish-Lillooet, Subd. B",1996,med_income,42584
5931020,    Whistler,1996,unempl_rate,5.5
5931020,    Whistler,1996,med_income,47156
5931024,    Lillooet,1996,unempl_rate,12.3
5931024,    Lillooet,1996,med_income,35164
5931030,"    Squamish-Lillooet, Subd. A",1996,unempl_rate,11.4
5931030,"    Squamish-Lillooet, Subd. A",1996,med_income,41327
5931801,    Cheakamus 11,1996,unempl_rate,0
5931801,    Cheakamus 11,1996,med_income,0
5931805,    Nequatque 1,1996,unempl_rate,33.3
5931805,    Nequatque 1,1996,med_income,0
5931806,    Seaichem 16,1996,unempl_rate,40
5931806,    Seaichem 16,1996,med_income,0
5931808,    Waiwakum 14,1996,unempl_rate,28.6
5931808,    Waiwakum 14,1996,med_income,0
5931813,    Bridge River 1,1996,unempl_rate,30
5931813,    Bridge River 1,1996,med_income,0
5931814,    Cayoosh Creek 1,1996,unempl_rate,22.2
5931814,    Cayoosh Creek 1,1996,med_income,0
5931815,    Chilhil 6,1996,unempl_rate,28.6
5931815,    Chilhil 6,1996,med_income,0
5931816,    Fountain 1,1996,unempl_rate,28.6
5931816,    Fountain 1,1996,med_income,0
5931821,    Lillooet 1,1996,unempl_rate,17.6
5931821,    Lillooet 1,1996,med_income,0
5931829,    Pavilion 1,1996,unempl_rate,25
5931829,    Pavilion 1,1996,med_income,0
5931831,    Slosh 1,1996,unempl_rate,33.3
5931831,    Slosh 1,1996,med_income,0
5933006,    Merritt,1996,unempl_rate,13.6
5933006,    Merritt,1996,med_income,35825
5933010,"    Thompson-Nicola, Subd. C",1996,unempl_rate,11.4
5933010,"    Thompson-Nicola, Subd. C",1996,med_income,36518
5933015,    Lytton,1996,unempl_rate,12.8
5933015,    Lytton,1996,med_income,54405
5933019,    Ashcroft,1996,unempl_rate,4.6
5933019,    Ashcroft,1996,med_income,40948
5933024,    Cache Creek,1996,unempl_rate,4.2
5933024,    Cache Creek,1996,med_income,31737
5933028,    Clinton,1996,unempl_rate,8.3
5933028,    Clinton,1996,med_income,29613
5933034,"    Thompson-Nicola, Subd. D",1996,unempl_rate,11.7
5933034,"    Thompson-Nicola, Subd. D",1996,med_income,31153
5933035,    Logan Lake,1996,unempl_rate,11.4
5933035,    Logan Lake,1996,med_income,42290
5933040,"    Thompson-Nicola, Subd. B",1996,unempl_rate,10.1
5933040,"    Thompson-Nicola, Subd. B",1996,med_income,44083
5933042,    Kamloops,1996,unempl_rate,11.1
5933042,    Kamloops,1996,med_income,43822
5933054,    Chase,1996,unempl_rate,13.5
5933054,    Chase,1996,med_income,30609
5933058,"    Thompson-Nicola, Subd. E",1996,unempl_rate,9.8
5933058,"    Thompson-Nicola, Subd. E",1996,med_income,41775
5933066,"    Thompson-Nicola, Subd. A",1996,unempl_rate,17.6
5933066,"    Thompson-Nicola, Subd. A",1996,med_income,40228
5933801,    Coldwater 1,1996,unempl_rate,27.3
5933801,    Coldwater 1,1996,med_income,20736
5933802,    Douglas Lake 3,1996,unempl_rate,22.2
5933802,    Douglas Lake 3,1996,med_income,0
5933805,    Joeyaska 2,1996,unempl_rate,0
5933805,    Joeyaska 2,1996,med_income,0
5933806,    Nicola Lake 1,1996,unempl_rate,15.4
5933806,    Nicola Lake 1,1996,med_income,0
5933807,    Nicola Mameet 1,1996,unempl_rate,32.4
5933807,    Nicola Mameet 1,1996,med_income,22208
5933808,    Nooaitch 10,1996,unempl_rate,27.3
5933808,    Nooaitch 10,1996,med_income,0
5933812,    Bonaparte 3,1996,unempl_rate,18.2
5933812,    Bonaparte 3,1996,med_income,0
5933814,    Canoe Creek 1,1996,unempl_rate,0
5933814,    Canoe Creek 1,1996,med_income,0
5933817,    Skeetchestn,1996,unempl_rate,11.1
5933817,    Skeetchestn,1996,med_income,0
5933820,    Inkluckcheen 21,1996,unempl_rate,16.7
5933820,    Inkluckcheen 21,1996,med_income,0
5933826,    Kanaka Bar 1A,1996,unempl_rate,0
5933826,    Kanaka Bar 1A,1996,med_income,0
5933829,    Klahkamich 17,1996,unempl_rate,33.3
5933829,    Klahkamich 17,1996,med_income,0
5933832,    Klickkumcheen 18,1996,unempl_rate,28.6
5933832,    Klickkumcheen 18,1996,med_income,0
5933836,    Lower Hat Creek 2,1996,unempl_rate,66.7
5933836,    Lower Hat Creek 2,1996,med_income,0
5933841,    Lytton 9A,1996,unempl_rate,0
5933841,    Lytton 9A,1996,med_income,0
5933844,    Ashcroft 4,1996,unempl_rate,33.3
5933844,    Ashcroft 4,1996,med_income,0
5933851,    Nicomen 1,1996,unempl_rate,0
5933851,    Nicomen 1,1996,med_income,0
5933853,    Nuuautin 2,1996,unempl_rate,36.4
5933853,    Nuuautin 2,1996,med_income,0
5933855,    Papyum 27,1996,unempl_rate,100
5933855,    Papyum 27,1996,med_income,0
5933859,    Shackan 11,1996,unempl_rate,33.3
5933859,    Shackan 11,1996,med_income,0
5933860,    Siska Flat 3,1996,unempl_rate,28.6
5933860,    Siska Flat 3,1996,med_income,0
5933872,    Marble Canyon 3,1996,unempl_rate,40
5933872,    Marble Canyon 3,1996,med_income,0
5933877,    Whispering Pines 4,1996,unempl_rate,33.3
5933877,    Whispering Pines 4,1996,med_income,0
5933880,    Kamloops 1,1996,unempl_rate,29
5933880,    Kamloops 1,1996,med_income,26032
5933883,    Neskainlith 1,1996,unempl_rate,57.1
5933883,    Neskainlith 1,1996,med_income,0
5933884,    Sahhaltkum 4,1996,unempl_rate,22.7
5933884,    Sahhaltkum 4,1996,med_income,22069
5933887,    North Thompson 1,1996,unempl_rate,19
5933887,    North Thompson 1,1996,med_income,0
5935010,    Kelowna,1996,unempl_rate,9.7
5935010,    Kelowna,1996,med_income,36582
5935013,"    Central Okanagan, Subd. A",1996,unempl_rate,4.2
5935013,"    Central Okanagan, Subd. A",1996,med_income,44158
5935016,    Lake Country,1996,unempl_rate,10.5
5935016,    Lake Country,1996,med_income,39831
5935018,    Peachland,1996,unempl_rate,11.4
5935018,    Peachland,1996,med_income,36343
5935023,"    Central Okanagan, Subd. B",1996,unempl_rate,9.2
5935023,"    Central Okanagan, Subd. B",1996,med_income,48168
5935801,    Duck Lake 7,1996,unempl_rate,12.5
5935801,    Duck Lake 7,1996,med_income,30029
5935802,    Tsinstikeptum 9,1996,unempl_rate,11.1
5935802,    Tsinstikeptum 9,1996,med_income,28875
5935803,    Tsinstikeptum 10,1996,unempl_rate,10.8
5935803,    Tsinstikeptum 10,1996,med_income,45337
5937005,    Lumby,1996,unempl_rate,18.4
5937005,    Lumby,1996,med_income,28279
5937010,    Coldstream,1996,unempl_rate,9.2
5937010,    Coldstream,1996,med_income,52395
5937014,    Vernon,1996,unempl_rate,12.8
5937014,    Vernon,1996,med_income,30316
5937019,"    North Okanagan, Subd. B",1996,unempl_rate,11.6
5937019,"    North Okanagan, Subd. B",1996,med_income,41905
5937024,    Spallumcheen,1996,unempl_rate,7.4
5937024,    Spallumcheen,1996,med_income,40001
5937028,    Armstrong,1996,unempl_rate,7.1
5937028,    Armstrong,1996,med_income,33380
5937033,    Enderby,1996,unempl_rate,15.2
