layer,dir_prep,filename,ingest,name_data_fld,name,units,description,date,prep_script,target,target_element,dimension
aq_incidental,ohibc:prep/mar/v2017/output,prs_aq_incidental.csv,TRUE,prs_incidental,Aquaculture incidental harvest,scaled 0-1,Rescaled harvest-weighted incidental take of fish species due to aquaculture,Wed Sep 6 16:52:42 2017 -0700,ohibc:prep/mar/v2017/data_prep_aq_prs_res.Rmd,AO,herring_spawn,pressure
aq_incidental,ohibc:prep/mar/v2017/output,prs_aq_incidental.csv,TRUE,prs_incidental,Aquaculture incidental harvest,scaled 0-1,Rescaled harvest-weighted incidental take of fish species due to aquaculture,Wed Sep 6 16:52:42 2017 -0700,ohibc:prep/mar/v2017/data_prep_aq_prs_res.Rmd,FIS,NA,pressure
aq_incidental,ohibc:prep/mar/v2017/output,prs_aq_incidental.csv,TRUE,prs_incidental,Aquaculture incidental harvest,scaled 0-1,Rescaled harvest-weighted incidental take of fish species due to aquaculture,Wed Sep 6 16:52:42 2017 -0700,ohibc:prep/mar/v2017/data_prep_aq_prs_res.Rmd,SPP,NA,pressure
aq_mammals,ohibc:prep/mar/v2017/output,prs_aq_mammals.csv,TRUE,prs_mammals,Aquaculture mammal take,scaled 0-1,Rescaled harvest-weighted number of mammals drowned or taken as predator control due to aquaculture,Wed Sep 6 16:52:42 2017 -0700,ohibc:prep/mar/v2017/data_prep_aq_prs_res.Rmd,ICO,NA,pressure
aq_mammals,ohibc:prep/mar/v2017/output,prs_aq_mammals.csv,TRUE,prs_mammals,Aquaculture mammal take,scaled 0-1,Rescaled harvest-weighted number of mammals drowned or taken as predator control due to aquaculture,Wed Sep 6 16:52:42 2017 -0700,ohibc:prep/mar/v2017/data_prep_aq_prs_res.Rmd,SPP,NA,pressure
aq_mammals,ohibc:prep/mar/v2017/output,prs_aq_mammals.csv,TRUE,prs_mammals,Aquaculture mammal take,scaled 0-1,Rescaled harvest-weighted number of mammals drowned or taken as predator control due to aquaculture,Wed Sep 6 16:52:42 2017 -0700,ohibc:prep/mar/v2017/data_prep_aq_prs_res.Rmd,TR,NA,pressure
aq_regulation,ohibc:prep/mar/v2017/output,res_aq_regulations.csv,TRUE,resilience_score,Aquaculture regulations,scaled 0-1,"Geometric mean of regulation existence, regulation enforcement, regulation compliance",Wed Sep 6 16:52:42 2017 -0700,ohibc:prep/mar/v2017/data_prep_aq_prs_res.Rmd,AO,shellfish_closures,resilience
aq_regulation,ohibc:prep/mar/v2017/output,res_aq_regulations.csv,TRUE,resilience_score,Aquaculture regulations,scaled 0-1,"Geometric mean of regulation existence, regulation enforcement, regulation compliance",Wed Sep 6 16:52:42 2017 -0700,ohibc:prep/mar/v2017/data_prep_aq_prs_res.Rmd,AO,salmon,resilience
aq_regulation,ohibc:prep/mar/v2017/output,res_aq_regulations.csv,TRUE,resilience_score,Aquaculture regulations,scaled 0-1,"Geometric mean of regulation existence, regulation enforcement, regulation compliance",Wed Sep 6 16:52:42 2017 -0700,ohibc:prep/mar/v2017/data_prep_aq_prs_res.Rmd,AO,herring_spawn,resilience
aq_regulation,ohibc:prep/mar/v2017/output,res_aq_regulations.csv,TRUE,resilience_score,Aquaculture regulations,scaled 0-1,"Geometric mean of regulation existence, regulation enforcement, regulation compliance",Wed Sep 6 16:52:42 2017 -0700,ohibc:prep/mar/v2017/data_prep_aq_prs_res.Rmd,CPP,saltmarsh,resilience
aq_regulation,ohibc:prep/mar/v2017/output,res_aq_regulations.csv,TRUE,resilience_score,Aquaculture regulations,scaled 0-1,"Geometric mean of regulation existence, regulation enforcement, regulation compliance",Wed Sep 6 16:52:42 2017 -0700,ohibc:prep/mar/v2017/data_prep_aq_prs_res.Rmd,CSS,saltmarsh,resilience
aq_regulation,ohibc:prep/mar/v2017/output,res_aq_regulations.csv,TRUE,resilience_score,Aquaculture regulations,scaled 0-1,"Geometric mean of regulation existence, regulation enforcement, regulation compliance",Wed Sep 6 16:52:42 2017 -0700,ohibc:prep/mar/v2017/data_prep_aq_prs_res.Rmd,CW,NA,resilience
aq_regulation,ohibc:prep/mar/v2017/output,res_aq_regulations.csv,TRUE,resilience_score,Aquaculture regulations,scaled 0-1,"Geometric mean of regulation existence, regulation enforcement, regulation compliance",Wed Sep 6 16:52:42 2017 -0700,ohibc:prep/mar/v2017/data_prep_aq_prs_res.Rmd,HAB,saltmarsh,resilience
aq_regulation,ohibc:prep/mar/v2017/output,res_aq_regulations.csv,TRUE,resilience_score,Aquaculture regulations,scaled 0-1,"Geometric mean of regulation existence, regulation enforcement, regulation compliance",Wed Sep 6 16:52:42 2017 -0700,ohibc:prep/mar/v2017/data_prep_aq_prs_res.Rmd,HAB,ebsa,resilience
aq_regulation,ohibc:prep/mar/v2017/output,res_aq_regulations.csv,TRUE,resilience_score,Aquaculture regulations,scaled 0-1,"Geometric mean of regulation existence, regulation enforcement, regulation compliance",Wed Sep 6 16:52:42 2017 -0700,ohibc:prep/mar/v2017/data_prep_aq_prs_res.Rmd,HAB,soft_bottom,resilience
aq_regulation,ohibc:prep/mar/v2017/output,res_aq_regulations.csv,TRUE,resilience_score,Aquaculture regulations,scaled 0-1,"Geometric mean of regulation existence, regulation enforcement, regulation compliance",Wed Sep 6 16:52:42 2017 -0700,ohibc:prep/mar/v2017/data_prep_aq_prs_res.Rmd,ICO,NA,resilience
aq_regulation,ohibc:prep/mar/v2017/output,res_aq_regulations.csv,TRUE,resilience_score,Aquaculture regulations,scaled 0-1,"Geometric mean of regulation existence, regulation enforcement, regulation compliance",Wed Sep 6 16:52:42 2017 -0700,ohibc:prep/mar/v2017/data_prep_aq_prs_res.Rmd,SPP,NA,resilience
aq_regulation,ohibc:prep/mar/v2017/output,res_aq_regulations.csv,TRUE,resilience_score,Aquaculture regulations,scaled 0-1,"Geometric mean of regulation existence, regulation enforcement, regulation compliance",Wed Sep 6 16:52:42 2017 -0700,ohibc:prep/mar/v2017/data_prep_aq_prs_res.Rmd,MAR,NA,resilience
aq_regulation,ohibc:prep/mar/v2017/output,res_aq_regulations.csv,TRUE,resilience_score,Aquaculture regulations,scaled 0-1,"Geometric mean of regulation existence, regulation enforcement, regulation compliance",Wed Sep 6 16:52:42 2017 -0700,ohibc:prep/mar/v2017/data_prep_aq_prs_res.Rmd,SAL,NA,resilience
cc_acid,ohibc:prep/_pressures/v2017/output,prs_oa_layer.csv,TRUE,pressure,Ocean acidification,scaled 0-1,Ocean acidification pressure scaled using biological thresholds,Wed Jul 19 12:14:33 2017 -0700,ohibc:prep/_pressures/v2017/pressures_oa_prep.Rmd,AO,shellfish_closures,pressure
cc_acid,ohibc:prep/_pressures/v2017/output,prs_oa_layer.csv,TRUE,pressure,Ocean acidification,scaled 0-1,Ocean acidification pressure scaled using biological thresholds,Wed Jul 19 12:14:33 2017 -0700,ohibc:prep/_pressures/v2017/pressures_oa_prep.Rmd,HAB,soft_bottom,pressure
cc_acid,ohibc:prep/_pressures/v2017/output,prs_oa_layer.csv,TRUE,pressure,Ocean acidification,scaled 0-1,Ocean acidification pressure scaled using biological thresholds,Wed Jul 19 12:14:33 2017 -0700,ohibc:prep/_pressures/v2017/pressures_oa_prep.Rmd,HAB,ebsa,pressure
cc_acid,ohibc:prep/_pressures/v2017/output,prs_oa_layer.csv,TRUE,pressure,Ocean acidification,scaled 0-1,Ocean acidification pressure scaled using biological thresholds,Wed Jul 19 12:14:33 2017 -0700,ohibc:prep/_pressures/v2017/pressures_oa_prep.Rmd,ICO,NA,pressure
cc_acid,ohibc:prep/_pressures/v2017/output,prs_oa_layer.csv,TRUE,pressure,Ocean acidification,scaled 0-1,Ocean acidification pressure scaled using biological thresholds,Wed Jul 19 12:14:33 2017 -0700,ohibc:prep/_pressures/v2017/pressures_oa_prep.Rmd,MAR,NA,pressure
cc_acid,ohibc:prep/_pressures/v2017/output,prs_oa_layer.csv,TRUE,pressure,Ocean acidification,scaled 0-1,Ocean acidification pressure scaled using biological thresholds,Wed Jul 19 12:14:33 2017 -0700,ohibc:prep/_pressures/v2017/pressures_oa_prep.Rmd,SPP,NA,pressure
cc_slr,ohibc:prep/_pressures/v2017/output,prs_slr_layer.csv,TRUE,pressure,Sea level rise,scaled 0-1,Sea level rise pressure,Mon Jul 31 17:23:53 2017 -0700,ohibc:prep/_pressures/v2017/pressures_slr_prep.Rmd,AO,shellfish_closures,pressure
cc_slr,ohibc:prep/_pressures/v2017/output,prs_slr_layer.csv,TRUE,pressure,Sea level rise,scaled 0-1,Sea level rise pressure,Mon Jul 31 17:23:53 2017 -0700,ohibc:prep/_pressures/v2017/pressures_slr_prep.Rmd,AO,herring_spawn,pressure
cc_slr,ohibc:prep/_pressures/v2017/output,prs_slr_layer.csv,TRUE,pressure,Sea level rise,scaled 0-1,Sea level rise pressure,Mon Jul 31 17:23:53 2017 -0700,ohibc:prep/_pressures/v2017/pressures_slr_prep.Rmd,CPP,coastal_forest,pressure
cc_slr,ohibc:prep/_pressures/v2017/output,prs_slr_layer.csv,TRUE,pressure,Sea level rise,scaled 0-1,Sea level rise pressure,Mon Jul 31 17:23:53 2017 -0700,ohibc:prep/_pressures/v2017/pressures_slr_prep.Rmd,CPP,saltmarsh,pressure
cc_slr,ohibc:prep/_pressures/v2017/output,prs_slr_layer.csv,TRUE,pressure,Sea level rise,scaled 0-1,Sea level rise pressure,Mon Jul 31 17:23:53 2017 -0700,ohibc:prep/_pressures/v2017/pressures_slr_prep.Rmd,CSS,coastal_forest,pressure
cc_slr,ohibc:prep/_pressures/v2017/output,prs_slr_layer.csv,TRUE,pressure,Sea level rise,scaled 0-1,Sea level rise pressure,Mon Jul 31 17:23:53 2017 -0700,ohibc:prep/_pressures/v2017/pressures_slr_prep.Rmd,CSS,saltmarsh,pressure
cc_slr,ohibc:prep/_pressures/v2017/output,prs_slr_layer.csv,TRUE,pressure,Sea level rise,scaled 0-1,Sea level rise pressure,Mon Jul 31 17:23:53 2017 -0700,ohibc:prep/_pressures/v2017/pressures_slr_prep.Rmd,HAB,saltmarsh,pressure
cc_slr,ohibc:prep/_pressures/v2017/output,prs_slr_layer.csv,TRUE,pressure,Sea level rise,scaled 0-1,Sea level rise pressure,Mon Jul 31 17:23:53 2017 -0700,ohibc:prep/_pressures/v2017/pressures_slr_prep.Rmd,LSP,NA,pressure
cc_slr,ohibc:prep/_pressures/v2017/output,prs_slr_layer.csv,TRUE,pressure,Sea level rise,scaled 0-1,Sea level rise pressure,Mon Jul 31 17:23:53 2017 -0700,ohibc:prep/_pressures/v2017/pressures_slr_prep.Rmd,MAR,NA,pressure
cc_slr,ohibc:prep/_pressures/v2017/output,prs_slr_layer.csv,TRUE,pressure,Sea level rise,scaled 0-1,Sea level rise pressure,Mon Jul 31 17:23:53 2017 -0700,ohibc:prep/_pressures/v2017/pressures_slr_prep.Rmd,SPP,NA,pressure
cc_slr,ohibc:prep/_pressures/v2017/output,prs_slr_layer.csv,TRUE,pressure,Sea level rise,scaled 0-1,Sea level rise pressure,Mon Jul 31 17:23:53 2017 -0700,ohibc:prep/_pressures/v2017/pressures_slr_prep.Rmd,TR,NA,pressure
cc_sst,ohibc:prep/_pressures/v2017/output,prs_sst_layer.csv,TRUE,pressure,Sea surface temperature anomolies,scaled 0-1,Sea surface temperature anomolies,Wed Jul 19 19:46:33 2017,ohibc:prep/_pressures/v2017/pressures_sst_prep.Rmd,AO,shellfish_closures,pressure
cc_sst,ohibc:prep/_pressures/v2017/output,prs_sst_layer.csv,TRUE,pressure,Sea surface temperature anomolies,scaled 0-1,Sea surface temperature anomolies,Wed Jul 19 19:46:33 2017,ohibc:prep/_pressures/v2017/pressures_sst_prep.Rmd,AO,salmon,pressure
cc_sst,ohibc:prep/_pressures/v2017/output,prs_sst_layer.csv,TRUE,pressure,Sea surface temperature anomolies,scaled 0-1,Sea surface temperature anomolies,Wed Jul 19 19:46:33 2017,ohibc:prep/_pressures/v2017/pressures_sst_prep.Rmd,AO,fn_licenses,pressure
cc_sst,ohibc:prep/_pressures/v2017/output,prs_sst_layer.csv,TRUE,pressure,Sea surface temperature anomolies,scaled 0-1,Sea surface temperature anomolies,Wed Jul 19 19:46:33 2017,ohibc:prep/_pressures/v2017/pressures_sst_prep.Rmd,AO,herring_spawn,pressure
cc_sst,ohibc:prep/_pressures/v2017/output,prs_sst_layer.csv,TRUE,pressure,Sea surface temperature anomolies,scaled 0-1,Sea surface temperature anomolies,Wed Jul 19 19:46:33 2017,ohibc:prep/_pressures/v2017/pressures_sst_prep.Rmd,FIS,NA,pressure
cc_sst,ohibc:prep/_pressures/v2017/output,prs_sst_layer.csv,TRUE,pressure,Sea surface temperature anomolies,scaled 0-1,Sea surface temperature anomolies,Wed Jul 19 19:46:33 2017,ohibc:prep/_pressures/v2017/pressures_sst_prep.Rmd,HAB,ebsa,pressure
cc_sst,ohibc:prep/_pressures/v2017/output,prs_sst_layer.csv,TRUE,pressure,Sea surface temperature anomolies,scaled 0-1,Sea surface temperature anomolies,Wed Jul 19 19:46:33 2017,ohibc:prep/_pressures/v2017/pressures_sst_prep.Rmd,ICO,NA,pressure
cc_sst,ohibc:prep/_pressures/v2017/output,prs_sst_layer.csv,TRUE,pressure,Sea surface temperature anomolies,scaled 0-1,Sea surface temperature anomolies,Wed Jul 19 19:46:33 2017,ohibc:prep/_pressures/v2017/pressures_sst_prep.Rmd,MAR,NA,pressure
cc_sst,ohibc:prep/_pressures/v2017/output,prs_sst_layer.csv,TRUE,pressure,Sea surface temperature anomolies,scaled 0-1,Sea surface temperature anomolies,Wed Jul 19 19:46:33 2017,ohibc:prep/_pressures/v2017/pressures_sst_prep.Rmd,SAL,NA,pressure
cc_sst,ohibc:prep/_pressures/v2017/output,prs_sst_layer.csv,TRUE,pressure,Sea surface temperature anomolies,scaled 0-1,Sea surface temperature anomolies,Wed Jul 19 19:46:33 2017,ohibc:prep/_pressures/v2017/pressures_sst_prep.Rmd,SPP,NA,pressure
cc_uv,ohibc:prep/_pressures/v2017/output,prs_uv_layer.csv,TRUE,pressure,UV radiation pressure,scaled 0-1,Modeled UV radiation based on Erythemal UV Irradiance data provided by GES DISC.,Fri Aug 18 14:28:35 2017 -0700,ohibc:prep/_pressures/v2017/pressures_uv_prep.Rmd,ICO,NA,pressure
cc_uv,ohibc:prep/_pressures/v2017/output,prs_uv_layer.csv,TRUE,pressure,UV radiation pressure,scaled 0-1,Modeled UV radiation based on Erythemal UV Irradiance data provided by GES DISC.,Fri Aug 18 14:28:35 2017 -0700,ohibc:prep/_pressures/v2017/pressures_uv_prep.Rmd,SPP,NA,pressure
cp_cf_health,ohibc:prep/hab_cs_cp/v2017/output,cp_cf_exposure.csv,TRUE,cf_expos_area_tot,Exposure-weighted coastal forest habitat condition,proportion,Current condition of coastal forest habitat relative to historical condition weighted by exposure,Tue Aug 22 16:36:27 2017 -0700,ohibc:prep/hab_cs_cp/v2017/2_data_prep_hab_sm_cf.Rmd,CPP,NA,status
cp_cf_health,ohibc:prep/hab_cs_cp/v2017/output,cp_cf_exposure.csv,TRUE,cf_expos_area_tot,Exposure-weighted coastal forest habitat condition,proportion,Current condition of coastal forest habitat relative to historical condition weighted by exposure,Thu Apr 6 09:10:31 2017 -0700,ohibc:prep/hab_cs_cp/v2017/data_prep_hab_sm_cf.Rmd,CPP,NA,status
cp_sm_health,ohibc:prep/hab_cs_cp/v2017/output,cp_sm_exposure.csv,TRUE,sm_expos_area_tot,Exposure-weighted saltmarsh habitat condition,proportion,Current condition of saltmarsh habitat relative to historical condition weighted by exposure,Tue Aug 22 16:36:27 2017 -0700,ohibc:prep/hab_cs_cp/v2017/2_data_prep_hab_sm_cf.Rmd,CPP,NA,status
cp_sm_health,ohibc:prep/hab_cs_cp/v2017/output,cp_sm_exposure.csv,TRUE,sm_expos_area_tot,Exposure-weighted saltmarsh habitat condition,proportion,Current condition of saltmarsh habitat relative to historical condition weighted by exposure,Thu Apr 6 09:10:31 2017 -0700,ohibc:prep/hab_cs_cp/v2017/data_prep_hab_sm_cf.Rmd,CPP,NA,status
cs_cf_health,ohibc:prep/hab_cs_cp/v2017/output,cs_cf_area.csv,TRUE,cf_area_km2,Exposure-weighted coastal forest habitat condition,proportion,Current condition of coastal forest habitat relative to historical condition,Tue Aug 22 16:36:27 2017 -0700,ohibc:prep/hab_cs_cp/v2017/2_data_prep_hab_sm_cf.Rmd,CSS,NA,status
cs_sm_health,ohibc:prep/hab_cs_cp/v2017/output,cs_sm_area.csv,TRUE,sm_area_km2,Exposure-weighted saltmarsh habitat condition,proportion,Current condition of saltmarsh habitat relative to historical condition,Tue Aug 22 16:36:27 2017 -0700,ohibc:prep/hab_cs_cp/v2017/2_data_prep_hab_sm_cf.Rmd,CSS,NA,status
cwbi_all,ohibc:prep/_resilience/v2017/output,cwb_score_all.csv,TRUE,cwb_score,Community Well-Being Index all,scaled 0-1,Community Well-Being Index across all OHIBC census subdivisions reporting on four components and overall index,Fri Aug 18 10:50:06 2017 -0700,ohibc:prep/_resilience/v2017/data_prep_cwb.Rmd,CPP,coastal_forest,resilience
cwbi_all,ohibc:prep/_resilience/v2017/output,cwb_score_all.csv,TRUE,cwb_score,Community Well-Being Index all,scaled 0-1,Community Well-Being Index across all OHIBC census subdivisions reporting on four components and overall index,Fri Aug 18 10:50:06 2017 -0700,ohibc:prep/_resilience/v2017/data_prep_cwb.Rmd,CPP,saltmarsh,resilience
cwbi_all,ohibc:prep/_resilience/v2017/output,cwb_score_all.csv,TRUE,cwb_score,Community Well-Being Index all,scaled 0-1,Community Well-Being Index across all OHIBC census subdivisions reporting on four components and overall index,Fri Aug 18 10:50:06 2017 -0700,ohibc:prep/_resilience/v2017/data_prep_cwb.Rmd,CSS,coastal_forest,resilience
cwbi_all,ohibc:prep/_resilience/v2017/output,cwb_score_all.csv,TRUE,cwb_score,Community Well-Being Index all,scaled 0-1,Community Well-Being Index across all OHIBC census subdivisions reporting on four components and overall index,Fri Aug 18 10:50:06 2017 -0700,ohibc:prep/_resilience/v2017/data_prep_cwb.Rmd,CSS,saltmarsh,resilience
cwbi_all,ohibc:prep/_resilience/v2017/output,cwb_score_all.csv,TRUE,cwb_score,Community Well-Being Index all,scaled 0-1,Community Well-Being Index across all OHIBC census subdivisions reporting on four components and overall index,Fri Aug 18 10:50:06 2017 -0700,ohibc:prep/_resilience/v2017/data_prep_cwb.Rmd,CW,NA,resilience
cwbi_all,ohibc:prep/_resilience/v2017/output,cwb_score_all.csv,TRUE,cwb_score,Community Well-Being Index all,scaled 0-1,Community Well-Being Index across all OHIBC census subdivisions reporting on four components and overall index,Fri Aug 18 10:50:06 2017 -0700,ohibc:prep/_resilience/v2017/data_prep_cwb.Rmd,FIS,NA,resilience
cwbi_all,ohibc:prep/_resilience/v2017/output,cwb_score_all.csv,TRUE,cwb_score,Community Well-Being Index all,scaled 0-1,Community Well-Being Index across all OHIBC census subdivisions reporting on four components and overall index,Fri Aug 18 10:50:06 2017 -0700,ohibc:prep/_resilience/v2017/data_prep_cwb.Rmd,HAB,saltmarsh,resilience
cwbi_all,ohibc:prep/_resilience/v2017/output,cwb_score_all.csv,TRUE,cwb_score,Community Well-Being Index all,scaled 0-1,Community Well-Being Index across all OHIBC census subdivisions reporting on four components and overall index,Fri Aug 18 10:50:06 2017 -0700,ohibc:prep/_resilience/v2017/data_prep_cwb.Rmd,HAB,ebsa,resilience
cwbi_all,ohibc:prep/_resilience/v2017/output,cwb_score_all.csv,TRUE,cwb_score,Community Well-Being Index all,scaled 0-1,Community Well-Being Index across all OHIBC census subdivisions reporting on four components and overall index,Fri Aug 18 10:50:06 2017 -0700,ohibc:prep/_resilience/v2017/data_prep_cwb.Rmd,HAB,soft_bottom,resilience
cwbi_all,ohibc:prep/_resilience/v2017/output,cwb_score_all.csv,TRUE,cwb_score,Community Well-Being Index all,scaled 0-1,Community Well-Being Index across all OHIBC census subdivisions reporting on four components and overall index,Fri Aug 18 10:50:06 2017 -0700,ohibc:prep/_resilience/v2017/data_prep_cwb.Rmd,ICO,NA,resilience
cwbi_all,ohibc:prep/_resilience/v2017/output,cwb_score_all.csv,TRUE,cwb_score,Community Well-Being Index all,scaled 0-1,Community Well-Being Index across all OHIBC census subdivisions reporting on four components and overall index,Fri Aug 18 10:50:06 2017 -0700,ohibc:prep/_resilience/v2017/data_prep_cwb.Rmd,SPP,NA,resilience
cwbi_all,ohibc:prep/_resilience/v2017/output,cwb_score_all.csv,TRUE,cwb_score,Community Well-Being Index all,scaled 0-1,Community Well-Being Index across all OHIBC census subdivisions reporting on four components and overall index,Fri Aug 18 10:50:06 2017 -0700,ohibc:prep/_resilience/v2017/data_prep_cwb.Rmd,LE,NA,resilience
cwbi_all,ohibc:prep/_resilience/v2017/output,cwb_score_all.csv,TRUE,cwb_score,Community Well-Being Index all,scaled 0-1,Community Well-Being Index across all OHIBC census subdivisions reporting on four components and overall index,Fri Aug 18 10:50:06 2017 -0700,ohibc:prep/_resilience/v2017/data_prep_cwb.Rmd,LSP,NA,resilience
cwbi_all,ohibc:prep/_resilience/v2017/output,cwb_score_all.csv,TRUE,cwb_score,Community Well-Being Index all,scaled 0-1,Community Well-Being Index across all OHIBC census subdivisions reporting on four components and overall index,Fri Aug 18 10:50:06 2017 -0700,ohibc:prep/_resilience/v2017/data_prep_cwb.Rmd,MAR,NA,resilience
cwbi_all,ohibc:prep/_resilience/v2017/output,cwb_score_all.csv,TRUE,cwb_score,Community Well-Being Index all,scaled 0-1,Community Well-Being Index across all OHIBC census subdivisions reporting on four components and overall index,Fri Aug 18 10:50:06 2017 -0700,ohibc:prep/_resilience/v2017/data_prep_cwb.Rmd,SAL,NA,resilience
cwbi_all,ohibc:prep/_resilience/v2017/output,cwb_score_all.csv,TRUE,cwb_score,Community Well-Being Index all,scaled 0-1,Community Well-Being Index across all OHIBC census subdivisions reporting on four components and overall index,Fri Aug 18 10:50:06 2017 -0700,ohibc:prep/_resilience/v2017/data_prep_cwb.Rmd,TR,NA,resilience
cwbi_fn,ohibc:prep/_resilience/v2017/output,cwb_score_fn.csv,TRUE,cwb_score,Community Well-Being Index First Nations,scaled 0-1,Community Well-Being Index across OHIBC First Nations census subdivisions reporting on four components and overall index,Fri Aug 18 10:50:06 2017 -0700,ohibc:prep/_resilience/v2017/data_prep_cwb.Rmd,AO,shellfish_closures,resilience
cwbi_fn,ohibc:prep/_resilience/v2017/output,cwb_score_fn.csv,TRUE,cwb_score,Community Well-Being Index First Nations,scaled 0-1,Community Well-Being Index across OHIBC First Nations census subdivisions reporting on four components and overall index,Fri Aug 18 10:50:06 2017 -0700,ohibc:prep/_resilience/v2017/data_prep_cwb.Rmd,AO,salmon,resilience
cwbi_fn,ohibc:prep/_resilience/v2017/output,cwb_score_fn.csv,TRUE,cwb_score,Community Well-Being Index First Nations,scaled 0-1,Community Well-Being Index across OHIBC First Nations census subdivisions reporting on four components and overall index,Fri Aug 18 10:50:06 2017 -0700,ohibc:prep/_resilience/v2017/data_prep_cwb.Rmd,AO,fn_licenses,resilience
