rgn_id,year,a_prot_inland
5,1984.0,251.0
5,1985.0,251.0
5,1986.0,522.0
5,1987.0,522.0
5,1988.0,522.75
5,1989.0,524.5
5,1990.0,524.5
5,1991.0,665.5
5,1992.0,665.5
5,1993.0,665.5
5,1994.0,665.5
5,1995.0,868.0
5,1996.0,901.5
5,1997.0,905.25
5,1998.0,905.25
5,1999.0,905.25
5,2e3,905.25
5,2001.0,1155.25
5,2002.0,1155.25
5,2003.0,1155.25
5,2004.0,1155.5
5,2005.0,1155.5
5,2006.0,1155.5
5,2007.0,1155.5
5,2008.0,1155.5
5,2009.0,1155.5
5,2010.0,1155.5
5,2011.0,1196.0
5,2012.0,1196.0
5,2013.0,1196.0
5,2014.0,1196.0
5,2015.0,1196.0
5,2016.0,1196.0
6,1980.0,263.75
6,1981.0,264.75
6,1982.0,292.0
6,1983.0,292.0
6,1984.0,293.0
6,1985.0,293.0
6,1986.0,297.75
6,1987.0,297.75
6,1988.0,301.0
6,1989.0,308.0
6,1990.0,311.0
6,1991.0,312.5
6,1992.0,312.75
6,1993.0,326.25
6,1994.0,326.25
6,1995.0,479.5
6,1996.0,483.5
6,1997.0,500.0
6,1998.0,504.75
6,1999.0,550.25
6,2e3,552.0
6,2001.0,563.0
6,2002.0,564.25
6,2003.0,593.0
6,2004.0,601.25
6,2005.0,601.25
6,2006.0,601.25
6,2007.0,607.5
6,2008.0,607.5
6,2009.0,608.0
6,2010.0,608.0
6,2011.0,608.0
6,2012.0,608.0
6,2013.0,613.75
6,2014.0,613.75
6,2015.0,613.75
6,2016.0,613.75
8,1980.0,0.0
8,1981.0,0.0
8,1982.0,0.0
8,1983.0,0.0
8,1984.0,0.0
8,1985.0,0.0
8,1986.0,0.0
8,1987.0,0.0
8,1988.0,0.0
8,1989.0,0.0
8,1990.0,0.0
8,1991.0,0.0
8,1992.0,0.0
8,1993.0,0.0
8,1994.0,0.0
8,1995.0,0.0
8,1996.0,0.0
8,1997.0,0.0
8,1998.0,0.0
8,1999.0,0.0
8,2e3,0.0
8,2001.0,0.0
8,2002.0,0.0
8,2003.0,0.0
8,2004.0,0.0
8,2005.0,0.0
8,2006.0,264.0
8,2007.0,264.0
8,2008.0,264.0
8,2009.0,264.0
8,2010.0,264.0
8,2011.0,264.0
8,2012.0,264.0
8,2013.0,264.0
8,2014.0,264.0
8,2015.0,264.0
8,2016.0,264.0
