geo_code,csd_name,characteristic,income_type,year,value
5909027,    Harrison Hot Springs,      One lone-parent census family without other persons in the household,  Median total income of households ($),2016,43776
5909027,    Harrison Hot Springs,      One lone-parent census family without other persons in the household,  Median after-tax income of households ($),2016,40448
5909027,    Harrison Hot Springs,        With a male lone parent,Total - Household income statistics,2016,5
5909027,    Harrison Hot Springs,        With a male lone parent,  Median total income of households ($),2016,0
5909027,    Harrison Hot Springs,        With a male lone parent,  Median after-tax income of households ($),2016,0
5909027,    Harrison Hot Springs,        With a female lone parent,Total - Household income statistics,2016,30
5909027,    Harrison Hot Springs,        With a female lone parent,  Median total income of households ($),2016,41088
5909027,    Harrison Hot Springs,        With a female lone parent,  Median after-tax income of households ($),2016,39552
5909027,    Harrison Hot Springs,    Other census family households,Total - Household income statistics,2016,25
5909027,    Harrison Hot Springs,    Other census family households,  Median total income of households ($),2016,126208
5909027,    Harrison Hot Springs,    Other census family households,  Median after-tax income of households ($),2016,107776
5909027,    Harrison Hot Springs,  Non-census-family households,Total - Household income statistics,2016,255
5909027,    Harrison Hot Springs,  Non-census-family households,  Median total income of households ($),2016,35648
5909027,    Harrison Hot Springs,  Non-census-family households,  Median after-tax income of households ($),2016,32320
5909032,    Kent,Total - Household type including census family structure,Total - Household income statistics,2016,2190
5909032,    Kent,Total - Household type including census family structure,  Median total income of households ($),2016,62272
5909032,    Kent,Total - Household type including census family structure,  Median after-tax income of households ($),2016,55467
5909032,    Kent,  Census family households,Total - Household income statistics,2016,1545
5909032,    Kent,  Census family households,  Median total income of households ($),2016,77385
5909032,    Kent,  Census family households,  Median after-tax income of households ($),2016,68028
5909032,    Kent,    One-census-family households without additional persons,Total - Household income statistics,2016,1410
5909032,    Kent,    One-census-family households without additional persons,  Median total income of households ($),2016,75008
5909032,    Kent,    One-census-family households without additional persons,  Median after-tax income of households ($),2016,66190
5909032,    Kent,      One couple census family without other persons in the household,Total - Household income statistics,2016,1255
5909032,    Kent,      One couple census family without other persons in the household,  Median total income of households ($),2016,78528
5909032,    Kent,      One couple census family without other persons in the household,  Median after-tax income of households ($),2016,69099
5909032,    Kent,        Without children,Total - Household income statistics,2016,790
5909032,    Kent,        Without children,  Median total income of households ($),2016,67285
5909032,    Kent,        Without children,  Median after-tax income of households ($),2016,60288
5909032,    Kent,        With children,Total - Household income statistics,2016,460
5909032,    Kent,        With children,  Median total income of households ($),2016,93440
5909032,    Kent,        With children,  Median after-tax income of households ($),2016,81749
5909032,    Kent,      One lone-parent census family without other persons in the household,Total - Household income statistics,2016,160
5909032,    Kent,      One lone-parent census family without other persons in the household,  Median total income of households ($),2016,44288
5909032,    Kent,      One lone-parent census family without other persons in the household,  Median after-tax income of households ($),2016,41984
5909032,    Kent,        With a male lone parent,Total - Household income statistics,2016,35
5909032,    Kent,        With a male lone parent,  Median total income of households ($),2016,51840
5909032,    Kent,        With a male lone parent,  Median after-tax income of households ($),2016,46720
5909032,    Kent,        With a female lone parent,Total - Household income statistics,2016,120
5909032,    Kent,        With a female lone parent,  Median total income of households ($),2016,44160
5909032,    Kent,        With a female lone parent,  Median after-tax income of households ($),2016,41856
5909032,    Kent,    Other census family households,Total - Household income statistics,2016,135
5909032,    Kent,    Other census family households,  Median total income of households ($),2016,109440
5909032,    Kent,    Other census family households,  Median after-tax income of households ($),2016,98048
5909032,    Kent,  Non-census-family households,Total - Household income statistics,2016,640
5909032,    Kent,  Non-census-family households,  Median total income of households ($),2016,34389
5909032,    Kent,  Non-census-family households,  Median after-tax income of households ($),2016,30912
5909034,    Fraser Valley D,Total - Household type including census family structure,Total - Household income statistics,2016,525
5909034,    Fraser Valley D,Total - Household type including census family structure,  Median total income of households ($),2016,92160
5909034,    Fraser Valley D,Total - Household type including census family structure,  Median after-tax income of households ($),2016,78976
5909034,    Fraser Valley D,  Census family households,Total - Household income statistics,2016,445
5909034,    Fraser Valley D,  Census family households,  Median total income of households ($),2016,101888
5909034,    Fraser Valley D,  Census family households,  Median after-tax income of households ($),2016,88235
5909034,    Fraser Valley D,    One-census-family households without additional persons,Total - Household income statistics,2016,415
5909034,    Fraser Valley D,    One-census-family households without additional persons,  Median total income of households ($),2016,100992
5909034,    Fraser Valley D,    One-census-family households without additional persons,  Median after-tax income of households ($),2016,86443
5909034,    Fraser Valley D,      One couple census family without other persons in the household,Total - Household income statistics,2016,395
5909034,    Fraser Valley D,      One couple census family without other persons in the household,  Median total income of households ($),2016,102741
5909034,    Fraser Valley D,      One couple census family without other persons in the household,  Median after-tax income of households ($),2016,89600
5909034,    Fraser Valley D,        Without children,Total - Household income statistics,2016,195
5909034,    Fraser Valley D,        Without children,  Median total income of households ($),2016,80384
5909034,    Fraser Valley D,        Without children,  Median after-tax income of households ($),2016,69632
5909034,    Fraser Valley D,        With children,Total - Household income statistics,2016,200
5909034,    Fraser Valley D,        With children,  Median total income of households ($),2016,120832
5909034,    Fraser Valley D,        With children,  Median after-tax income of households ($),2016,103424
5909034,    Fraser Valley D,      One lone-parent census family without other persons in the household,Total - Household income statistics,2016,15
5909034,    Fraser Valley D,      One lone-parent census family without other persons in the household,  Median total income of households ($),2016,0
5909034,    Fraser Valley D,      One lone-parent census family without other persons in the household,  Median after-tax income of households ($),2016,0
5909034,    Fraser Valley D,        With a male lone parent,Total - Household income statistics,2016,5
5909034,    Fraser Valley D,        With a male lone parent,  Median total income of households ($),2016,0
5909034,    Fraser Valley D,        With a male lone parent,  Median after-tax income of households ($),2016,0
5909034,    Fraser Valley D,        With a female lone parent,Total - Household income statistics,2016,15
5909034,    Fraser Valley D,        With a female lone parent,  Median total income of households ($),2016,0
5909034,    Fraser Valley D,        With a female lone parent,  Median after-tax income of households ($),2016,0
5909034,    Fraser Valley D,    Other census family households,Total - Household income statistics,2016,30
5909034,    Fraser Valley D,    Other census family households,  Median total income of households ($),2016,122112
5909034,    Fraser Valley D,    Other census family households,  Median after-tax income of households ($),2016,102784
5909034,    Fraser Valley D,  Non-census-family households,Total - Household income statistics,2016,85
5909034,    Fraser Valley D,  Non-census-family households,  Median total income of households ($),2016,36864
5909034,    Fraser Valley D,  Non-census-family households,  Median after-tax income of households ($),2016,32832
5909035,    Fraser Valley H,Total - Household type including census family structure,Total - Household income statistics,2016,865
5909035,    Fraser Valley H,Total - Household type including census family structure,  Median total income of households ($),2016,61525
5909035,    Fraser Valley H,Total - Household type including census family structure,  Median after-tax income of households ($),2016,54784
5909035,    Fraser Valley H,  Census family households,Total - Household income statistics,2016,560
5909035,    Fraser Valley H,  Census family households,  Median total income of households ($),2016,83456
5909035,    Fraser Valley H,  Census family households,  Median after-tax income of households ($),2016,73728
5909035,    Fraser Valley H,    One-census-family households without additional persons,Total - Household income statistics,2016,510
5909035,    Fraser Valley H,    One-census-family households without additional persons,  Median total income of households ($),2016,80896
5909035,    Fraser Valley H,    One-census-family households without additional persons,  Median after-tax income of households ($),2016,70400
5909035,    Fraser Valley H,      One couple census family without other persons in the household,Total - Household income statistics,2016,460
5909035,    Fraser Valley H,      One couple census family without other persons in the household,  Median total income of households ($),2016,84736
5909035,    Fraser Valley H,      One couple census family without other persons in the household,  Median after-tax income of households ($),2016,76352
5909035,    Fraser Valley H,        Without children,Total - Household income statistics,2016,315
5909035,    Fraser Valley H,        Without children,  Median total income of households ($),2016,77184
5909035,    Fraser Valley H,        Without children,  Median after-tax income of households ($),2016,67669
5909035,    Fraser Valley H,        With children,Total - Household income statistics,2016,145
5909035,    Fraser Valley H,        With children,  Median total income of households ($),2016,107008
5909035,    Fraser Valley H,        With children,  Median after-tax income of households ($),2016,89600
5909035,    Fraser Valley H,      One lone-parent census family without other persons in the household,Total - Household income statistics,2016,50
5909035,    Fraser Valley H,      One lone-parent census family without other persons in the household,  Median total income of households ($),2016,54912
5909035,    Fraser Valley H,      One lone-parent census family without other persons in the household,  Median after-tax income of households ($),2016,49984
5909035,    Fraser Valley H,        With a male lone parent,Total - Household income statistics,2016,15
5909035,    Fraser Valley H,        With a male lone parent,  Median total income of households ($),2016,0
5909035,    Fraser Valley H,        With a male lone parent,  Median after-tax income of households ($),2016,0
5909035,    Fraser Valley H,        With a female lone parent,Total - Household income statistics,2016,35
5909035,    Fraser Valley H,        With a female lone parent,  Median total income of households ($),2016,46080
5909035,    Fraser Valley H,        With a female lone parent,  Median after-tax income of households ($),2016,43648
5909035,    Fraser Valley H,    Other census family households,Total - Household income statistics,2016,45
5909035,    Fraser Valley H,    Other census family households,  Median total income of households ($),2016,108544
5909035,    Fraser Valley H,    Other census family households,  Median after-tax income of households ($),2016,101376
5909035,    Fraser Valley H,  Non-census-family households,Total - Household income statistics,2016,305
5909035,    Fraser Valley H,  Non-census-family households,  Median total income of households ($),2016,32e3
5909035,    Fraser Valley H,  Non-census-family households,  Median after-tax income of households ($),2016,29312
5909036,    Fraser Valley E,Total - Household type including census family structure,Total - Household income statistics,2016,650
5909036,    Fraser Valley E,Total - Household type including census family structure,  Median total income of households ($),2016,55744
5909036,    Fraser Valley E,Total - Household type including census family structure,  Median after-tax income of households ($),2016,49195
5909036,    Fraser Valley E,  Census family households,Total - Household income statistics,2016,440
5909036,    Fraser Valley E,  Census family households,  Median total income of households ($),2016,74624
5909036,    Fraser Valley E,  Census family households,  Median after-tax income of households ($),2016,65877
5909036,    Fraser Valley E,    One-census-family households without additional persons,Total - Household income statistics,2016,395
5909036,    Fraser Valley E,    One-census-family households without additional persons,  Median total income of households ($),2016,69035
5909036,    Fraser Valley E,    One-census-family households without additional persons,  Median after-tax income of households ($),2016,60800
5909036,    Fraser Valley E,      One couple census family without other persons in the household,Total - Household income statistics,2016,355
5909036,    Fraser Valley E,      One couple census family without other persons in the household,  Median total income of households ($),2016,75605
5909036,    Fraser Valley E,      One couple census family without other persons in the household,  Median after-tax income of households ($),2016,66389
5909036,    Fraser Valley E,        Without children,Total - Household income statistics,2016,245
5909036,    Fraser Valley E,        Without children,  Median total income of households ($),2016,63872
5909036,    Fraser Valley E,        Without children,  Median after-tax income of households ($),2016,55680
5909036,    Fraser Valley E,        With children,Total - Household income statistics,2016,110
5909036,    Fraser Valley E,        With children,  Median total income of households ($),2016,98560
5909036,    Fraser Valley E,        With children,  Median after-tax income of households ($),2016,86080
5909036,    Fraser Valley E,      One lone-parent census family without other persons in the household,Total - Household income statistics,2016,45
5909036,    Fraser Valley E,      One lone-parent census family without other persons in the household,  Median total income of households ($),2016,46912
5909036,    Fraser Valley E,      One lone-parent census family without other persons in the household,  Median after-tax income of households ($),2016,41088
5909036,    Fraser Valley E,        With a male lone parent,Total - Household income statistics,2016,15
5909036,    Fraser Valley E,        With a male lone parent,  Median total income of households ($),2016,0
5909036,    Fraser Valley E,        With a male lone parent,  Median after-tax income of households ($),2016,0
5909036,    Fraser Valley E,        With a female lone parent,Total - Household income statistics,2016,35
5909036,    Fraser Valley E,        With a female lone parent,  Median total income of households ($),2016,40832
5909036,    Fraser Valley E,        With a female lone parent,  Median after-tax income of households ($),2016,36608
5909036,    Fraser Valley E,    Other census family households,Total - Household income statistics,2016,40
5909036,    Fraser Valley E,    Other census family households,  Median total income of households ($),2016,118528
5909036,    Fraser Valley E,    Other census family households,  Median after-tax income of households ($),2016,107264
5909036,    Fraser Valley E,  Non-census-family households,Total - Household income statistics,2016,215
5909036,    Fraser Valley E,  Non-census-family households,  Median total income of households ($),2016,29216
5909036,    Fraser Valley E,  Non-census-family households,  Median after-tax income of households ($),2016,26304
5909048,    Fraser Valley C,Total - Household type including census family structure,Total - Household income statistics,2016,465
5909048,    Fraser Valley C,Total - Household type including census family structure,  Median total income of households ($),2016,61824
5909048,    Fraser Valley C,Total - Household type including census family structure,  Median after-tax income of households ($),2016,54144
5909048,    Fraser Valley C,  Census family households,Total - Household income statistics,2016,315
5909048,    Fraser Valley C,  Census family households,  Median total income of households ($),2016,75776
5909048,    Fraser Valley C,  Census family households,  Median after-tax income of households ($),2016,66816
5909048,    Fraser Valley C,    One-census-family households without additional persons,Total - Household income statistics,2016,290
5909048,    Fraser Valley C,    One-census-family households without additional persons,  Median total income of households ($),2016,74240
5909048,    Fraser Valley C,    One-census-family households without additional persons,  Median after-tax income of households ($),2016,64768
5909048,    Fraser Valley C,      One couple census family without other persons in the household,Total - Household income statistics,2016,270
5909048,    Fraser Valley C,      One couple census family without other persons in the household,  Median total income of households ($),2016,75456
5909048,    Fraser Valley C,      One couple census family without other persons in the household,  Median after-tax income of households ($),2016,66176
5909048,    Fraser Valley C,        Without children,Total - Household income statistics,2016,215
5909048,    Fraser Valley C,        Without children,  Median total income of households ($),2016,71936
5909048,    Fraser Valley C,        Without children,  Median after-tax income of households ($),2016,62848
5909048,    Fraser Valley C,        With children,Total - Household income statistics,2016,50
5909048,    Fraser Valley C,        With children,  Median total income of households ($),2016,91904
5909048,    Fraser Valley C,        With children,  Median after-tax income of households ($),2016,75776
5909048,    Fraser Valley C,      One lone-parent census family without other persons in the household,Total - Household income statistics,2016,20
5909048,    Fraser Valley C,      One lone-parent census family without other persons in the household,  Median total income of households ($),2016,0
5909048,    Fraser Valley C,      One lone-parent census family without other persons in the household,  Median after-tax income of households ($),2016,0
5909048,    Fraser Valley C,        With a male lone parent,Total - Household income statistics,2016,5
5909048,    Fraser Valley C,        With a male lone parent,  Median total income of households ($),2016,0
5909048,    Fraser Valley C,        With a male lone parent,  Median after-tax income of households ($),2016,0
5909048,    Fraser Valley C,        With a female lone parent,Total - Household income statistics,2016,15
5909048,    Fraser Valley C,        With a female lone parent,  Median total income of households ($),2016,0
5909048,    Fraser Valley C,        With a female lone parent,  Median after-tax income of households ($),2016,0
5909048,    Fraser Valley C,    Other census family households,Total - Household income statistics,2016,25
5909048,    Fraser Valley C,    Other census family households,  Median total income of households ($),2016,103936
5909048,    Fraser Valley C,    Other census family households,  Median after-tax income of households ($),2016,90880
5909048,    Fraser Valley C,  Non-census-family households,Total - Household income statistics,2016,145
5909048,    Fraser Valley C,  Non-census-family households,  Median total income of households ($),2016,32704
5909048,    Fraser Valley C,  Non-census-family households,  Median after-tax income of households ($),2016,30016
5909052,    Abbotsford,Total - Household type including census family structure,Total - Household income statistics,2016,49040
5909052,    Abbotsford,Total - Household type including census family structure,  Median total income of households ($),2016,72511
5909052,    Abbotsford,Total - Household type including census family structure,  Median after-tax income of households ($),2016,64112
5909052,    Abbotsford,  Census family households,Total - Household income statistics,2016,35590
5909052,    Abbotsford,  Census family households,  Median total income of households ($),2016,89475
5909052,    Abbotsford,  Census family households,  Median after-tax income of households ($),2016,78628
5909052,    Abbotsford,    One-census-family households without additional persons,Total - Household income statistics,2016,28760
5909052,    Abbotsford,    One-census-family households without additional persons,  Median total income of households ($),2016,82819
5909052,    Abbotsford,    One-census-family households without additional persons,  Median after-tax income of households ($),2016,72691
5909052,    Abbotsford,      One couple census family without other persons in the household,Total - Household income statistics,2016,24905
5909052,    Abbotsford,      One couple census family without other persons in the household,  Median total income of households ($),2016,88816
5909052,    Abbotsford,      One couple census family without other persons in the household,  Median after-tax income of households ($),2016,77471
5909052,    Abbotsford,        Without children,Total - Household income statistics,2016,11880
5909052,    Abbotsford,        Without children,  Median total income of households ($),2016,75313
5909052,    Abbotsford,        Without children,  Median after-tax income of households ($),2016,66609
5909052,    Abbotsford,        With children,Total - Household income statistics,2016,13025
5909052,    Abbotsford,        With children,  Median total income of households ($),2016,101811
5909052,    Abbotsford,        With children,  Median after-tax income of households ($),2016,88201
5909052,    Abbotsford,      One lone-parent census family without other persons in the household,Total - Household income statistics,2016,3855
5909052,    Abbotsford,      One lone-parent census family without other persons in the household,  Median total income of households ($),2016,48419
5909052,    Abbotsford,      One lone-parent census family without other persons in the household,  Median after-tax income of households ($),2016,44396
5909052,    Abbotsford,        With a male lone parent,Total - Household income statistics,2016,740
5909052,    Abbotsford,        With a male lone parent,  Median total income of households ($),2016,65792
5909052,    Abbotsford,        With a male lone parent,  Median after-tax income of households ($),2016,57045
5909052,    Abbotsford,        With a female lone parent,Total - Household income statistics,2016,3120
5909052,    Abbotsford,        With a female lone parent,  Median total income of households ($),2016,45111
5909052,    Abbotsford,        With a female lone parent,  Median after-tax income of households ($),2016,42089
5909052,    Abbotsford,    Other census family households,Total - Household income statistics,2016,6825
5909052,    Abbotsford,    Other census family households,  Median total income of households ($),2016,114837
5909052,    Abbotsford,    Other census family households,  Median after-tax income of households ($),2016,103578
5909052,    Abbotsford,  Non-census-family households,Total - Household income statistics,2016,13455
5909052,    Abbotsford,  Non-census-family households,  Median total income of households ($),2016,35559
5909052,    Abbotsford,  Non-census-family households,  Median after-tax income of households ($),2016,31973
5909056,    Mission,Total - Household type including census family structure,Total - Household income statistics,2016,13500
5909056,    Mission,Total - Household type including census family structure,  Median total income of households ($),2016,78159
5909056,    Mission,Total - Household type including census family structure,  Median after-tax income of households ($),2016,67975
5909056,    Mission,  Census family households,Total - Household income statistics,2016,10210
5909056,    Mission,  Census family households,  Median total income of households ($),2016,92473
5909056,    Mission,  Census family households,  Median after-tax income of households ($),2016,80024
5909056,    Mission,    One-census-family households without additional persons,Total - Household income statistics,2016,8370
5909056,    Mission,    One-census-family households without additional persons,  Median total income of households ($),2016,86509
5909056,    Mission,    One-census-family households without additional persons,  Median after-tax income of households ($),2016,74649
5909056,    Mission,      One couple census family without other persons in the household,Total - Household income statistics,2016,7085
5909056,    Mission,      One couple census family without other persons in the household,  Median total income of households ($),2016,93747
5909056,    Mission,      One couple census family without other persons in the household,  Median after-tax income of households ($),2016,80478
5909056,    Mission,        Without children,Total - Household income statistics,2016,3320
5909056,    Mission,        Without children,  Median total income of households ($),2016,79478
5909056,    Mission,        Without children,  Median after-tax income of households ($),2016,68992
5909056,    Mission,        With children,Total - Household income statistics,2016,3765
5909056,    Mission,        With children,  Median total income of households ($),2016,106923
5909056,    Mission,        With children,  Median after-tax income of households ($),2016,91051
5909056,    Mission,      One lone-parent census family without other persons in the household,Total - Household income statistics,2016,1285
5909056,    Mission,      One lone-parent census family without other persons in the household,  Median total income of households ($),2016,46976
5909056,    Mission,      One lone-parent census family without other persons in the household,  Median after-tax income of households ($),2016,43072
5909056,    Mission,        With a male lone parent,Total - Household income statistics,2016,300
5909056,    Mission,        With a male lone parent,  Median total income of households ($),2016,70451
5909056,    Mission,        With a male lone parent,  Median after-tax income of households ($),2016,59264
5909056,    Mission,        With a female lone parent,Total - Household income statistics,2016,990
