am_sid,am_category,reviewed,sciname,name_verified,iucn_sid,iucn_category,popn_trend,parent_sid,subpop_sid,popn_category,info_source,spp_group,id_no,iucn_subpop,presence,spatial_source,category_score,trend_score,status_gl,status_pr,status_gl_score,status_pr_score,iucn_score
Fis-26855,NA,null,Acanthopagrus australis,TRUE,170257,LC,Stable,NA,NA,LC,iucn,SEABREAMS_PORGIES,170257,NA,1,iucn,0,0,NA,NA,NA,NA,0
Fis-25680,NA,1,Acanthopagrus berda,TRUE,170266,LC,Unknown,NA,NA,LC,iucn,SEABREAMS_PORGIES,170266,NA,1,iucn,0,NA,NA,NA,NA,NA,0
Fis-25176,NA,null,Acanthopagrus bifasciatus,TRUE,170239,LC,Unknown,NA,NA,LC,iucn,SEABREAMS_PORGIES,170239,NA,1,iucn,0,NA,NA,NA,NA,NA,0
Fis-29194,NA,null,Acanthopagrus butcheri,TRUE,170189,LC,Stable,NA,NA,LC,iucn,SEABREAMS_PORGIES,170189,NA,1,iucn,0,0,NA,NA,NA,NA,0
Fis-150124,NA,1,Acanthopagrus schlegelii,TRUE,170153,LC,Stable,NA,NA,LC,iucn,SEABREAMS_PORGIES,170153,NA,1,iucn,0,0,NA,NA,NA,NA,0
Fis-53659,NA,1,Acanthostracion guineensis,TRUE,193767,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-49970,NA,null,Acanthostracion polygonius,TRUE,193646,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-22736,NA,1,Acanthostracion quadricornis,TRUE,193647,LC,Stable,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,0,NA,NA,NA,NA,0
Fis-30911,LC,1,Acanthurus achilles,TRUE,177960,LC,Stable,NA,NA,LC,iucn,SURGEONFISH_TANGS_UNICORNFISH,177960,NA,1,iucn,0,0,NA,NA,NA,NA,0
Fis-35635,LC,1,Acanthurus albipectoralis,TRUE,178007,LC,Unknown,NA,NA,LC,iucn,SURGEONFISH_TANGS_UNICORNFISH,178007,NA,1,iucn,0,NA,NA,NA,NA,NA,0
Fis-31085,LC,1,Acanthurus auranticavus,TRUE,177974,LC,Unknown,NA,NA,LC,iucn,SURGEONFISH_TANGS_UNICORNFISH,177974,NA,1,iucn,0,NA,NA,NA,NA,NA,0
Fis-29260,LC,1,Acanthurus bahianus,TRUE,177985,LC,Stable,NA,NA,LC,iucn,SURGEONFISH_TANGS_UNICORNFISH,177985,NA,1,iucn,0,0,NA,NA,NA,NA,0
Fis-31087,LC,1,Acanthurus blochii,TRUE,177971,LC,Stable,NA,NA,LC,iucn,SURGEONFISH_TANGS_UNICORNFISH,177971,NA,1,iucn,0,0,NA,NA,NA,NA,0
Fis-22976,LC,null,Acanthurus chirurgus,TRUE,177982,LC,Stable,NA,NA,LC,iucn,SURGEONFISH_TANGS_UNICORNFISH,177982,NA,1,iucn,0,0,NA,NA,NA,NA,0
Fis-29261,LC,1,Acanthurus coeruleus,TRUE,177953,LC,Stable,NA,NA,LC,iucn,SURGEONFISH_TANGS_UNICORNFISH,177953,NA,1,iucn,0,0,NA,NA,NA,NA,0
Fis-29579,LC,1,Acanthurus dussumieri,TRUE,177981,LC,Unknown,NA,NA,LC,iucn,SURGEONFISH_TANGS_UNICORNFISH,177981,NA,1,iucn,0,NA,NA,NA,NA,NA,0
Fis-31083,LC,null,Acanthurus fowleri,TRUE,177959,LC,Unknown,NA,NA,LC,iucn,SURGEONFISH_TANGS_UNICORNFISH,177959,NA,1,iucn,0,NA,NA,NA,NA,NA,0
Fis-51787,LC,1,Acanthurus gahhm,TRUE,154818,LC,Unknown,NA,NA,LC,iucn,SURGEONFISH_TANGS_UNICORNFISH,154818,NA,1,iucn,0,NA,NA,NA,NA,NA,0
Fis-31086,LC,1,Acanthurus grammoptilus,TRUE,178006,LC,Unknown,NA,NA,LC,iucn,SURGEONFISH_TANGS_UNICORNFISH,178006,NA,1,iucn,0,NA,NA,NA,NA,NA,0
Fis-31078,LC,null,Acanthurus guttatus,TRUE,177995,LC,Unknown,NA,NA,LC,iucn,SURGEONFISH_TANGS_UNICORNFISH,177995,NA,1,iucn,0,NA,NA,NA,NA,NA,0
Fis-53679,LC,null,Acanthurus japonicus,TRUE,177977,LC,Unknown,NA,NA,LC,iucn,SURGEONFISH_TANGS_UNICORNFISH,177977,NA,1,iucn,0,NA,NA,NA,NA,NA,0
Fis-25283,LC,1,Acanthurus leucopareius,TRUE,178011,LC,Stable,NA,NA,LC,iucn,SURGEONFISH_TANGS_UNICORNFISH,178011,NA,1,iucn,0,0,NA,NA,NA,NA,0
Fis-29580,LC,1,Acanthurus leucosternon,TRUE,178000,LC,Unknown,NA,NA,LC,iucn,SURGEONFISH_TANGS_UNICORNFISH,178000,NA,1,iucn,0,NA,NA,NA,NA,NA,0
Fis-23320,LC,1,Acanthurus lineatus,TRUE,177993,LC,Stable,NA,NA,LC,iucn,SURGEONFISH_TANGS_UNICORNFISH,177993,NA,1,iucn,0,0,NA,NA,NA,NA,0
Fis-25286,LC,1,Acanthurus maculiceps,TRUE,177957,LC,Unknown,NA,NA,LC,iucn,SURGEONFISH_TANGS_UNICORNFISH,177957,NA,1,iucn,0,NA,NA,NA,NA,NA,0
Fis-29578,LC,1,Acanthurus mata,TRUE,177967,LC,Stable,NA,NA,LC,iucn,SURGEONFISH_TANGS_UNICORNFISH,177967,NA,1,iucn,0,0,NA,NA,NA,NA,0
Fis-29581,LC,null,Acanthurus monroviae,TRUE,178023,LC,Unknown,NA,NA,LC,iucn,SURGEONFISH_TANGS_UNICORNFISH,178023,NA,1,iucn,0,NA,NA,NA,NA,NA,0
Fis-25952,LC,1,Acanthurus nigricans,TRUE,177969,LC,Stable,NA,NA,LC,iucn,SURGEONFISH_TANGS_UNICORNFISH,177969,NA,1,iucn,0,0,NA,NA,NA,NA,0
Fis-25952,LC,1,Acanthurus nigricans,TRUE,177953,LC,Stable,NA,NA,LC,iucn,SURGEONFISH_TANGS_UNICORNFISH,177953,NA,1,iucn,0,0,NA,NA,NA,NA,0
Fis-25952,LC,1,Acanthurus nigricans,TRUE,154818,LC,Unknown,NA,NA,LC,iucn,SURGEONFISH_TANGS_UNICORNFISH,154818,NA,1,iucn,0,NA,NA,NA,NA,NA,0
Fis-31084,LC,null,Acanthurus nigricauda,TRUE,154818,LC,Unknown,NA,NA,LC,iucn,SURGEONFISH_TANGS_UNICORNFISH,154818,NA,1,iucn,0,NA,NA,NA,NA,NA,0
Fis-31084,LC,null,Acanthurus nigricauda,TRUE,178017,LC,Stable,NA,NA,LC,iucn,SURGEONFISH_TANGS_UNICORNFISH,178017,NA,1,iucn,0,0,NA,NA,NA,NA,0
Fis-25284,LC,null,Acanthurus nigrofuscus,TRUE,178019,LC,Stable,NA,NA,LC,iucn,SURGEONFISH_TANGS_UNICORNFISH,178019,NA,1,iucn,0,0,NA,NA,NA,NA,0
Fis-31079,LC,1,Acanthurus nigroris,TRUE,177999,LC,Stable,NA,NA,LC,iucn,SURGEONFISH_TANGS_UNICORNFISH,177999,NA,1,iucn,0,0,NA,NA,NA,NA,0
Fis-25281,LC,null,Acanthurus nubilus,TRUE,177961,LC,Unknown,NA,NA,LC,iucn,SURGEONFISH_TANGS_UNICORNFISH,177961,NA,1,iucn,0,NA,NA,NA,NA,NA,0
Fis-31082,LC,1,Acanthurus olivaceus,TRUE,177991,LC,Stable,NA,NA,LC,iucn,SURGEONFISH_TANGS_UNICORNFISH,177991,NA,1,iucn,0,0,NA,NA,NA,NA,0
Fis-31081,LC,1,Acanthurus pyroferus,TRUE,178022,LC,Stable,NA,NA,LC,iucn,SURGEONFISH_TANGS_UNICORNFISH,178022,NA,1,iucn,0,0,NA,NA,NA,NA,0
Fis-25285,LC,null,Acanthurus sohal,TRUE,177987,LC,Stable,NA,NA,LC,iucn,SURGEONFISH_TANGS_UNICORNFISH,177987,NA,1,iucn,0,0,NA,NA,NA,NA,0
Fis-4576,LC,null,Acanthurus tennentii,TRUE,177997,LC,Stable,NA,NA,LC,iucn,SURGEONFISH_TANGS_UNICORNFISH,177997,NA,1,iucn,0,0,NA,NA,NA,NA,0
Fis-25282,LC,null,Acanthurus thompsoni,TRUE,178008,LC,Stable,NA,NA,LC,iucn,SURGEONFISH_TANGS_UNICORNFISH,178008,NA,1,iucn,0,0,NA,NA,NA,NA,0
Fis-23321,LC,null,Acanthurus triostegus,TRUE,177965,LC,Stable,NA,NA,LC,iucn,SURGEONFISH_TANGS_UNICORNFISH,177965,NA,1,iucn,0,0,NA,NA,NA,NA,0
Fis-35352,LC,1,Acanthurus tristis,TRUE,177998,LC,Stable,NA,NA,LC,iucn,SURGEONFISH_TANGS_UNICORNFISH,177998,NA,1,iucn,0,0,NA,NA,NA,NA,0
Fis-29584,LC,null,Acanthurus xanthopterus,TRUE,177989,LC,Stable,NA,NA,LC,iucn,SURGEONFISH_TANGS_UNICORNFISH,177989,NA,1,iucn,0,0,NA,NA,NA,NA,0
Fis-26599,NA,null,Achirus achirus,TRUE,16404574,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-128376,NA,null,Achirus declivis,TRUE,16404805,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-28883,LC,null,Achirus klunzingeri,TRUE,183389,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-24400,NA,null,Achirus lineatus,TRUE,193273,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-27804,LC,1,Achirus mazatlanus,TRUE,183932,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-28885,LC,null,Achirus scutum,TRUE,183574,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-29141,VU,null,Achoerodus gouldii,TRUE,187520,VU,Decreasing,NA,NA,VU,iucn,WRASSE,187520,NA,1,iucn,0.4,-0.5,NA,NA,NA,NA,0.4
Fis-29585,VU,1,Acipenser brevirostrum,TRUE,222,VU,Decreasing,NA,NA,VU,iucn,NA,NA,NA,NA,am,0.4,-0.5,NA,NA,NA,NA,0.4
Fis-29588,NT,1,Acipenser medirostris,TRUE,233,NT,Stable,NA,NA,NT,iucn,NA,NA,NA,NA,am,0.8,0,G3,S1N,0.4,0.8,0.2
Fis-58742,NT,1,Acipenser oxyrinchus,TRUE,245,NT,Increasing,NA,242,NT,iucn,NA,NA,NA,NA,am,0.2,0.5,NA,NA,NA,NA,0.2
Fis-58742,NT,1,Acipenser oxyrinchus,TRUE,245,NT,Increasing,NA,243,NT,iucn,NA,NA,NA,NA,am,0.2,0.5,NA,NA,NA,NA,0.2
Fis-29593,CR,1,Acipenser sturio,TRUE,230,CR,Decreasing,NA,NA,CR,iucn,NA,NA,NA,NA,am,0.8,-0.5,NA,NA,NA,NA,0.8
Fis-29594,LC,null,Acipenser transmontanus,TRUE,234,LC,Stable,NA,44559,LC,iucn,NA,NA,NA,NA,am,0.6,0,G4,S2,0.2,0.6,0
Fis-29594,LC,null,Acipenser transmontanus,TRUE,234,LC,Stable,NA,44559,LC,iucn,NA,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0
Fis-29594,LC,null,Acipenser transmontanus,TRUE,234,LC,Stable,NA,44559,LC,iucn,NA,NA,NA,NA,am,0.8,0,G4T3T4,S1,NA,0.8,0
Fis-29594,LC,null,Acipenser transmontanus,TRUE,234,LC,Stable,NA,44559,LC,iucn,NA,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0
Fis-29594,LC,null,Acipenser transmontanus,TRUE,234,LC,Stable,NA,44559,LC,iucn,NA,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0
Fis-29594,LC,null,Acipenser transmontanus,TRUE,234,LC,Stable,NA,44559,LC,iucn,NA,NA,NA,NA,am,0.8,0,G4T1,S1,NA,0.8,0
Fis-29594,LC,null,Acipenser transmontanus,TRUE,234,LC,Stable,NA,44559,LC,iucn,NA,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0
Fis-29594,LC,null,Acipenser transmontanus,TRUE,234,LC,Stable,NA,257,LC,iucn,NA,NA,NA,NA,am,0.6,0,G4,S2,0.2,0.6,0
Fis-29594,LC,null,Acipenser transmontanus,TRUE,234,LC,Stable,NA,257,LC,iucn,NA,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0
Fis-29594,LC,null,Acipenser transmontanus,TRUE,234,LC,Stable,NA,257,LC,iucn,NA,NA,NA,NA,am,0.8,0,G4T3T4,S1,NA,0.8,0
Fis-29594,LC,null,Acipenser transmontanus,TRUE,234,LC,Stable,NA,257,LC,iucn,NA,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0
Fis-29594,LC,null,Acipenser transmontanus,TRUE,234,LC,Stable,NA,257,LC,iucn,NA,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0
Fis-29594,LC,null,Acipenser transmontanus,TRUE,234,LC,Stable,NA,257,LC,iucn,NA,NA,NA,NA,am,0.8,0,G4T1,S1,NA,0.8,0
Fis-29594,LC,null,Acipenser transmontanus,TRUE,234,LC,Stable,NA,257,LC,iucn,NA,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0
Fis-29594,LC,null,Acipenser transmontanus,TRUE,234,LC,Stable,NA,44561,LC,iucn,NA,NA,NA,NA,am,0.6,0,G4,S2,0.2,0.6,0
Fis-29594,LC,null,Acipenser transmontanus,TRUE,234,LC,Stable,NA,44561,LC,iucn,NA,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0
Fis-29594,LC,null,Acipenser transmontanus,TRUE,234,LC,Stable,NA,44561,LC,iucn,NA,NA,NA,NA,am,0.8,0,G4T3T4,S1,NA,0.8,0
Fis-29594,LC,null,Acipenser transmontanus,TRUE,234,LC,Stable,NA,44561,LC,iucn,NA,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0
Fis-29594,LC,null,Acipenser transmontanus,TRUE,234,LC,Stable,NA,44561,LC,iucn,NA,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0
Fis-29594,LC,null,Acipenser transmontanus,TRUE,234,LC,Stable,NA,44561,LC,iucn,NA,NA,NA,NA,am,0.8,0,G4T1,S1,NA,0.8,0
Fis-29594,LC,null,Acipenser transmontanus,TRUE,234,LC,Stable,NA,44561,LC,iucn,NA,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0
Fis-29594,LC,null,Acipenser transmontanus,TRUE,234,LC,Stable,NA,44562,LC,iucn,NA,NA,NA,NA,am,0.6,0,G4,S2,0.2,0.6,0
Fis-29594,LC,null,Acipenser transmontanus,TRUE,234,LC,Stable,NA,44562,LC,iucn,NA,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0
Fis-29594,LC,null,Acipenser transmontanus,TRUE,234,LC,Stable,NA,44562,LC,iucn,NA,NA,NA,NA,am,0.8,0,G4T3T4,S1,NA,0.8,0
Fis-29594,LC,null,Acipenser transmontanus,TRUE,234,LC,Stable,NA,44562,LC,iucn,NA,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0
Fis-29594,LC,null,Acipenser transmontanus,TRUE,234,LC,Stable,NA,44562,LC,iucn,NA,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0
Fis-29594,LC,null,Acipenser transmontanus,TRUE,234,LC,Stable,NA,44562,LC,iucn,NA,NA,NA,NA,am,0.8,0,G4T1,S1,NA,0.8,0
Fis-29594,LC,null,Acipenser transmontanus,TRUE,234,LC,Stable,NA,44562,LC,iucn,NA,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0
Fis-29594,LC,null,Acipenser transmontanus,TRUE,234,LC,Stable,NA,44560,LC,iucn,NA,NA,NA,NA,am,0.6,0,G4,S2,0.2,0.6,0
Fis-29594,LC,null,Acipenser transmontanus,TRUE,234,LC,Stable,NA,44560,LC,iucn,NA,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0
Fis-29594,LC,null,Acipenser transmontanus,TRUE,234,LC,Stable,NA,44560,LC,iucn,NA,NA,NA,NA,am,0.8,0,G4T3T4,S1,NA,0.8,0
Fis-29594,LC,null,Acipenser transmontanus,TRUE,234,LC,Stable,NA,44560,LC,iucn,NA,NA,NA,NA,am,0.8,0,G4T1Q,S1,NA,0.8,0
Fis-29594,LC,null,Acipenser transmontanus,TRUE,234,LC,Stable,NA,44560,LC,iucn,NA,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0
Fis-29594,LC,null,Acipenser transmontanus,TRUE,234,LC,Stable,NA,44560,LC,iucn,NA,NA,NA,NA,am,0.8,0,G4T1,S1,NA,0.8,0
Fis-29594,LC,null,Acipenser transmontanus,TRUE,234,LC,Stable,NA,44560,LC,iucn,NA,NA,NA,NA,am,0.6,0,G4T2,S2,NA,0.6,0
Fis-143375,LC,null,Acromycter perturbator,TRUE,155234,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-24401,NA,null,Acyrtops beryllinus,TRUE,185922,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-50003,NA,null,Acyrtus rubiginosus,TRUE,185876,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-27240,EN,null,Aetobatus flagellum,TRUE,60119,EN,Decreasing,NA,NA,EN,iucn,NA,NA,NA,NA,am,0.6,-0.5,NA,NA,NA,NA,0.6
Fis-23322,NT,1,Aetobatus narinari,TRUE,39415,NT,Decreasing,NA,NA,NT,iucn,NA,NA,NA,NA,am,0.2,-0.5,NA,NA,NA,NA,0.2
Fis-28560,EN,null,Aetomylaeus maculatus,TRUE,60120,EN,Decreasing,NA,NA,EN,iucn,NA,NA,NA,NA,am,0.6,-0.5,NA,NA,NA,NA,0.6
Fis-28561,NA,null,Aetomylaeus milvus,TRUE,60120,EN,Decreasing,NA,NA,EN,iucn,NA,NA,NA,NA,am,0.6,-0.5,NA,NA,NA,NA,0.6
Fis-27676,VU,1,Aetomylaeus nichofii,TRUE,41717,VU,Decreasing,NA,NA,VU,iucn,NA,NA,NA,NA,am,0.4,-0.5,NA,NA,NA,NA,0.4
Fis-28562,EN,1,Aetomylaeus vespertilio,TRUE,60121,EN,Decreasing,NA,NA,EN,iucn,NA,NA,NA,NA,am,0.6,-0.5,NA,NA,NA,NA,0.6
Fis-23323,LC,null,Agonostomus monticola,TRUE,192943,LC,Stable,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,0,NA,NA,NA,NA,0
Fis-22710,NA,null,Agonus cataphractus,TRUE,18227168,LC,Increasing,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,0.5,NA,NA,NA,NA,0
Fis-23895,NA,null,Ahlia egmontis,TRUE,199311,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-33219,NA,null,Ahliesaurus berryi,TRUE,13485141,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-59174,NA,null,Aidablennius sphynx,TRUE,185168,LC,Stable,NA,NA,LC,iucn,COMBTOOTHBLENNIES,185168,NA,1,iucn,0,0,NA,NA,NA,NA,0
Fis-26397,LC,null,Akarotaxis nudiceps,TRUE,154740,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-150540,LC,null,Alcichthys elongatus,TRUE,154619,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-28698,NA,1,Aldrichetta forsteri,TRUE,197036,LC,Stable,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,0,NA,NA,NA,NA,0
Fis-26565,NA,null,Aldrovandia affinis,TRUE,190356,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-33132,NA,null,Aldrovandia gracilis,TRUE,190486,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-33133,NA,null,Aldrovandia oleosa,TRUE,190312,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-27254,NA,null,Aldrovandia phalacra,TRUE,195838,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-13508,NA,null,Alectis alexandrina,TRUE,198772,LC,Stable,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,0,NA,NA,NA,NA,0
Fis-22977,LC,null,Alectis ciliaris,TRUE,155014,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-23326,LC,null,Alepes vari,TRUE,155134,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-29601,NA,1,Alepisaurus brevirostris,TRUE,60469186,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-29263,LC,null,Alepisaurus ferox,TRUE,154820,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,GNR,SNR,NA,NA,0
Fis-33231,NA,null,Alepocephalus agassizii,TRUE,15147715,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-33232,NA,null,Alepocephalus australis,TRUE,15147725,LC,Stable,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,0,NA,NA,NA,NA,0
Fis-33746,NA,null,Alepocephalus productus,TRUE,18139074,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-31228,NA,null,Alepocephalus rostratus,TRUE,198626,LC,Stable,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,0,NA,NA,NA,NA,0
Fis-162810,NA,null,Alionematichthys minyomma,TRUE,190242,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-50498,NA,null,Alloblennius parvus,TRUE,48320397,LC,Unknown,NA,NA,LC,iucn,COMBTOOTHBLENNIES,48320397,NA,1,iucn,0,NA,NA,NA,NA,NA,0
Fis-33207,NA,null,Allocyttus guineensis,TRUE,21133190,LC,Unknown,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,NA,NA,NA,NA,NA,0
Fis-27309,NA,null,Allocyttus verrucosus,TRUE,21133195,LC,Stable,NA,NA,LC,iucn,NA,NA,NA,NA,am,0,0,NA,NA,NA,NA,0
Fis-29265,LC,1,Allothunnus fallai,TRUE,170349,LC,Stable,NA,NA,LC,iucn,TUNAS_BILLFISHES,170349,NA,1,iucn,0,0,NA,NA,NA,NA,0
Fis-31568,VU,1,Alopias pelagicus,TRUE,161597,VU,Decreasing,NA,NA,VU,iucn,NA,NA,NA,NA,am,0.4,-0.5,NA,NA,NA,NA,0.4
Fis-23898,VU,1,Alopias superciliosus,TRUE,161696,VU,Decreasing,NA,NA,VU,iucn,NA,NA,NA,NA,am,0.4,-0.5,NA,NA,NA,NA,0.4
