am_sid,iucn_sid,spatial_source,sciname,cat_score,pr_score,trend_score,cat_ts,cat_txt,cat_ts_score,year
Fis-29588,233,am,Acipenser medirostris,0.8,0.8,0.0,VU,Vulnerable,0.4,1990.0
Fis-29588,233,am,Acipenser medirostris,0.8,0.8,0.0,VU,Vulnerable,0.4,1991.0
Fis-29588,233,am,Acipenser medirostris,0.8,0.8,0.0,VU,Vulnerable,0.4,1992.0
Fis-29588,233,am,Acipenser medirostris,0.8,0.8,0.0,VU,Vulnerable,0.4,1993.0
Fis-29588,233,am,Acipenser medirostris,0.8,0.8,0.0,VU,Vulnerable,0.4,1994.0
Fis-29588,233,am,Acipenser medirostris,0.8,0.8,0.0,VU,Vulnerable,0.4,1995.0
Fis-29588,233,am,Acipenser medirostris,0.8,0.8,0.0,VU,Vulnerable,0.4,1996.0
Fis-29588,233,am,Acipenser medirostris,0.8,0.8,0.0,VU,Vulnerable,0.4,1997.0
Fis-29588,233,am,Acipenser medirostris,0.8,0.8,0.0,VU,Vulnerable,0.4,1998.0
Fis-29588,233,am,Acipenser medirostris,0.8,0.8,0.0,VU,Vulnerable,0.4,1999.0
Fis-29588,233,am,Acipenser medirostris,0.8,0.8,0.0,VU,Vulnerable,0.4,2e3
Fis-29588,233,am,Acipenser medirostris,0.8,0.8,0.0,VU,Vulnerable,0.4,2001.0
Fis-29588,233,am,Acipenser medirostris,0.8,0.8,0.0,VU,Vulnerable,0.4,2002.0
Fis-29588,233,am,Acipenser medirostris,0.8,0.8,0.0,VU,Vulnerable,0.4,2003.0
Fis-29588,233,am,Acipenser medirostris,0.8,0.8,0.0,VU,Vulnerable,0.4,2004.0
Fis-29588,233,am,Acipenser medirostris,0.8,0.8,0.0,VU,Vulnerable,0.4,2005.0
Fis-29588,233,am,Acipenser medirostris,0.8,0.8,0.0,NT,Near Threatened,0.2,2006.0
Fis-29588,233,am,Acipenser medirostris,0.8,0.8,0.0,NT,Near Threatened,0.2,2007.0
Fis-29588,233,am,Acipenser medirostris,0.8,0.8,0.0,NT,Near Threatened,0.2,2008.0
Fis-29588,233,am,Acipenser medirostris,0.8,0.8,0.0,NT,Near Threatened,0.2,2009.0
Fis-29588,233,am,Acipenser medirostris,0.8,0.8,0.0,NT,Near Threatened,0.2,2010.0
Fis-29588,233,am,Acipenser medirostris,0.8,0.8,0.0,NT,Near Threatened,0.2,2011.0
Fis-29588,233,am,Acipenser medirostris,0.8,0.8,0.0,NT,Near Threatened,0.2,2012.0
Fis-29588,233,am,Acipenser medirostris,0.8,0.8,0.0,NT,Near Threatened,0.2,2013.0
Fis-29588,233,am,Acipenser medirostris,0.8,0.8,0.0,NT,Near Threatened,0.2,2014.0
Fis-29588,233,am,Acipenser medirostris,0.8,0.8,0.0,NT,Near Threatened,0.2,2015.0
Fis-29588,233,am,Acipenser medirostris,0.8,0.8,0.0,NT,Near Threatened,0.2,2016.0
Fis-29594,234,am,Acipenser transmontanus,0.7142857142857143,0.7142857142857143,0.0,NT,Lower Risk/near threatened,0.2,1965.0
Fis-29594,234,am,Acipenser transmontanus,0.7142857142857143,0.7142857142857143,0.0,NT,Lower Risk/near threatened,0.2,1966.0
Fis-29594,234,am,Acipenser transmontanus,0.7142857142857143,0.7142857142857143,0.0,NT,Lower Risk/near threatened,0.2,1967.0
Fis-29594,234,am,Acipenser transmontanus,0.7142857142857143,0.7142857142857143,0.0,NT,Lower Risk/near threatened,0.2,1968.0
Fis-29594,234,am,Acipenser transmontanus,0.7142857142857143,0.7142857142857143,0.0,NT,Lower Risk/near threatened,0.2,1969.0
Fis-29594,234,am,Acipenser transmontanus,0.7142857142857143,0.7142857142857143,0.0,NT,Lower Risk/near threatened,0.2,1970.0
Fis-29594,234,am,Acipenser transmontanus,0.7142857142857143,0.7142857142857143,0.0,NT,Lower Risk/near threatened,0.2,1971.0
Fis-29594,234,am,Acipenser transmontanus,0.7142857142857143,0.7142857142857143,0.0,NT,Lower Risk/near threatened,0.2,1972.0
Fis-29594,234,am,Acipenser transmontanus,0.7142857142857143,0.7142857142857143,0.0,NT,Lower Risk/near threatened,0.2,1973.0
Fis-29594,234,am,Acipenser transmontanus,0.7142857142857143,0.7142857142857143,0.0,NT,Lower Risk/near threatened,0.2,1974.0
Fis-29594,234,am,Acipenser transmontanus,0.7142857142857143,0.7142857142857143,0.0,NT,Lower Risk/near threatened,0.2,1975.0
Fis-29594,234,am,Acipenser transmontanus,0.7142857142857143,0.7142857142857143,0.0,NT,Lower Risk/near threatened,0.2,1976.0
Fis-29594,234,am,Acipenser transmontanus,0.7142857142857143,0.7142857142857143,0.0,NT,Lower Risk/near threatened,0.2,1977.0
Fis-29594,234,am,Acipenser transmontanus,0.7142857142857143,0.7142857142857143,0.0,NT,Lower Risk/near threatened,0.2,1978.0
Fis-29594,234,am,Acipenser transmontanus,0.7142857142857143,0.7142857142857143,0.0,NT,Lower Risk/near threatened,0.2,1979.0
Fis-29594,234,am,Acipenser transmontanus,0.7142857142857143,0.7142857142857143,0.0,NT,Lower Risk/near threatened,0.2,1980.0
Fis-29594,234,am,Acipenser transmontanus,0.7142857142857143,0.7142857142857143,0.0,NT,Lower Risk/near threatened,0.2,1981.0
Fis-29594,234,am,Acipenser transmontanus,0.7142857142857143,0.7142857142857143,0.0,NT,Lower Risk/near threatened,0.2,1982.0
Fis-29594,234,am,Acipenser transmontanus,0.7142857142857143,0.7142857142857143,0.0,NT,Lower Risk/near threatened,0.2,1983.0
Fis-29594,234,am,Acipenser transmontanus,0.7142857142857143,0.7142857142857143,0.0,NT,Lower Risk/near threatened,0.2,1984.0
Fis-29594,234,am,Acipenser transmontanus,0.7142857142857143,0.7142857142857143,0.0,NT,Lower Risk/near threatened,0.2,1985.0
Fis-29594,234,am,Acipenser transmontanus,0.7142857142857143,0.7142857142857143,0.0,NT,Lower Risk/near threatened,0.2,1986.0
Fis-29594,234,am,Acipenser transmontanus,0.7142857142857143,0.7142857142857143,0.0,NT,Lower Risk/near threatened,0.2,1987.0
Fis-29594,234,am,Acipenser transmontanus,0.7142857142857143,0.7142857142857143,0.0,NT,Lower Risk/near threatened,0.2,1988.0
Fis-29594,234,am,Acipenser transmontanus,0.7142857142857143,0.7142857142857143,0.0,NT,Lower Risk/near threatened,0.2,1989.0
Fis-29594,234,am,Acipenser transmontanus,0.7142857142857143,0.7142857142857143,0.0,NT,Lower Risk/near threatened,0.2,1990.0
Fis-29594,234,am,Acipenser transmontanus,0.7142857142857143,0.7142857142857143,0.0,NT,Lower Risk/near threatened,0.2,1991.0
Fis-29594,234,am,Acipenser transmontanus,0.7142857142857143,0.7142857142857143,0.0,NT,Lower Risk/near threatened,0.2,1992.0
Fis-29594,234,am,Acipenser transmontanus,0.7142857142857143,0.7142857142857143,0.0,NT,Lower Risk/near threatened,0.2,1993.0
Fis-29594,234,am,Acipenser transmontanus,0.7142857142857143,0.7142857142857143,0.0,NT,Lower Risk/near threatened,0.2,1994.0
Fis-29594,234,am,Acipenser transmontanus,0.7142857142857143,0.7142857142857143,0.0,NT,Lower Risk/near threatened,0.2,1995.0
Fis-29594,234,am,Acipenser transmontanus,0.7142857142857143,0.7142857142857143,0.0,NT,Lower Risk/near threatened,0.2,1996.0
Fis-29594,234,am,Acipenser transmontanus,0.7142857142857143,0.7142857142857143,0.0,NT,Lower Risk/near threatened,0.2,1997.0
Fis-29594,234,am,Acipenser transmontanus,0.7142857142857143,0.7142857142857143,0.0,NT,Lower Risk/near threatened,0.2,1998.0
Fis-29594,234,am,Acipenser transmontanus,0.7142857142857143,0.7142857142857143,0.0,NT,Lower Risk/near threatened,0.2,1999.0
Fis-29594,234,am,Acipenser transmontanus,0.7142857142857143,0.7142857142857143,0.0,NT,Lower Risk/near threatened,0.2,2e3
Fis-29594,234,am,Acipenser transmontanus,0.7142857142857143,0.7142857142857143,0.0,NT,Lower Risk/near threatened,0.2,2001.0
Fis-29594,234,am,Acipenser transmontanus,0.7142857142857143,0.7142857142857143,0.0,NT,Lower Risk/near threatened,0.2,2002.0
Fis-29594,234,am,Acipenser transmontanus,0.7142857142857143,0.7142857142857143,0.0,NT,Lower Risk/near threatened,0.2,2003.0
Fis-29594,234,am,Acipenser transmontanus,0.7142857142857143,0.7142857142857143,0.0,LC,Least Concern,0.0,2004.0
Fis-29594,234,am,Acipenser transmontanus,0.7142857142857143,0.7142857142857143,0.0,LC,Least Concern,0.0,2005.0
Fis-29594,234,am,Acipenser transmontanus,0.7142857142857143,0.7142857142857143,0.0,LC,Least Concern,0.0,2006.0
Fis-29594,234,am,Acipenser transmontanus,0.7142857142857143,0.7142857142857143,0.0,LC,Least Concern,0.0,2007.0
Fis-29594,234,am,Acipenser transmontanus,0.7142857142857143,0.7142857142857143,0.0,LC,Least Concern,0.0,2008.0
Fis-29594,234,am,Acipenser transmontanus,0.7142857142857143,0.7142857142857143,0.0,LC,Least Concern,0.0,2009.0
Fis-29594,234,am,Acipenser transmontanus,0.7142857142857143,0.7142857142857143,0.0,LC,Least Concern,0.0,2010.0
Fis-29594,234,am,Acipenser transmontanus,0.7142857142857143,0.7142857142857143,0.0,LC,Least Concern,0.0,2011.0
Fis-29594,234,am,Acipenser transmontanus,0.7142857142857143,0.7142857142857143,0.0,LC,Least Concern,0.0,2012.0
Fis-29594,234,am,Acipenser transmontanus,0.7142857142857143,0.7142857142857143,0.0,LC,Least Concern,0.0,2013.0
Fis-29594,234,am,Acipenser transmontanus,0.7142857142857143,0.7142857142857143,0.0,LC,Least Concern,0.0,2014.0
Fis-29594,234,am,Acipenser transmontanus,0.7142857142857143,0.7142857142857143,0.0,LC,Least Concern,0.0,2015.0
Fis-29594,234,am,Acipenser transmontanus,0.7142857142857143,0.7142857142857143,0.0,LC,Least Concern,0.0,2016.0
ITS-Mam-180524,2474,iucn,Balaenoptera acutorostrata,0.2,0.2,0.0,NT,Lower Risk/near threatened,0.2,1965.0
ITS-Mam-180524,2474,iucn,Balaenoptera acutorostrata,0.2,0.2,0.0,NT,Lower Risk/near threatened,0.2,1966.0
ITS-Mam-180524,2474,iucn,Balaenoptera acutorostrata,0.2,0.2,0.0,NT,Lower Risk/near threatened,0.2,1967.0
ITS-Mam-180524,2474,iucn,Balaenoptera acutorostrata,0.2,0.2,0.0,NT,Lower Risk/near threatened,0.2,1968.0
ITS-Mam-180524,2474,iucn,Balaenoptera acutorostrata,0.2,0.2,0.0,NT,Lower Risk/near threatened,0.2,1969.0
ITS-Mam-180524,2474,iucn,Balaenoptera acutorostrata,0.2,0.2,0.0,NT,Lower Risk/near threatened,0.2,1970.0
ITS-Mam-180524,2474,iucn,Balaenoptera acutorostrata,0.2,0.2,0.0,NT,Lower Risk/near threatened,0.2,1971.0
ITS-Mam-180524,2474,iucn,Balaenoptera acutorostrata,0.2,0.2,0.0,NT,Lower Risk/near threatened,0.2,1972.0
ITS-Mam-180524,2474,iucn,Balaenoptera acutorostrata,0.2,0.2,0.0,NT,Lower Risk/near threatened,0.2,1973.0
ITS-Mam-180524,2474,iucn,Balaenoptera acutorostrata,0.2,0.2,0.0,NT,Lower Risk/near threatened,0.2,1974.0
ITS-Mam-180524,2474,iucn,Balaenoptera acutorostrata,0.2,0.2,0.0,NT,Lower Risk/near threatened,0.2,1975.0
ITS-Mam-180524,2474,iucn,Balaenoptera acutorostrata,0.2,0.2,0.0,NT,Lower Risk/near threatened,0.2,1976.0
ITS-Mam-180524,2474,iucn,Balaenoptera acutorostrata,0.2,0.2,0.0,NT,Lower Risk/near threatened,0.2,1977.0
ITS-Mam-180524,2474,iucn,Balaenoptera acutorostrata,0.2,0.2,0.0,NT,Lower Risk/near threatened,0.2,1978.0
ITS-Mam-180524,2474,iucn,Balaenoptera acutorostrata,0.2,0.2,0.0,NT,Lower Risk/near threatened,0.2,1979.0
ITS-Mam-180524,2474,iucn,Balaenoptera acutorostrata,0.2,0.2,0.0,NT,Lower Risk/near threatened,0.2,1980.0
ITS-Mam-180524,2474,iucn,Balaenoptera acutorostrata,0.2,0.2,0.0,NT,Lower Risk/near threatened,0.2,1981.0
ITS-Mam-180524,2474,iucn,Balaenoptera acutorostrata,0.2,0.2,0.0,NT,Lower Risk/near threatened,0.2,1982.0
ITS-Mam-180524,2474,iucn,Balaenoptera acutorostrata,0.2,0.2,0.0,NT,Lower Risk/near threatened,0.2,1983.0
ITS-Mam-180524,2474,iucn,Balaenoptera acutorostrata,0.2,0.2,0.0,NT,Lower Risk/near threatened,0.2,1984.0
ITS-Mam-180524,2474,iucn,Balaenoptera acutorostrata,0.2,0.2,0.0,NT,Lower Risk/near threatened,0.2,1985.0
ITS-Mam-180524,2474,iucn,Balaenoptera acutorostrata,0.2,0.2,0.0,NT,Lower Risk/near threatened,0.2,1986.0
ITS-Mam-180524,2474,iucn,Balaenoptera acutorostrata,0.2,0.2,0.0,NT,Lower Risk/near threatened,0.2,1987.0
ITS-Mam-180524,2474,iucn,Balaenoptera acutorostrata,0.2,0.2,0.0,NT,Lower Risk/near threatened,0.2,1988.0
ITS-Mam-180524,2474,iucn,Balaenoptera acutorostrata,0.2,0.2,0.0,NT,Lower Risk/near threatened,0.2,1989.0
ITS-Mam-180524,2474,iucn,Balaenoptera acutorostrata,0.2,0.2,0.0,NT,Lower Risk/near threatened,0.2,1990.0
ITS-Mam-180524,2474,iucn,Balaenoptera acutorostrata,0.2,0.2,0.0,NT,Lower Risk/near threatened,0.2,1991.0
ITS-Mam-180524,2474,iucn,Balaenoptera acutorostrata,0.2,0.2,0.0,NT,Lower Risk/near threatened,0.2,1992.0
ITS-Mam-180524,2474,iucn,Balaenoptera acutorostrata,0.2,0.2,0.0,NT,Lower Risk/near threatened,0.2,1993.0
ITS-Mam-180524,2474,iucn,Balaenoptera acutorostrata,0.2,0.2,0.0,NT,Lower Risk/near threatened,0.2,1994.0
ITS-Mam-180524,2474,iucn,Balaenoptera acutorostrata,0.2,0.2,0.0,NT,Lower Risk/near threatened,0.2,1995.0
ITS-Mam-180524,2474,iucn,Balaenoptera acutorostrata,0.2,0.2,0.0,NT,Lower Risk/near threatened,0.2,1996.0
ITS-Mam-180524,2474,iucn,Balaenoptera acutorostrata,0.2,0.2,0.0,NT,Lower Risk/near threatened,0.2,1997.0
ITS-Mam-180524,2474,iucn,Balaenoptera acutorostrata,0.2,0.2,0.0,NT,Lower Risk/near threatened,0.2,1998.0
ITS-Mam-180524,2474,iucn,Balaenoptera acutorostrata,0.2,0.2,0.0,NT,Lower Risk/near threatened,0.2,1999.0
ITS-Mam-180524,2474,iucn,Balaenoptera acutorostrata,0.2,0.2,0.0,NT,Lower Risk/near threatened,0.2,2e3
ITS-Mam-180524,2474,iucn,Balaenoptera acutorostrata,0.2,0.2,0.0,NT,Lower Risk/near threatened,0.2,2001.0
ITS-Mam-180524,2474,iucn,Balaenoptera acutorostrata,0.2,0.2,0.0,NT,Lower Risk/near threatened,0.2,2002.0
ITS-Mam-180524,2474,iucn,Balaenoptera acutorostrata,0.2,0.2,0.0,NT,Lower Risk/near threatened,0.2,2003.0
ITS-Mam-180524,2474,iucn,Balaenoptera acutorostrata,0.2,0.2,0.0,NT,Lower Risk/near threatened,0.2,2004.0
ITS-Mam-180524,2474,iucn,Balaenoptera acutorostrata,0.2,0.2,0.0,NT,Lower Risk/near threatened,0.2,2005.0
ITS-Mam-180524,2474,iucn,Balaenoptera acutorostrata,0.2,0.2,0.0,NT,Lower Risk/near threatened,0.2,2006.0
ITS-Mam-180524,2474,iucn,Balaenoptera acutorostrata,0.2,0.2,0.0,NT,Lower Risk/near threatened,0.2,2007.0
ITS-Mam-180524,2474,iucn,Balaenoptera acutorostrata,0.2,0.2,0.0,LC,Least Concern,0.0,2008.0
ITS-Mam-180524,2474,iucn,Balaenoptera acutorostrata,0.2,0.2,0.0,LC,Least Concern,0.0,2009.0
ITS-Mam-180524,2474,iucn,Balaenoptera acutorostrata,0.2,0.2,0.0,LC,Least Concern,0.0,2010.0
ITS-Mam-180524,2474,iucn,Balaenoptera acutorostrata,0.2,0.2,0.0,LC,Least Concern,0.0,2011.0
ITS-Mam-180524,2474,iucn,Balaenoptera acutorostrata,0.2,0.2,0.0,LC,Least Concern,0.0,2012.0
ITS-Mam-180524,2474,iucn,Balaenoptera acutorostrata,0.2,0.2,0.0,LC,Least Concern,0.0,2013.0
ITS-Mam-180524,2474,iucn,Balaenoptera acutorostrata,0.2,0.2,0.0,LC,Least Concern,0.0,2014.0
ITS-Mam-180524,2474,iucn,Balaenoptera acutorostrata,0.2,0.2,0.0,LC,Least Concern,0.0,2015.0
ITS-Mam-180524,2474,iucn,Balaenoptera acutorostrata,0.2,0.2,0.0,LC,Least Concern,0.0,2016.0
ITS-Mam-180526,2475,iucn,Balaenoptera borealis,1.0,1.0,NA,VU,Vulnerable,0.4,1965.0
ITS-Mam-180526,2475,iucn,Balaenoptera borealis,1.0,1.0,NA,VU,Vulnerable,0.4,1966.0
ITS-Mam-180526,2475,iucn,Balaenoptera borealis,1.0,1.0,NA,VU,Vulnerable,0.4,1967.0
ITS-Mam-180526,2475,iucn,Balaenoptera borealis,1.0,1.0,NA,VU,Vulnerable,0.4,1968.0
ITS-Mam-180526,2475,iucn,Balaenoptera borealis,1.0,1.0,NA,VU,Vulnerable,0.4,1969.0
ITS-Mam-180526,2475,iucn,Balaenoptera borealis,1.0,1.0,NA,VU,Vulnerable,0.4,1970.0
ITS-Mam-180526,2475,iucn,Balaenoptera borealis,1.0,1.0,NA,VU,Vulnerable,0.4,1971.0
ITS-Mam-180526,2475,iucn,Balaenoptera borealis,1.0,1.0,NA,VU,Vulnerable,0.4,1972.0
ITS-Mam-180526,2475,iucn,Balaenoptera borealis,1.0,1.0,NA,VU,Vulnerable,0.4,1973.0
ITS-Mam-180526,2475,iucn,Balaenoptera borealis,1.0,1.0,NA,VU,Vulnerable,0.4,1974.0
ITS-Mam-180526,2475,iucn,Balaenoptera borealis,1.0,1.0,NA,VU,Vulnerable,0.4,1975.0
ITS-Mam-180526,2475,iucn,Balaenoptera borealis,1.0,1.0,NA,VU,Vulnerable,0.4,1976.0
ITS-Mam-180526,2475,iucn,Balaenoptera borealis,1.0,1.0,NA,VU,Vulnerable,0.4,1977.0
ITS-Mam-180526,2475,iucn,Balaenoptera borealis,1.0,1.0,NA,VU,Vulnerable,0.4,1978.0
ITS-Mam-180526,2475,iucn,Balaenoptera borealis,1.0,1.0,NA,VU,Vulnerable,0.4,1979.0
ITS-Mam-180526,2475,iucn,Balaenoptera borealis,1.0,1.0,NA,VU,Vulnerable,0.4,1980.0
ITS-Mam-180526,2475,iucn,Balaenoptera borealis,1.0,1.0,NA,VU,Vulnerable,0.4,1981.0
ITS-Mam-180526,2475,iucn,Balaenoptera borealis,1.0,1.0,NA,VU,Vulnerable,0.4,1982.0
ITS-Mam-180526,2475,iucn,Balaenoptera borealis,1.0,1.0,NA,VU,Vulnerable,0.4,1983.0
ITS-Mam-180526,2475,iucn,Balaenoptera borealis,1.0,1.0,NA,VU,Vulnerable,0.4,1984.0
ITS-Mam-180526,2475,iucn,Balaenoptera borealis,1.0,1.0,NA,VU,Vulnerable,0.4,1985.0
ITS-Mam-180526,2475,iucn,Balaenoptera borealis,1.0,1.0,NA,VU,Vulnerable,0.4,1986.0
ITS-Mam-180526,2475,iucn,Balaenoptera borealis,1.0,1.0,NA,VU,Vulnerable,0.4,1987.0
ITS-Mam-180526,2475,iucn,Balaenoptera borealis,1.0,1.0,NA,VU,Vulnerable,0.4,1988.0
ITS-Mam-180526,2475,iucn,Balaenoptera borealis,1.0,1.0,NA,VU,Vulnerable,0.4,1989.0
ITS-Mam-180526,2475,iucn,Balaenoptera borealis,1.0,1.0,NA,VU,Vulnerable,0.4,1990.0
ITS-Mam-180526,2475,iucn,Balaenoptera borealis,1.0,1.0,NA,VU,Vulnerable,0.4,1991.0
ITS-Mam-180526,2475,iucn,Balaenoptera borealis,1.0,1.0,NA,VU,Vulnerable,0.4,1992.0
ITS-Mam-180526,2475,iucn,Balaenoptera borealis,1.0,1.0,NA,VU,Vulnerable,0.4,1993.0
ITS-Mam-180526,2475,iucn,Balaenoptera borealis,1.0,1.0,NA,VU,Vulnerable,0.4,1994.0
ITS-Mam-180526,2475,iucn,Balaenoptera borealis,1.0,1.0,NA,VU,Vulnerable,0.4,1995.0
ITS-Mam-180526,2475,iucn,Balaenoptera borealis,1.0,1.0,NA,EN,Endangered,0.6,1996.0
ITS-Mam-180526,2475,iucn,Balaenoptera borealis,1.0,1.0,NA,EN,Endangered,0.6,1997.0
ITS-Mam-180526,2475,iucn,Balaenoptera borealis,1.0,1.0,NA,EN,Endangered,0.6,1998.0
ITS-Mam-180526,2475,iucn,Balaenoptera borealis,1.0,1.0,NA,EN,Endangered,0.6,1999.0
ITS-Mam-180526,2475,iucn,Balaenoptera borealis,1.0,1.0,NA,EN,Endangered,0.6,2e3
ITS-Mam-180526,2475,iucn,Balaenoptera borealis,1.0,1.0,NA,EN,Endangered,0.6,2001.0
ITS-Mam-180526,2475,iucn,Balaenoptera borealis,1.0,1.0,NA,EN,Endangered,0.6,2002.0
ITS-Mam-180526,2475,iucn,Balaenoptera borealis,1.0,1.0,NA,EN,Endangered,0.6,2003.0
ITS-Mam-180526,2475,iucn,Balaenoptera borealis,1.0,1.0,NA,EN,Endangered,0.6,2004.0
ITS-Mam-180526,2475,iucn,Balaenoptera borealis,1.0,1.0,NA,EN,Endangered,0.6,2005.0
ITS-Mam-180526,2475,iucn,Balaenoptera borealis,1.0,1.0,NA,EN,Endangered,0.6,2006.0
ITS-Mam-180526,2475,iucn,Balaenoptera borealis,1.0,1.0,NA,EN,Endangered,0.6,2007.0
ITS-Mam-180526,2475,iucn,Balaenoptera borealis,1.0,1.0,NA,EN,Endangered,0.6,2008.0
ITS-Mam-180526,2475,iucn,Balaenoptera borealis,1.0,1.0,NA,EN,Endangered,0.6,2009.0
ITS-Mam-180526,2475,iucn,Balaenoptera borealis,1.0,1.0,NA,EN,Endangered,0.6,2010.0
ITS-Mam-180526,2475,iucn,Balaenoptera borealis,1.0,1.0,NA,EN,Endangered,0.6,2011.0
ITS-Mam-180526,2475,iucn,Balaenoptera borealis,1.0,1.0,NA,EN,Endangered,0.6,2012.0
ITS-Mam-180526,2475,iucn,Balaenoptera borealis,1.0,1.0,NA,EN,Endangered,0.6,2013.0
ITS-Mam-180526,2475,iucn,Balaenoptera borealis,1.0,1.0,NA,EN,Endangered,0.6,2014.0
ITS-Mam-180526,2475,iucn,Balaenoptera borealis,1.0,1.0,NA,EN,Endangered,0.6,2015.0
ITS-Mam-180526,2475,iucn,Balaenoptera borealis,1.0,1.0,NA,EN,Endangered,0.6,2016.0
ITS-Mam-180528,2477,iucn,Balaenoptera musculus,0.8,0.8,0.5,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1965.0
ITS-Mam-180528,2477,iucn,Balaenoptera musculus,0.8,0.8,0.5,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1966.0
ITS-Mam-180528,2477,iucn,Balaenoptera musculus,0.8,0.8,0.5,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1967.0
ITS-Mam-180528,2477,iucn,Balaenoptera musculus,0.8,0.8,0.5,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1968.0
ITS-Mam-180528,2477,iucn,Balaenoptera musculus,0.8,0.8,0.5,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1969.0
ITS-Mam-180528,2477,iucn,Balaenoptera musculus,0.8,0.8,0.5,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1970.0
ITS-Mam-180528,2477,iucn,Balaenoptera musculus,0.8,0.8,0.5,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1971.0
ITS-Mam-180528,2477,iucn,Balaenoptera musculus,0.8,0.8,0.5,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1972.0
ITS-Mam-180528,2477,iucn,Balaenoptera musculus,0.8,0.8,0.5,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1973.0
ITS-Mam-180528,2477,iucn,Balaenoptera musculus,0.8,0.8,0.5,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1974.0
ITS-Mam-180528,2477,iucn,Balaenoptera musculus,0.8,0.8,0.5,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1975.0
ITS-Mam-180528,2477,iucn,Balaenoptera musculus,0.8,0.8,0.5,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1976.0
ITS-Mam-180528,2477,iucn,Balaenoptera musculus,0.8,0.8,0.5,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1977.0
ITS-Mam-180528,2477,iucn,Balaenoptera musculus,0.8,0.8,0.5,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1978.0
ITS-Mam-180528,2477,iucn,Balaenoptera musculus,0.8,0.8,0.5,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1979.0
ITS-Mam-180528,2477,iucn,Balaenoptera musculus,0.8,0.8,0.5,CR,"""Very rare and believed to be decreasing in numbers""",0.8,1980.0
