ecoregion_code,n_spp,pressure_sum,ecoregion
20109,3,1.5955027679866327,Andaman and Nicobar Islands
20110,2,0.974301103971011,Andaman Sea Coral Coast
20111,3,1.224301103971011,Western Sumatra
20112,7,3.2404524986854106,Gulf of Tonkin
20113,12,5.700275988517117,Southern China
20114,2,0.8805833483398281,South China Sea Oceanic Islands
20115,4,2.67656192637118,Gulf of Thailand
20116,3,1.629486452523235,Southern Vietnam
20117,7,4.208333799377531,Sunda Shelf
20118,4,1.9830398431165088,Malacca Strait
20119,2,0.704280148208035,Southern Java
20120,2,0.5,Cocos-Keeling/Christmas Island
20121,11,5.267666940210221,South Kuroshio Current
20123,4,1.7576908776391973,Mariana Islands
20124,3,2.2020422028464397,East Caroline Islands
20125,2,1.7340421086397262,West Caroline Islands
20126,3,1.664735198316308,Palawan/North Borneo
20127,4,2.7743676867599802,Eastern Philippines
20128,2,1.0923780770396418,Sulawesi Sea/Makassar Strait
20129,2,1.2411457409166802,Halmahera
20130,2,1.2411457409166802,Papua
20131,7,4.441020285961277,Banda Sea
20132,5,2.7709077013483716,Lesser Sunda
20133,5,3.0358349374090525,Northeast Sulawesi
20134,1,0.520020955762976,Bismarck Sea
20135,1,0.7211247851537042,Solomon Archipelago
20136,1,0.520020955762976,Solomon Sea
20137,7,3.237128116358928,Southeast Papua New Guinea
20138,3,1.664735198316308,Gulf of Papua
20139,4,1.8623990328026179,Arafura Sea
20140,4,2.3135028621933462,Arnhem Coast to Gulf of Carpenteria
20141,5,2.407220617824529,Bonaparte Coast
20142,11,5.588917147717359,Torres Strait Northern Great Barrier Reef
20143,12,6.307466836819354,Central and Southern Great Barrier Reef
20144,8,4.397604620047907,Exmouth to Broome
20145,7,3.5721228078242504,Ningaloo
20146,2,1.5466065973773606,Tonga Islands
20148,3,2.087595499233,Vanuatu
20149,5,3.027742634623826,New Caledonia
20150,8,4.128431634002424,Coral Sea
20151,1,0.8254818122236566,Lord Howe and Norfolk Islands
20153,1,0.7211247851537042,Marshall Islands
20155,1,0.8660254037844386,Line Islands
20158,1,0.6551853485522241,Tuamotus
20160,1,0.8254818122236566,Southern Cook/Austral Islands
20161,4,3.1392274571919505,Society Islands
20162,1,0.7937005259840997,Marquesas
20164,1,0.39685026299204984,Revillagigedos
20166,5,2.3404068381715337,Mexican Tropical Pacific
20167,4,2.336025685510921,Chiapas-Nicaragua
20168,7,3.805233069779637,Nicoya
20169,1,0.7211247851537042,Cocos Islands
20170,6,3.019038387403141,Panama Bight
20171,2,1.1860442048005087,Guayaquil
20172,1,0.3605623925768521,Northern Galapagos Islands
20173,1,0.3605623925768521,Eastern Galapagos Islands
20174,1,0.3605623925768521,Western Galapagos Islands
20175,3,2.0628232149770214,Central Peru
20176,6,3.4596734779690714,Humboldtian
20177,5,3.0628232149770214,Central Chile
20178,4,2.7746179436768355,Araucanian
20179,1,0.7937005259840997,Juan Fernández and Desventuradas
20180,18,10.287809518059456,Southeastern Brazil
20181,11,6.397920170111227,Rio Grande
20182,14,7.5504981486696146,Rio de la Plata
20183,9,5.246731399338812,Uruguay-Buenos Aires Shelf
20186,5,2.9127574326768277,Malvinas/Falklands
20187,8,5.726578731395328,Channels and Fjords of Southern Chile
20188,4,2.4809174176927358,Chiloense
20191,5,3.3818810421400487,Namaqua
20192,12,6.871916689342388,Agulhas
20193,8,4.761206253111975,Natal
20197,16,8.82315342540799,Three Kings-North Cape
20200,11,5.8572686813239105,Southern New Zealand
20202,11,5.797989754343643,Tweed-Moreton
20203,13,7.829502123976909,Manning-Hawkesbury
20204,43,24.716954545013806,Cape Howe
20205,44,25.615104969752622,Bassian
20206,33,19.446422039832445,Western Bassian
20207,24,14.67527047849381,South Australian Gulfs
20208,9,4.736791765623558,Great Australian Bight
20209,18,9.582717884358896,Leeuwin
20210,8,4.026402956032285,Shark Bay
20211,26,14.09372329327948,Houtman
20214,1,0.4330127018922193,Kerguelen Islands
20217,1,0.4330127018922193,Bouvet Island
20223,1,0.4330127018922193,Antarctic Peninsula
20227,1,0.4330127018922193,Weddell Sea
25007,1,0.520020955762976,Baffin Bay - Davis Strait
25014,3,1.520020955762976,Eastern Bering Sea
25031,62,40.34215768055253,Aegean Sea
25032,74,46.96242292084341,Levantine Sea
25033,20,14.649788079995856,Tunisian Plateau/Gulf of Sidra
25034,32,21.278145030777548,Ionian Sea
25035,66,45.58915353504545,Western Mediterranean
25036,14,9.743655284400011,Alboran Sea
25040,22,14.641939021130868,Gulf of Maine/Bay of Fundy
25042,24,12.925614983910023,Carolinian
25046,2,1.3660576472607655,Kamchatka Shelf and Coast
25055,28,18.66808654321173,North American Pacific Fijordland
25056,62,39.20845194579195,Puget Trough/Georgia Basin
25057,65,41.87178742210515,"Oregon, Washington, Vancouver Coast and Shelf"
25058,92,56.828884306928714,Northern California
25059,49,31.246706184403926,Southern California Bight
25080,8,5.298949942571078,Sahelian Upwelling
25081,6,3.935061636440673,Gulf of Guinea West
25085,5,3.6350057330870396,Gulf of Guinea South
25086,6,4.460487545310696,Angolan
25147,5,3.2041302661901807,Fiji Islands
25152,74,36.054534667968724,Hawaiian Islands
25154,1,0.75,Gilbert/Ellis Islands
25184,7,3.9009133273947523,North Patagonian Gulfs
25185,5,2.9209845802102894,Patagonian Shelf
25190,6,4.324349232001187,Namib
25195,1,0.39685026299204984,Kermadec Island
25196,27,15.4921676399547,Northeastern New Zealand
25199,23,13.39463890955324,Central New Zealand
