Species.ID,SPECIES.NAME,Higher.taxa,Genus,Species,Common.name,System.FTM,System.FrLandMar,Entry.info,Database.source,Database.scope,Ecos.services,Ag.pest
33,Musculista senhousia,Invertebrate - Mollusc,Musculista,senhousia,"Bag mussel, Green bagmussel, Green mussel, Senouse's mussel, Japanese mussel, Asian date mussel",MR,Marine,"AP (7/5/05), RG (10/20/07)",Ref006,Introduced,No,
34,Polysiphonia brodiei,Algae,Polysiphonia,brodiei,Red macroalga,MR,Marine,"AP (7/5/05), RG (11/03/07)",Ref006,Introduced,No,
35,Godiva quadricolor,Invertebrate - Mollusc,Godiva,quadricolor,"Sea Slug, Aolid Nudibranch",MR,Marine,"AP (7/7/05), RG (11/03/07)",Ref006,Introduced,No,
36,Styela clava,Tunicate,Styela,clava,"Leathery Sea Squirt, Club sea squirt, Club tunicate, Asian tunicate, Rough sea squirt",MR,Marine,"AP (7/7/05), RG (10/20/07)",Ref006,Introduced,No,
37,Undaria pinnatifida,Plant,Undaria,pinnatifida,Wakame (Japanese),MR,Marine,"AP (7/7/05), RG (10/16/07)",Ref006,Introduced,Yes,
38,Mytilopsis sallei,Invertebrate - Mollusc,Mytilopsis,sallei,"Black striped Mussel (English), caliche (Spanish-Venezuela), Caribbean black-striped false mussel (English-Australia), Caribbean black-striped mussel (English-Australia), false mussel (English), Santo Domingo false mussel (English)",MR,Marine,"AP (7/7/05), RG (11/04/07)",Ref006,Introduced,No,Yes
107,Hygrophila costata,Plant,Hygrophila,costata,Glush Weed,MR,Marine,AP (7/21/05),Ref007,Weed,,No
147,Gracilaria salicornia,Algae,Gracilaria,salicornia,"Red Algae, canot-canot (Arabic)",MR,Marine,"AP (8/25/05), RG (11/4/07)",Ref009,Invasive,No,No
148,Hypnea musciformis,Algae,Hypnea,musciformis,Red Algae,MR,Marine,AP (8/25/05),Ref009,Invasive,,No
149,Kappaphycus alvarezii,Algae,Kappaphycus,alvarezii,Red Algae,MR,Marine,"AP (8/25/05), (9/6/05), RG (11/04/07)",Ref009,Invasive,Yes,No
150,Gracilaria tikvahiae,Algae,Gracilaria,tikvahiae,Red Algae,MR,Marine,AP (8/25/05),Ref009,Invasive,,No
151,Avrainvillea amadelpha,Algae,Avrainvillea,amadelpha,"Green Algae, leather mudweed",MR,Marine,"AP (8/25/05), RG (11/04/07)",Ref009,Invasive,No,No
152,Bryopsis pennata,Algae,Bryopsis,pennata,"Green Algae, Sea Fern",MR,Marine,AP (8/29/05),Ref009,Invasive Native,,No
159,Gonodactylaceus falcatus,Invertebrate - Arthropod - Crustacean,Gonodactylaceus,falcatus,Philippine mantis shrimp,MR,Marine,AP (9/7/05) RG (02/25/06),Ref009,Introduced,,No
160,Ligia exotica,Invertebrate - Arthropod - Crustacean,Ligia,exotica,"Wharf Roach, sea roach","TR, MR","Marine, Land",AP (9/7/05) RG (02/25/06),Ref009,Introduced,,No
161,Pachygrapsus fakaravensis,Invertebrate - Arthropod - Crustacean,Pachygrapsus,fakaravensis,Polynesian grapsid crab,MR,Marine,AP (9/7/05) RG (02/25/06),Ref009,Introduced,,No
184,Juncus acutus,Plant,Juncus,acutus,"Spiny Rush, Sharp Rush","TR, MR","Marine, Land",AP (8/8/05),Ref007,Noxious weed,,No
254,Mnemiopsis leidyi,Invertebrate - Ctenophore,Mnemiopsis,leidyi,"American comb jelly, comb jelly, comb jellyfish (English), Rippenqualle (German), sea gooseberry, sea walnut (English), Venus' girdle, warty comb jelly","FW, MR","Marine, Freshwater",AP (8/24/05) RG (03/18/06),Ref011,Invasive,,No
255,Cercopagis pengoi,Invertebrate - Arthropod - Crustacean,Cercopagis,pengoi,"Fish-hook waterflea (English), Kaspischer Wasserfloh (German)","FW, MR","Marine, Freshwater",AP (8/24/05) RG (03/18/06),Ref011,Invasive,,No
257,Gmelinoides fasciatus,Invertebrate - Arthropod - Other,Gmelinoides,fasciatus,Baikalian amphipod,"FW, MR","Marine, Freshwater",AP (8/24/05) RG (03/17/06),Ref011,Invasive,,No
258,Marenzelleria viridis,Invertebrate - Annelid,Marenzelleria,viridis,North-American polychaete,MR,Marine,RG (03/02/06),Ref012,Non-Native,,No
259,Acanthophora spicifera,Algae,Acanthophora,spicifera,Red Algae,MR,Marine,AP (8/25/05),Ref009,Invasive,,No
260,Cladophora sericea,Algae,Cladophora,sericea,Green Algae,MR,Marine,AP (8/29/05),Ref009,Invasive Native,,No
261,Caulerpa taxifolia,Plant,Caulerpa,taxifolia,"Green Algae, caulerpa (English), killer alga (English), lukay-lukay (Philippines), Schlauchalge (German), sea weed (English)",MR,Marine,AP (8/29/05) RG (03/18/06),Ref009,Invasive Native,,No
262,Dictyosphaeria cavernosa,Algae,Dictyosphaeria,cavernosa,Green Algae,MR,Marine,AP (9/6/05),Ref009,Invasive Native,,No
263,Ulva fasciata,Algae,Ulva,fasciata,"Green Algae, Sea Lettuce",MR,Marine,AP (9/6/05),Ref009,Invasive Native,,No
265,Haliclona (Sigmadocia) caerulea,Invertebrate - Porifera (Sponges),Haliclona (Sigmadocia),caerulea,Blue Caribbean Sponge,MR,Marine,AP (9/6/05),Ref009,Introduced,,No
266,Gelliodes fibrosa,Invertebrate - Porifera (Sponges),Gelliodes,fibrosa,Gray Encrusting Sponge,MR,Marine,AP (9/6/05),Ref009,Introduced,,No
267,Suberites zeteki,Invertebrate - Porifera (Sponges),Suberites,zeteki,Lobate sponge,MR,Marine,AP (9/6/05),Ref009,Introduced,,No
268,Mycale (Zygomycale) parishii,Invertebrate - Porifera (Sponges),Mycale (Zygomycale),parishii,Red-brown Branching Sponge,MR,Marine,AP (9/6/05) RG (02/23/06),Ref009,Introduced,,No
282,Alexandrium minutum,Algae,Alexandrium,minutum,"Toxic Dinoflagellate, red tide dinoflagellate, red tide phytoplankton",MR,Marine,"AP (6/28/05), RG (11/03/07)",Ref006,Introduced,No,
283,Botryllus schlosseri,Tunicate,Botryllus,schlosseri,"Star ascidian, Star Sea Squirt, Golden Star Tunicate",MR,Marine,"AP (6/28/05), RG (11/03/07)",Ref006,Introduced,No,
284,Bugula neritina,Bryozoan,Bugula,neritina,Brown bryozoan,MR,Marine,"AP (6/28/05), AP (9/7/05) RG (02/26/06)","Ref006, Ref009",Introduced,,No
285,Carcinus maenas,Invertebrate - Arthropod - Crustacean,Carcinus,maenas,"European Shore Crab (English), green crab (English), strandkrabbe (German)",MR,Marine,"AP (6/28/05), RG (11/14/07)",Ref006,Introduced,No,
286,Ciona intestinalis,Tunicate,Ciona,intestinalis,Solitary Ascidian,MR,Marine,AP (6/28/05),Ref006,Introduced,No,No
287,Corbula gibba,Invertebrate - Mollusc,Corbula,gibba,"European Clam, Basket Shell",MR,Marine,"AP (6/29/05), RG (10/13/07)",Ref006,Introduced,,
288,Cordylophora caspia,Invertebrate - Cnidarian,Cordylophora,caspia,Hydroid,"FW, MR","Marine, Freshwater","AP (6/29/05), RG (10/14/07)",Ref006,Introduced,Unknown,
289,Crassostrea gigas,Invertebrate - Mollusc,Crassostrea,gigas,"Pacific Oyster, Portuguese oyster, Giant Pacific oyster ,  Giant oyster ,  Immigrant oyster ,  Japanese Oyster ,  Miyagi oyster ,  Pacific cupped oyster; FRENCH: Gigas, Huitre géante du Pacifique . 
SPANISH : Ostión ,  Ostión japonés",MR,Marine,"AP (6/29/05), RG (11/04/07)",Ref006,Introduced,Yes,
290,Cryptosula pallasiana,Bryozoan,Cryptosula,pallasiana,Bryozoan,MR,Marine,"AP (6/29/05), RG (11/03/07)",Ref006,Introduced,No,
291,Ectopleura crocea,Invertebrate - Cnidarian,Ectopleura,crocea,Hydroid,MR,Marine,AP (6/29/05),Ref006,Introduced,,
292,Euchone limnicola,Invertebrate - Annelid,Euchone,limnicola,Fanworm,MR,Marine,"AP (6/29/05), RG (10/21/07)",Ref006,Introduced,No,
293,Gymnodinium catenatum,Algae,Gymnodinium,catenatum,"Toxic Dinoflagellate, chain-forming dinoflagellate (English), estuarine dinoflagellate (English), naked dinoflagellate (English)",MR,Marine,"AP (6/29/05), RG (11/3/07)",Ref006,Introduced,No,
294,Hydroides elegans,Invertebrate - Echinoderms,Hydroides,elegans,Fouling Serpulid,MR,Marine,"AP (6/29/05), RG (11/3/07)",Ref006,Introduced,No,
295,Laticorophium baconi,Invertebrate - Arthropod - Other,Laticorophium,baconi,North American Pacific corophiid,MR,Marine,"AP (6/29/05), RG (11/3/07)",Ref006,Introduced,No,
297,Maoricolpus roseus,Invertebrate - Mollusc,Maoricolpus,roseus,New Zealand Screw Shell,MR,Marine,"AP (6/29/05), RG (10/23/07)",Ref006,Introduced,No,
298,Monocorophium insidiosum,Invertebrate - Arthropod - Crustacean,Monocorophium,insidiosum,English corophiid,MR,Marine,"AP (6/29/05), RG (10/20/07)",Ref006,Introduced,No,
299,Monocorophium sextonae,Invertebrate - Arthropod - Other,Monocorophium,sextonae,Corophiid amphipod,MR,Marine,"AP (6/29/05), RG (10/23/07)",Ref006,Introduced,No,
300,Polydora ciliata,Invertebrate - Annelid,Polydora,ciliata,"Bristleworm (aka, Leucodore ciliata; aka P. ciliata limicola), English polydora",MR,Marine,"AP (6/29/05), RG (10/23/07)",Ref006,Introduced,No,
301,Pseudopolydora paucibranchiata,Invertebrate - Annelid,Pseudopolydora,paucibranchiata,Japanese Polydorid,MR,Marine,"AP (6/29/05), RG (10/20/07)",Ref006,Introduced,No,
302,Sabella spallanzanii,Invertebrate - Annelid,Sabella,spallanzanii,"European Fan worm, giant fan worm, Mediterranean fan worm, sabellid fan worm",MR,Marine,"AP (7/5/05), RG (10/27/07)",Ref006,Introduced,No,
303,Sphaeroma walkeri,Invertebrate - Arthropod - Other,Sphaeroma,walkeri,"Marine Pill Bug, an isopod",MR,Marine,"AP (7/5/05), RG (10/20/07)",Ref006,Introduced,No,
304,Styela plicata,Tunicate,Styela,plicata,"Solitary Ascidian, Leathery tunicate, pleated sea squirt, sea squirt",MR,Marine,"AP (7/5/05), RG (10/27/07)",Ref006,Introduced,No,Yes
305,Teredo navalis,Invertebrate - Mollusc,Teredo,navalis,"Naval Ship Worm, Great Shipworm",MR,Marine,"AP (7/5/05), RG (10/20/07)",Ref006,Introduced,No,
306,Theora lubrica,Invertebrate - Mollusc,Theora,lubrica,"East Asian bivalve, Western Pacific semelid bivalve, Window shell",MR,Marine,"AP (7/5/05), RG (10/27/07)",Ref006,Introduced,No,
307,Watersipora arcuata,Ectoprocta,Watersipora,arcuata,Lace Coral,MR,Marine,"AP (7/5/05), RG (10/14/07)",Ref006,Introduced,,
313,Scylla serrata,Invertebrate - Arthropod - Crustacean,Scylla,serrata,"Serrated swimming crab, Edible Mud crab, Mangrove crab, Indo-West Pacific Samoan crab; Philippine names: Alimango (Tagalog), Alama (Pangasinan), Rasa (Illocano), Lumayagan or Suga-suga (Cebuano), Kangrejo (Chavacano), Malakaon Mulaka (Ilongo), Mangilaud",MR,Marine,AP (9/7/05) RG (02/25/06),Ref009,Introduced,,No
314,Schizoporella cf. errata,Bryozoan,Schizoporella,cf. errata,Branching bryozoan,MR,Marine,AP (9/7/05) RG (02/26/06),Ref009,Introduced,,No
355,Mycale armata,Invertebrate - Porifera (Sponges),Mycale,armata,Orange Sponge,MR,Marine,AP (9/6/05) RG (02/23/06),Ref009,Introduced,,No
356,Phyllorhiza punctata,Invertebrate - Cnidarian,Phyllorhiza,punctata,White-spotted Jellyfish,MR,Marine,AP (9/6/05) (RG )2/23/06),Ref009,Introduced,,No
371,Cassiopea andromeda,Invertebrate - Cnidarian,Cassiopea,andromeda,Upside-down jellyfish. Reported unter two separate names: C. medusa & C. mertensii,MR,Marine,AP (9/6/05) RG (02/23/06),Ref009,Introduced,,No
372,Pennaria disticha,Invertebrate - Cnidarian,Pennaria,disticha,Christmas Tree hydroid,MR,Marine,AP (9/6/05) RG (02/23/06),Ref009,Introduced,,No
373,Carijoa riisei,Invertebrate - Cnidarian,Carijoa,riisei,Snowflake Coral,MR,Marine,AP (9/6/05) RG (2/23/06),Ref009,Introduced,,No
374,Diadumene lineata,Invertebrate - Cnidarian,Diadumene,lineata,"Orange-striped sea anemone, orange-striped green anomone. Other names in literature: Diadumene luciae, Haliplanella luciae, Haliplanella lineata, Aiptasiomorpha luciae, Sagartia luciae",MR,Marine,AP (9/6/05) RG (02/23/06),Ref009,Introduced,,No
375,Chaetopterus sp.,Invertebrate - Annelid,Chaetopterus,sp.,Parchment Worm,MR,Marine,AP (9/6/05),Ref009,Introduced,,No
376,Sabellastarte spectabilis,Invertebrate - Annelid,Sabellastarte,spectabilis,"Featherduster worm, Fan worm",MR,Marine,AP (9/6/05) RG (02/23/06),Ref009,Introduced,,No
377,Salmacina dysteri,Invertebrate - Annelid,Salmacina,dysteri,Serpulid worm,MR,Marine,AP (9/6/05) RG (02/23/06),Ref009,Introduced,,No
378,Anomia nobilis,Invertebrate - Mollusc,Anomia,nobilis,"Jingle shell, Saddle oyster",MR,Marine,AP (9/7/05) RG (02/25/06),Ref009,Introduced,,No
379,Crassostrea virginica,Invertebrate - Mollusc,Crassostrea,virginica,"American Oyster, Virginia Oyster, Atlantic Oyster, Eastern Oyster, Common Oyster",MR,Marine,AP (9/7/05) RG (02/25/06),Ref009,Introduced,,No
380,Chama macerophylla,Invertebrate - Mollusc,Chama,macerophylla,Rock Oyster,MR,Marine,AP (9/7/05) RG (02/25/06),Ref009,Introduced,,No
381,Crucibulum spinosum,Invertebrate - Mollusc (Snail),Crucibulum,spinosum,Spiny cup-and-saucer shell,MR,Marine,AP (9/7/05) RG (02/25/06),Ref009,Introduced,,No
382,Balanus amphitrite,Invertebrate - Arthropod - Crustacean,Balanus,amphitrite,Striped barnacle,MR,Marine,AP (9/7/05) RG (02/25/06),Ref009,Introduced,,No
383,Balanus eburneus,Invertebrate - Arthropod - Crustacean,Balanus,eburneus,Ivory Barnacle,MR,Marine,AP (9/7/05) RG (02/25/06),Ref009,Introduced,,No
384,Chthamalus proteus,Invertebrate - Arthropod - Crustacean,Chthamalus,proteus,Caribbean Barnacle,MR,Marine,AP (9/7/05) RG (02/25/06),Ref009,Introduced,,No
385,Amathia distans,Bryozoan,Amathia,distans,Bushy bryozoan,MR,Marine,AP (9/7/05) RG (02/26/06),Ref009,Introduced,,No
395,Ascidia sydneiensis,Ascidian,Ascidia,sydneiensis,Gray sea squirt,MR,Marine,AP (9/7/05) RG (02/26/06),Ref009,Introduced,,No
396,Phallusia nigra,Ascidian,Phallusia,nigra,Black sea squirt,MR,Marine,AP (9/7/05) RG (02/26/06),Ref009,Introduced,,No
397,Didemnum candidum,Ascidian,Didemnum,candidum,White didemnid,MR,Marine,AP (9/7/05) RG (02/26/06),Ref009,Introduced,,No
472,Neogobius melanostomus,Vertebrate - fish,Neogobius,melanostomus,"babca neagrâ (Romanian), babka bycha (Polish), babka okragla (Polish), black spotted goby (English), bychok kruglyak (Russian), chornorotyj bychok (Russian), gobie â taches noires (French), gobio pintato (Spanish), grundel (German), guvid (Romanian), Krug","FW, MR","Marine, Freshwater",RG (12/20/05),Ref016,Introduced,,No
473,Pterois volitans,Vertebrate - fish,Pterois,volitans,Lionfish,MR,Marine,RG (12/21/05),Ref016,Introduced,,No
474,Salmo salar,Vertebrate - fish,Salmo,salar,Atlantic Salmon,MR,Marine,RG(12/21/05),Ref016,Introduced,,No
486,Dreissena polymorpha,Invertebrate - Mollusc,Dreissena,polymorpha,Zebra mussel,"FW, MR","Marine, Freshwater",RG (12/26/05),Ref016,Introduced,,No
487,Littorina saxatilis,Invertebrate - Mollusc (Snail),Littorina,saxatilis,Rough Periwinkle,MR,Marine,RG (12/26/05),Ref016,Introduced,,No
498,Charybdis hellerii,Invertebrate - Arthropod - Crustacean,Charybdis,hellerii,Portunid crab,MR,Marine,RG (01/10/06),Ref019,Non-Native,,No
501,Perna perna,Invertebrate - Mollusc,Perna,perna,"Brown mussel, edible brown mussel, Mexilhao mussel",MR,Marine,RG (01/26/06),Ref019,Non-Native,,No
515,Eriocheir sinensis,Invertebrate - Arthropod - Crustacean,Eriocheir,sinensis,"Chinese mitten crab, Chinese freshwater edible crab","FW, MR","Marine, Freshwater",RG (01/03/06),Ref024,Exotic/Alien,,No
518,Bubulcus ibis,Vertebrate - bird,Bubulcus,ibis,"Cattle egret, Garcilla bueyera","FW, TR, MR","Marine, Freshwater, Land",RG (01/05/06),Ref019,Non-Native,,No
522,Balanus trigonus,Invertebrate - Arthropod - Crustacean,Balanus,trigonus,Barnacle,MR,Marine,RG (01/10/06),Ref019,Non-Native,,No
523,Macrobrachium olfersii,Invertebrate - Arthropod - Crustacean,Macrobrachium,olfersii,Bristled river shrimp,"FW, MR","Marine, Freshwater",RG (01/10/06),Ref019,Non-Native,,No
524,Penaeus monodon,Invertebrate - Arthropod - Crustacean,Penaeus,monodon,"Jumbo tiger prawn, Giant tiger prawn, Blue tiger prawn, Leader prawn, Panda prawn (Australia), Jar-Pazun (Burma), Bangkear (Cambodia), Ghost prawn (Hong Kong), Jinga (India, Bombay region), Udang windu (Indonesia), Ushi-ebi (Japan), Kamba ndogo (Kenya),","FW, MR","Marine, Freshwater",RG (01/10/06),Ref019,Non-Native,,No
525,Litopenaeus vannamei,Invertebrate - Arthropod - Crustacean,Litopenaeus,vannamei,"Penaeus vannamei (Boone, 1931); Pacific white shrimp, West Coast white shrimp, camaron blanco, langostino, whiteleg shrimp, crevette pattes blanches, camaron patiblanco",MR,Marine,RG (01/12/06),Ref019,Non-Native,,No
528,Sarotherodon melanotheron,Vertebrate - fish,Sarotherodon,melanotheron,Black Chin Tilapia,"FW, MR","Marine, Freshwater",RG (01/12/06),Ref019,Non-Native,,No
529,Oreochromis aureus,Vertebrate - fish,Oreochromis,aureus,Blue tilapia,"FW, MR","Marine, Freshwater",RG (01/14/06),Ref019,Non-Native,,No
540,Cichlasoma urophthalmus,Vertebrate - fish,Cichlasoma,urophthalmus,"Mayan Cichlid, orange tiger, castarrica","FW, MR","Marine, Freshwater",RG (01/16/06),Ref019,Non-Native,,No
542,Oreochromis mossambicus,Vertebrate - fish,Oreochromis,mossambicus,"aka Sarotherodon mossambicus. Oriental weatherfish, dojo, weather loach, Japanese weatherfish, Amur weatherfish, Mozambiqua tilapia, Mozambique mouthbrooder, Java tilapia, largemouth kurper","FW, MR","Marine, Freshwater",RG (01/16/06),Ref019,Non-Native,,No
545,Belonesox belizanus,Vertebrate - fish,Belonesox,belizanus,"Pike killifish, pike top live bearer, pike topminnow, picudito, pike livebearer, ulumina gaspara, pepesca gaspar","FW, MR","Marine, Freshwater",RG (01/17/06),Ref019,Non-Native,,No
548,Tilapia zilli,Vertebrate - fish,Tilapia,zilli,"Redbelly tilapia, striped tilapia, Zilli's cichlid","FW, MR","Marine, Freshwater",RG (01/17/06),Ref019,Non-Native,,No
560,Anguillicola crassus,Nematode,Anguillicola,crassus,Eel parasite,"FW, MR","Marine, Freshwater",RG (01/24/06),Ref019,Non-Native,,No
569,Moerisia lyonsi,Invertebrate - Cnidarian,Moerisia,lyonsi,Moerisia,MR,Marine,RG (02/12/06),Ref005,Non-Indigenous,,No
579,Penaeus monodon-type Baculovirus,Virus,Penaeus monodon-type Baculovirus,,"PmSNPV, Penaeus monodon-type baculovirus (MBV), MBV disease",MR,Marine,RG (01/29/06),Ref019,Non-Native,,Yes
584,Virus: WSBV,Virus,NA,NA,"White Spot Syndrome Baculovirus Complex (WSBV), White Spot syndrome,  ""China Virus""(WSS)",MR,Marine,RG (02/02/06),Ref019,Non-Native,,Yes
602,Polyandrocarpa zorritensis,Tunicate,Polyandrocarpa,zorritensis,tunicate,MR,Marine,RG (02/11/06),Ref005,Non-Indigenous,,No
604,Membranipora membranacea,Bryozoan,Membranipora,membranacea,bryozoan,MR,Marine,RG (02/12/06),Ref005,Non-Indigenous,,No
606,Gonionemus vertens,Invertebrate - Cnidarian,Gonionemus,vertens,clinging jellyfish,MR,Marine,RG (02/12/06),Ref005,Non-Indigenous,,No
607,Maeotias inexspectata,Invertebrate - Cnidarian,Maeotias,inexspectata,"Balck Sea jellyfish, Frequently misspelled M. inexpectata (Mills and Sommer 1995).",MR,Marine,RG (02/12/06),Ref005,Non-Indigenous,,No
608,Drymonema dalmatinum,Invertebrate - Cnidarian,Drymonema,dalmatinum,"Drymonema victoria Haeckel, 1881; Drymonema gorgo Muller 1883; Drymonema cordelio Antipa, 1892; Drymonema dalmatinum Mayer, 1910; Drymonema dalmatinum Stiasny, 1940, Purple sea mane, Stinging cauliflower, pink meanie",MR,Marine,RG (02/16/06),Ref005,Non-Indigenous,,No
